 --- Cosmological Parameters --- 
	 H0: 2.1791e-18 (1/s) = 67.2400 (km/s/Mpc) 
	 OmegaM: 3.0500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -7.2700e-01 
		 wa: -1.0500e+00 
	 rho_crit: 8.4944e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99912904e-05, 9.53400694e-01, 9.99962898e-05, 3.28187799e+00, 6.72449896e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798117e-04, 9.53397887e-01, 1.02803401e-04, 3.28187519e+00, 6.72451297e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683726e-04, 9.53395002e-01, 1.05689311e-04, 3.28187230e+00, 6.72452737e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650328e-04, 9.53392035e-01, 1.08656231e-04, 3.28186933e+00, 6.72454217e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700196e-04, 9.53388985e-01, 1.11706435e-04, 3.28186628e+00, 6.72455739e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835667e-04, 9.53385850e-01, 1.14842261e-04, 3.28186315e+00, 6.72457304e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059143e-04, 9.53382626e-01, 1.18066112e-04, 3.28185992e+00, 6.72458913e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373093e-04, 9.53379312e-01, 1.21380460e-04, 3.28185661e+00, 6.72460566e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24780057e-04, 9.53375905e-01, 1.24787843e-04, 3.28185320e+00, 6.72462267e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28282644e-04, 9.53372403e-01, 1.28290873e-04, 3.28184970e+00, 6.72464015e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31883538e-04, 9.53368802e-01, 1.31892235e-04, 3.28184610e+00, 6.72465812e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35585497e-04, 9.53365100e-01, 1.35594689e-04, 3.28184239e+00, 6.72467659e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39391356e-04, 9.53361294e-01, 1.39401072e-04, 3.28183859e+00, 6.72469558e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43304033e-04, 9.53357381e-01, 1.43314302e-04, 3.28183467e+00, 6.72471511e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47326523e-04, 9.53353359e-01, 1.47337376e-04, 3.28183065e+00, 6.72473518e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51461908e-04, 9.53349223e-01, 1.51473379e-04, 3.28182652e+00, 6.72475582e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55713355e-04, 9.53344972e-01, 1.55725479e-04, 3.28182226e+00, 6.72477704e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60084121e-04, 9.53340601e-01, 1.60096936e-04, 3.28181789e+00, 6.72479885e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64577554e-04, 9.53336108e-01, 1.64591099e-04, 3.28181340e+00, 6.72482127e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69197096e-04, 9.53331488e-01, 1.69211411e-04, 3.28180878e+00, 6.72484433e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73946284e-04, 9.53326739e-01, 1.73961414e-04, 3.28180403e+00, 6.72486803e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78828757e-04, 9.53321857e-01, 1.78844748e-04, 3.28179914e+00, 6.72489239e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83848252e-04, 9.53316837e-01, 1.83865154e-04, 3.28179412e+00, 6.72491744e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89008616e-04, 9.53311677e-01, 1.89026480e-04, 3.28178896e+00, 6.72494319e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94313799e-04, 9.53306372e-01, 1.94332680e-04, 3.28178366e+00, 6.72496967e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99767865e-04, 9.53300917e-01, 1.99787821e-04, 3.28177820e+00, 6.72499689e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05374989e-04, 9.53295310e-01, 2.05396081e-04, 3.28177259e+00, 6.72502487e+01
