 --- Cosmological Parameters --- 
	 H0: 2.1791e-18 (1/s) = 67.2400 (km/s/Mpc) 
	 OmegaM: 3.1500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.8500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -7.2700e-01 
		 wa: -1.0500e+00 
	 rho_crit: 8.4944e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99912359e-05, 9.44791958e-01, 9.99962353e-05, 3.23877350e+00, 6.72450630e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798059e-04, 9.44789151e-01, 1.02803343e-04, 3.23877069e+00, 6.72452051e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683665e-04, 9.44786265e-01, 1.05689250e-04, 3.23876781e+00, 6.72453512e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650264e-04, 9.44783299e-01, 1.08656166e-04, 3.23876484e+00, 6.72455014e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700128e-04, 9.44780249e-01, 1.11706367e-04, 3.23876179e+00, 6.72456559e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835595e-04, 9.44777113e-01, 1.14842189e-04, 3.23875866e+00, 6.72458146e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059067e-04, 9.44773890e-01, 1.18066036e-04, 3.23875543e+00, 6.72459779e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373013e-04, 9.44770576e-01, 1.21380379e-04, 3.23875212e+00, 6.72461457e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779972e-04, 9.44767169e-01, 1.24787758e-04, 3.23874871e+00, 6.72463182e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28282554e-04, 9.44763666e-01, 1.28290783e-04, 3.23874521e+00, 6.72464955e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31883443e-04, 9.44760066e-01, 1.31892140e-04, 3.23874161e+00, 6.72466779e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35585396e-04, 9.44756364e-01, 1.35594589e-04, 3.23873790e+00, 6.72468653e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39391251e-04, 9.44752558e-01, 1.39400966e-04, 3.23873410e+00, 6.72470581e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43303921e-04, 9.44748645e-01, 1.43314190e-04, 3.23873018e+00, 6.72472562e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47326404e-04, 9.44744623e-01, 1.47337258e-04, 3.23872616e+00, 6.72474599e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51461782e-04, 9.44740487e-01, 1.51473254e-04, 3.23872202e+00, 6.72476693e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55713223e-04, 9.44736236e-01, 1.55725347e-04, 3.23871777e+00, 6.72478846e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60083981e-04, 9.44731865e-01, 1.60096796e-04, 3.23871340e+00, 6.72481059e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64577407e-04, 9.44727372e-01, 1.64590951e-04, 3.23870891e+00, 6.72483334e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69196940e-04, 9.44722752e-01, 1.69211255e-04, 0.00000000e+00, 6.72485674e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73946119e-04, 9.44718003e-01, 1.73961249e-04, 3.23869954e+00, 6.72488079e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78828582e-04, 9.44713120e-01, 1.78844574e-04, 3.23869465e+00, 6.72490551e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83848068e-04, 9.44708101e-01, 1.83864970e-04, 3.23868963e+00, 6.72493093e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89008421e-04, 9.44702941e-01, 1.89026285e-04, 3.23868447e+00, 6.72495706e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94313593e-04, 9.44697635e-01, 1.94332474e-04, 3.23867916e+00, 6.72498393e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99767647e-04, 9.44692181e-01, 1.99787603e-04, 3.23867371e+00, 6.72501154e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05374759e-04, 9.44686574e-01, 2.05395851e-04, 3.23866810e+00, 6.72503994e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11139224e-04, 9.44680810e-01, 2.11161517e-04, 3.23866234e+00, 6.72506913e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17065455e-04, 9.44674884e-01, 2.17089017e-04, 3.23865641e+00, 6.72509914e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23157990e-04, 9.44668791e-01, 2.23182893e-04, 3.23865031e+00, 6.72512999e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29421495e-04, 9.44662528e-01, 2.29447816e-04, 3.23864405e+00, 6.72516171e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35860765e-04, 9.44656088e-01, 2.35888583e-04, 3.23863761e+00, 6.72519432e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42480729e-04, 9.44649468e-01, 2.42510132e-04, 3.23863099e+00, 6.72522785e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49286458e-04, 9.44642663e-01, 2.49317534e-04, 3.23862418e+00, 6.72526231e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56283160e-04, 9.44635666e-01, 2.56316006e-04, 3.23861718e+00, 6.72529774e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63476194e-04, 9.44628473e-01, 2.63510909e-04, 3.23860999e+00, 6.72533417e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70871064e-04, 9.44621078e-01, 2.70907755e-04, 3.23860259e+00, 6.72537162e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78473432e-04, 9.44613476e-01, 2.78512212e-04, 3.23859499e+00, 6.72541012e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86289117e-04, 9.44605660e-01, 2.86330105e-04, 3.23858717e+00, 6.72544970e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94324103e-04, 9.44597625e-01, 2.94367423e-04, 3.23857913e+00, 6.72549039e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02584538e-04, 9.44589365e-01, 3.02630325e-04, 3.23857087e+00, 6.72553223e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11076745e-04, 9.44580872e-01, 3.11125139e-04, 3.23856237e+00, 6.72557524e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19807225e-04, 9.44572142e-01, 3.19858373e-04, 3.23855364e+00, 6.72561945e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28782658e-04, 9.44563166e-01, 3.28836717e-04, 3.23854466e+00, 6.72566491e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38009912e-04, 9.44553939e-01, 3.38067049e-04, 3.23853543e+00, 6.72571164e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47496050e-04, 9.44544453e-01, 3.47556439e-04, 3.23852594e+00, 6.72575968e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57248331e-04, 9.44534701e-01, 3.57312157e-04, 3.23851619e+00, 6.72580907e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67274215e-04, 9.44524675e-01, 3.67341674e-04, 3.23850616e+00, 6.72585985e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77581374e-04, 9.44514368e-01, 3.77652674e-04, 3.23849584e+00, 6.72591205e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88177694e-04, 9.44503771e-01, 3.88253052e-04, 3.23848524e+00, 6.72596572e+01
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99071282e-04, 9.44492878e-01, 3.99150930e-04, 3.23847435e+00, 6.72602089e+01
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10270471e-04, 9.44481679e-01, 4.10354653e-04, 3.23846314e+00, 6.72607761e+01
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21783829e-04, 9.44470165e-01, 4.21872802e-04, 3.23845162e+00, 6.72613593e+01
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33620161e-04, 9.44458329e-01, 4.33714198e-04, 3.23843978e+00, 6.72619587e+01
4.45962763e-04, 1.93635993e-04, 9.99554236e-01, 4.45788521e-04, 9.44446161e-01, 4.45887910e-04, 3.23842761e+00, 6.72625751e+01
