 --- Cosmological Parameters --- 
	 H0: 2.2047e-18 (1/s) = 68.0300 (km/s/Mpc) 
	 OmegaM: 3.1000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -8.2700e-01 
		 wa: -7.5000e-01 
	 rho_crit: 8.6952e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99917805e-05, 9.53950993e-01, 9.99967799e-05, 3.26641046e+00, 6.80343814e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798635e-04, 9.53948186e-01, 1.02803919e-04, 3.26640766e+00, 6.80345044e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05684273e-04, 9.53945300e-01, 1.05689858e-04, 3.26640477e+00, 6.80346308e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650907e-04, 9.53942334e-01, 1.08656809e-04, 3.26640180e+00, 6.80347608e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700808e-04, 9.53939284e-01, 1.11707047e-04, 3.26639875e+00, 6.80348945e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14836313e-04, 9.53936148e-01, 1.14842908e-04, 3.26639562e+00, 6.80350319e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059826e-04, 9.53932925e-01, 1.18066796e-04, 3.26639239e+00, 6.80351731e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373815e-04, 9.53929611e-01, 1.21381182e-04, 3.26638908e+00, 6.80353184e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24780820e-04, 9.53926204e-01, 1.24788606e-04, 3.26638567e+00, 6.80354677e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28283451e-04, 9.53922701e-01, 1.28291680e-04, 3.26638217e+00, 6.80356211e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31884390e-04, 9.53919100e-01, 1.31893088e-04, 3.26637857e+00, 6.80357789e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35586398e-04, 9.53915398e-01, 1.35595590e-04, 3.26637486e+00, 6.80359412e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39392309e-04, 9.53911592e-01, 1.39402025e-04, 3.26637106e+00, 6.80361080e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43305039e-04, 9.53907679e-01, 1.43315308e-04, 3.26636714e+00, 6.80362794e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47327587e-04, 9.53903657e-01, 1.47338440e-04, 3.26636312e+00, 6.80364557e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51463032e-04, 9.53899521e-01, 1.51474503e-04, 3.26635899e+00, 6.80366369e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55714543e-04, 9.53895270e-01, 1.55726668e-04, 3.26635473e+00, 6.80368232e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60085377e-04, 9.53890899e-01, 1.60098192e-04, 3.26635036e+00, 6.80370148e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64578882e-04, 9.53886406e-01, 1.64592426e-04, 3.26634587e+00, 6.80372117e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69198499e-04, 9.53881786e-01, 1.69212815e-04, 3.26634125e+00, 6.80374141e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73947767e-04, 9.53877037e-01, 1.73962898e-04, 3.26633650e+00, 6.80376223e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78830324e-04, 9.53872154e-01, 1.78846316e-04, 3.26633161e+00, 6.80378362e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83849909e-04, 9.53867135e-01, 1.83866811e-04, 3.26632659e+00, 6.80380562e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89010367e-04, 9.53861974e-01, 1.89028231e-04, 3.26632143e+00, 6.80382824e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94315650e-04, 9.53856669e-01, 1.94334531e-04, 3.26631613e+00, 6.80385149e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99769821e-04, 9.53851215e-01, 1.99789777e-04, 3.26631067e+00, 6.80387539e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05377057e-04, 9.53845607e-01, 2.05398149e-04, 3.26630506e+00, 6.80389996e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11141652e-04, 9.53839843e-01, 2.11163945e-04, 3.26629930e+00, 6.80392523e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17068021e-04, 9.53833916e-01, 2.17091583e-04, 3.26629337e+00, 6.80395120e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23160703e-04, 9.53827824e-01, 2.23185606e-04, 3.26628727e+00, 6.80397790e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29424362e-04, 9.53821560e-01, 2.29450683e-04, 3.26628101e+00, 6.80400535e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35863794e-04, 9.53815121e-01, 2.35891614e-04, 3.26627457e+00, 6.80403357e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42483932e-04, 9.53808501e-01, 2.42513335e-04, 3.26626795e+00, 6.80406259e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49289842e-04, 9.53801695e-01, 2.49320919e-04, 3.26626114e+00, 6.80409242e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56286738e-04, 9.53794698e-01, 2.56319584e-04, 3.26625414e+00, 6.80412308e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63479974e-04, 9.53787505e-01, 2.63514690e-04, 3.26624695e+00, 6.80415461e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70875060e-04, 9.53780109e-01, 2.70911752e-04, 3.26623955e+00, 6.80418702e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78477655e-04, 9.53772507e-01, 2.78516436e-04, 3.26623194e+00, 6.80422034e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86293581e-04, 9.53764691e-01, 2.86334569e-04, 3.26622413e+00, 6.80425460e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94328820e-04, 9.53756656e-01, 2.94372142e-04, 3.26621609e+00, 6.80428981e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02589524e-04, 9.53748395e-01, 3.02635312e-04, 3.26620782e+00, 6.80432602e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11082015e-04, 9.53739902e-01, 3.11130409e-04, 3.26619933e+00, 6.80436324e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19812795e-04, 9.53731172e-01, 3.19863944e-04, 3.26619060e+00, 6.80440151e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28788544e-04, 9.53722196e-01, 3.28842605e-04, 3.26618162e+00, 6.80444085e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38016134e-04, 9.53712968e-01, 3.38073272e-04, 3.26617239e+00, 6.80448130e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47502626e-04, 9.53703482e-01, 3.47563017e-04, 3.26616290e+00, 6.80452288e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57255280e-04, 9.53693729e-01, 3.57319109e-04, 3.26615314e+00, 6.80456563e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67281560e-04, 9.53683703e-01, 3.67349022e-04, 3.26614311e+00, 6.80460957e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77589137e-04, 9.53673395e-01, 3.77660439e-04, 3.26613280e+00, 6.80465475e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88185899e-04, 9.53662799e-01, 3.88261260e-04, 3.26612220e+00, 6.80470120e+01
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99079954e-04, 9.53651905e-01, 3.99159604e-04, 3.26611130e+00, 6.80474896e+01
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10279637e-04, 9.53640705e-01, 4.10363821e-04, 3.26610010e+00, 6.80479805e+01
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21793516e-04, 9.53629191e-01, 4.21882491e-04, 3.26608858e+00, 6.80484852e+01
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33630399e-04, 9.53617354e-01, 4.33724439e-04, 3.26607674e+00, 6.80490041e+01
4.45962763e-04, 1.93635993e-04, 9.99554236e-01, 4.45799342e-04, 9.53605185e-01, 4.45898734e-04, 3.26606456e+00, 6.80495375e+01
4.58482375e-04, 1.99070734e-04, 9.99541728e-01, 4.58309652e-04, 9.53592675e-01, 4.58414702e-04, 3.26605205e+00, 6.80500860e+01
4.71353453e-04, 2.04657975e-04, 9.99528869e-01, 4.71170898e-04, 9.53579814e-01, 4.71281928e-04, 3.26603918e+00, 6.80506498e+01
4.84585864e-04, 2.10401992e-04, 9.99515649e-01, 4.84392918e-04, 9.53566592e-01, 4.84510267e-04, 3.26602595e+00, 6.80512294e+01
4.98189752e-04, 2.16307184e-04, 9.99502058e-01, 4.97985822e-04, 9.53552999e-01, 4.98109851e-04, 3.26601235e+00, 6.80518253e+01
5.12175544e-04, 2.22378069e-04, 9.99488087e-01, 5.11960007e-04, 9.53539024e-01, 5.12091095e-04, 3.26599837e+00, 6.80524379e+01
5.26553963e-04, 2.28619296e-04, 9.99473723e-01, 5.26326157e-04, 9.53524658e-01, 5.26464707e-04, 3.26598400e+00, 6.80530677e+01
5.41336030e-04, 2.35035640e-04, 9.99458957e-01, 5.41095257e-04, 9.53509889e-01, 5.41241693e-04, 3.26596922e+00, 6.80537152e+01
5.56533078e-04, 2.41632013e-04, 9.99443776e-01, 5.56278600e-04, 9.53494706e-01, 5.56433370e-04, 3.26595403e+00, 6.80543809e+01
5.72156756e-04, 2.48413463e-04, 9.99428170e-01, 5.71887793e-04, 9.53479097e-01, 5.72051372e-04, 3.26593841e+00, 6.80550652e+01
5.88219040e-04, 2.55385179e-04, 9.99412127e-01, 5.87934769e-04, 9.53463050e-01, 5.88107658e-04, 3.26592235e+00, 6.80557688e+01
