 --- Cosmological Parameters --- 
	 H0: 2.1791e-18 (1/s) = 67.2400 (km/s/Mpc) 
	 OmegaM: 3.2000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.8000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -7.2700e-01 
		 wa: -1.0500e+00 
	 rho_crit: 8.4944e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99912086e-05, 9.40606143e-01, 9.99962080e-05, 3.21792398e+00, 6.72450996e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798030e-04, 9.40603336e-01, 1.02803315e-04, 3.21792117e+00, 6.72452428e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683634e-04, 9.40600450e-01, 1.05689219e-04, 3.21791829e+00, 6.72453900e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650231e-04, 9.40597484e-01, 1.08656134e-04, 3.21791532e+00, 6.72455413e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700094e-04, 9.40594434e-01, 1.11706333e-04, 3.21791227e+00, 6.72456968e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835559e-04, 9.40591298e-01, 1.14842153e-04, 3.21790914e+00, 6.72458567e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059029e-04, 9.40588075e-01, 1.18065998e-04, 3.21790591e+00, 6.72460212e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21372973e-04, 9.40584761e-01, 1.21380339e-04, 3.21790260e+00, 6.72461902e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779930e-04, 9.40581354e-01, 1.24787715e-04, 3.21789919e+00, 6.72463639e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28282509e-04, 9.40577852e-01, 1.28290738e-04, 3.21789569e+00, 6.72465426e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31883395e-04, 9.40574251e-01, 1.31892093e-04, 3.21789209e+00, 6.72467263e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35585346e-04, 9.40570549e-01, 1.35594539e-04, 3.21788838e+00, 6.72469151e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39391198e-04, 9.40566743e-01, 1.39400913e-04, 3.21788458e+00, 6.72471092e+01
