 --- Cosmological Parameters --- 
	 H0: 2.1561e-18 (1/s) = 66.5300 (km/s/Mpc) 
	 OmegaM: 3.2000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.8000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -6.5000e-01 
		 wa: -1.2700e+00 
	 rho_crit: 8.3160e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99908160e-05, 9.36575571e-01, 9.99958154e-05, 3.21243044e+00, 6.65355682e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02797616e-04, 9.36572764e-01, 1.02802900e-04, 3.21242764e+00, 6.65357245e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683196e-04, 9.36569879e-01, 1.05688781e-04, 3.21242475e+00, 6.65358852e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08649768e-04, 9.36566912e-01, 1.08655671e-04, 3.21242178e+00, 6.65360504e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11699604e-04, 9.36563862e-01, 1.11705843e-04, 3.21241873e+00, 6.65362203e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835041e-04, 9.36560727e-01, 1.14841635e-04, 3.21241560e+00, 6.65363949e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18058482e-04, 9.36557503e-01, 1.18065451e-04, 3.21241237e+00, 6.65365744e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21372394e-04, 9.36554189e-01, 1.21379761e-04, 3.21240906e+00, 6.65367590e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779318e-04, 9.36550783e-01, 1.24787104e-04, 3.21240565e+00, 6.65369487e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28281863e-04, 9.36547280e-01, 1.28290092e-04, 3.21240215e+00, 6.65371437e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31882713e-04, 9.36543679e-01, 1.31891410e-04, 3.21239855e+00, 6.65373443e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35584624e-04, 9.36539977e-01, 1.35593817e-04, 3.21239485e+00, 6.65375504e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39390435e-04, 9.36536171e-01, 1.39400150e-04, 3.21239104e+00, 6.65377624e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43303058e-04, 9.36532259e-01, 1.43313327e-04, 3.21238713e+00, 6.65379803e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47325493e-04, 9.36528236e-01, 1.47336346e-04, 3.21238310e+00, 6.65382043e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51460819e-04, 9.36524101e-01, 1.51472290e-04, 3.21237897e+00, 6.65384346e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55712205e-04, 9.36519850e-01, 1.55724329e-04, 3.21237472e+00, 6.65386713e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60082905e-04, 9.36515479e-01, 1.60095720e-04, 3.21237034e+00, 6.65389148e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64576269e-04, 9.36510986e-01, 1.64589813e-04, 3.21236585e+00, 6.65391650e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69195738e-04, 9.36506366e-01, 1.69210053e-04, 3.21236123e+00, 6.65394223e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73944849e-04, 9.36501617e-01, 1.73959979e-04, 3.21235648e+00, 6.65396867e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78827239e-04, 9.36496735e-01, 1.78843231e-04, 3.21235160e+00, 6.65399587e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83846649e-04, 9.36491715e-01, 1.83863551e-04, 3.21234658e+00, 6.65402382e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89006921e-04, 9.36486555e-01, 1.89024785e-04, 3.21234142e+00, 6.65405256e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94312008e-04, 9.36481250e-01, 1.94330889e-04, 3.21233611e+00, 6.65408210e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99765971e-04, 9.36475796e-01, 1.99785927e-04, 3.21233065e+00, 6.65411248e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05372988e-04, 9.36470189e-01, 2.05394080e-04, 3.21232505e+00, 6.65414370e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11137352e-04, 9.36464425e-01, 2.11159645e-04, 3.21231928e+00, 6.65417581e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17063477e-04, 9.36458498e-01, 2.17087038e-04, 3.21231335e+00, 6.65420881e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23155899e-04, 9.36452406e-01, 2.23180802e-04, 3.21230726e+00, 6.65424274e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29419285e-04, 9.36446143e-01, 2.29445605e-04, 3.21230099e+00, 6.65427763e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35858429e-04, 9.36439703e-01, 2.35886247e-04, 3.21229455e+00, 6.65431349e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42478261e-04, 9.36433084e-01, 2.42507663e-04, 3.21228793e+00, 6.65435036e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49283849e-04, 9.36426278e-01, 2.49314925e-04, 3.21228113e+00, 6.65438826e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56280403e-04, 9.36419281e-01, 2.56313248e-04, 3.21227413e+00, 6.65442723e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63473279e-04, 9.36412089e-01, 2.63507994e-04, 3.21226693e+00, 6.65446729e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70867983e-04, 9.36404694e-01, 2.70904674e-04, 3.21225954e+00, 6.65450847e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78470176e-04, 9.36397092e-01, 2.78508956e-04, 3.21225193e+00, 6.65455081e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86285676e-04, 9.36389276e-01, 2.86326663e-04, 3.21224411e+00, 6.65459434e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94320466e-04, 9.36381241e-01, 2.94363786e-04, 3.21223608e+00, 6.65463909e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02580694e-04, 9.36372981e-01, 3.02626480e-04, 3.21222781e+00, 6.65468510e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11072683e-04, 9.36364489e-01, 3.11121075e-04, 3.21221932e+00, 6.65473239e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19802931e-04, 9.36355759e-01, 3.19854078e-04, 3.21221059e+00, 6.65478102e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28778119e-04, 9.36346784e-01, 3.28832178e-04, 3.21220161e+00, 6.65483101e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38005116e-04, 9.36337557e-01, 3.38062252e-04, 3.21219238e+00, 6.65488240e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47490981e-04, 9.36328071e-01, 3.47551369e-04, 3.21218289e+00, 6.65493523e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57242973e-04, 9.36318319e-01, 3.57306798e-04, 3.21217313e+00, 6.65498955e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67268552e-04, 9.36308293e-01, 3.67336010e-04, 3.21216310e+00, 6.65504539e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77575389e-04, 9.36297986e-01, 3.77646687e-04, 3.21215279e+00, 6.65510280e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88171369e-04, 9.36287390e-01, 3.88246725e-04, 3.21214219e+00, 6.65516182e+01
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99064597e-04, 9.36276497e-01, 3.99144243e-04, 3.21213130e+00, 6.65522249e+01
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10263406e-04, 9.36265298e-01, 4.10347585e-04, 3.21212009e+00, 6.65528487e+01
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21776361e-04, 9.36253785e-01, 4.21865331e-04, 3.21210857e+00, 6.65534899e+01
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33612268e-04, 9.36241950e-01, 4.33706303e-04, 3.21209673e+00, 6.65541492e+01
4.45962763e-04, 1.93635993e-04, 9.99554236e-01, 4.45780179e-04, 9.36229782e-01, 4.45879566e-04, 3.21208456e+00, 6.65548270e+01
4.58482375e-04, 1.99070734e-04, 9.99541728e-01, 4.58289399e-04, 9.36217272e-01, 4.58394443e-04, 3.21207205e+00, 6.65555238e+01
4.71353453e-04, 2.04657975e-04, 9.99528869e-01, 4.71149493e-04, 9.36204412e-01, 4.71260516e-04, 3.21205918e+00, 6.65562401e+01
4.84585864e-04, 2.10401992e-04, 9.99515649e-01, 4.84370295e-04, 9.36191192e-01, 4.84487637e-04, 3.21204595e+00, 6.65569765e+01
4.98189752e-04, 2.16307184e-04, 9.99502058e-01, 4.97961912e-04, 9.36177600e-01, 4.98085933e-04, 3.21203235e+00, 6.65577336e+01
5.12175544e-04, 2.22378069e-04, 9.99488087e-01, 5.11934736e-04, 9.36163627e-01, 5.12065816e-04, 3.21201837e+00, 6.65585119e+01
5.26553963e-04, 2.28619296e-04, 9.99473723e-01, 5.26299449e-04, 9.36149262e-01, 5.26437989e-04, 3.21200400e+00, 6.65593121e+01
5.41336030e-04, 2.35035640e-04, 9.99458957e-01, 5.41067030e-04, 9.36134495e-01, 5.41213455e-04, 3.21198923e+00, 6.65601347e+01
5.56533078e-04, 2.41632013e-04, 9.99443776e-01, 5.56248767e-04, 9.36119313e-01, 5.56403526e-04, 3.21197404e+00, 6.65609804e+01
5.72156756e-04, 2.48413463e-04, 9.99428170e-01, 5.71856262e-04, 9.36103706e-01, 5.72019829e-04, 3.21195842e+00, 6.65618498e+01
