 --- Cosmological Parameters --- 
	 H0: 2.2047e-18 (1/s) = 68.0300 (km/s/Mpc) 
	 OmegaM: 3.2500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.7500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -8.2700e-01 
		 wa: -7.5000e-01 
	 rho_crit: 8.6952e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99916874e-05, 9.41188376e-01, 9.99966869e-05, 3.20359285e+00, 6.80345080e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798537e-04, 9.41185569e-01, 1.02803821e-04, 3.20359004e+00, 6.80346345e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05684169e-04, 9.41182684e-01, 1.05689754e-04, 3.20358716e+00, 6.80347646e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650797e-04, 9.41179717e-01, 1.08656700e-04, 3.20358419e+00, 6.80348984e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700692e-04, 9.41176667e-01, 1.11706931e-04, 3.20358114e+00, 6.80350359e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14836191e-04, 9.41173532e-01, 1.14842785e-04, 3.20357800e+00, 6.80351773e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059696e-04, 9.41170308e-01, 1.18066666e-04, 3.20357478e+00, 6.80353226e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373678e-04, 9.41166994e-01, 1.21381045e-04, 3.20357147e+00, 6.80354720e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24780675e-04, 9.41163587e-01, 1.24788461e-04, 3.20356806e+00, 6.80356256e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28283298e-04, 9.41160085e-01, 1.28291526e-04, 3.20356456e+00, 6.80357836e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31884228e-04, 9.41156484e-01, 1.31892926e-04, 3.20356095e+00, 6.80359459e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35586227e-04, 9.41152782e-01, 1.35595419e-04, 3.20355725e+00, 6.80361128e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39392128e-04, 9.41148976e-01, 1.39401844e-04, 3.20355344e+00, 6.80362845e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43304848e-04, 9.41145063e-01, 1.43315117e-04, 3.20354953e+00, 6.80364609e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47327385e-04, 9.41141041e-01, 1.47338238e-04, 3.20354551e+00, 6.80366422e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51462818e-04, 9.41136905e-01, 1.51474290e-04, 3.20354137e+00, 6.80368287e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55714318e-04, 9.41132654e-01, 1.55726442e-04, 3.20353712e+00, 6.80370204e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60085139e-04, 9.41128283e-01, 1.60097954e-04, 3.20353275e+00, 6.80372175e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64578630e-04, 9.41123789e-01, 1.64592174e-04, 3.20352825e+00, 6.80374201e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69198233e-04, 9.41119170e-01, 1.69212548e-04, 3.20352363e+00, 6.80376284e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73947486e-04, 9.41114420e-01, 1.73962616e-04, 3.20351888e+00, 6.80378425e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78830026e-04, 9.41109538e-01, 1.78846018e-04, 3.20351400e+00, 6.80380627e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83849595e-04, 9.41104518e-01, 1.83866497e-04, 3.20350898e+00, 6.80382890e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89010034e-04, 9.41099358e-01, 1.89027899e-04, 3.20350382e+00, 6.80385217e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94315298e-04, 9.41094053e-01, 1.94334180e-04, 3.20349851e+00, 6.80387609e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99769449e-04, 9.41088599e-01, 1.99789405e-04, 3.20349306e+00, 6.80390069e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05376664e-04, 9.41082991e-01, 2.05397756e-04, 3.20348745e+00, 6.80392597e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11141237e-04, 9.41077227e-01, 2.11163530e-04, 3.20348168e+00, 6.80395196e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17067583e-04, 9.41071300e-01, 2.17091145e-04, 3.20347576e+00, 6.80397869e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23160239e-04, 9.41065208e-01, 2.23185143e-04, 3.20346966e+00, 6.80400616e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29423872e-04, 9.41058944e-01, 2.29450193e-04, 3.20346340e+00, 6.80403441e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35863277e-04, 9.41052505e-01, 2.35891096e-04, 3.20345696e+00, 6.80406344e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42483384e-04, 9.41045885e-01, 2.42512787e-04, 3.20345033e+00, 6.80409330e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49289264e-04, 9.41039079e-01, 2.49320341e-04, 3.20344353e+00, 6.80412399e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56286126e-04, 9.41032082e-01, 2.56318972e-04, 3.20343653e+00, 6.80415554e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63479328e-04, 9.41024889e-01, 2.63514044e-04, 3.20342933e+00, 6.80418798e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70874377e-04, 9.41017494e-01, 2.70911069e-04, 3.20342194e+00, 6.80422133e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78476933e-04, 9.41009891e-01, 2.78515714e-04, 3.20341433e+00, 6.80425561e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86292818e-04, 9.41002075e-01, 2.86333806e-04, 3.20340651e+00, 6.80429086e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94328014e-04, 9.40994040e-01, 2.94371336e-04, 3.20339848e+00, 6.80432709e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02588672e-04, 9.40985779e-01, 3.02634459e-04, 3.20339021e+00, 6.80436435e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11081115e-04, 9.40977287e-01, 3.11129509e-04, 3.20338172e+00, 6.80440264e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19811843e-04, 9.40968556e-01, 3.19862992e-04, 3.20337298e+00, 6.80444202e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28787538e-04, 9.40959580e-01, 3.28841599e-04, 3.20336401e+00, 6.80448250e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38015071e-04, 9.40950353e-01, 3.38072209e-04, 3.20335477e+00, 6.80452411e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47501502e-04, 9.40940866e-01, 3.47561893e-04, 3.20334528e+00, 6.80456690e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57254093e-04, 9.40931114e-01, 3.57317921e-04, 3.20333553e+00, 6.80461088e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67280305e-04, 9.40921088e-01, 3.67347766e-04, 3.20332550e+00, 6.80465610e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77587810e-04, 9.40910780e-01, 3.77659112e-04, 3.20331519e+00, 6.80470259e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88184497e-04, 9.40900183e-01, 3.88259857e-04, 3.20330459e+00, 6.80475038e+01
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99078472e-04, 9.40889289e-01, 3.99158121e-04, 3.20329369e+00, 6.80479951e+01
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10278070e-04, 9.40878090e-01, 4.10362254e-04, 3.20328248e+00, 6.80485003e+01
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21791860e-04, 9.40866576e-01, 4.21880835e-04, 3.20327097e+00, 6.80490196e+01
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33628649e-04, 9.40854739e-01, 4.33722688e-04, 3.20325912e+00, 6.80495535e+01
4.45962763e-04, 1.93635993e-04, 9.99554236e-01, 4.45797492e-04, 9.40842570e-01, 4.45896884e-04, 3.20324695e+00, 6.80501023e+01
4.58482375e-04, 1.99070734e-04, 9.99541728e-01, 4.58307697e-04, 9.40830060e-01, 4.58412746e-04, 3.20323443e+00, 6.80506666e+01
4.71353453e-04, 2.04657975e-04, 9.99528869e-01, 4.71168832e-04, 9.40817199e-01, 4.71279861e-04, 3.20322157e+00, 6.80512467e+01
4.84585864e-04, 2.10401992e-04, 9.99515649e-01, 4.84390734e-04, 9.40803977e-01, 4.84508083e-04, 3.20320834e+00, 6.80518431e+01
4.98189752e-04, 2.16307184e-04, 9.99502058e-01, 4.97983514e-04, 9.40790384e-01, 4.98107542e-04, 3.20319474e+00, 6.80524563e+01
5.12175544e-04, 2.22378069e-04, 9.99488087e-01, 5.11957567e-04, 9.40776410e-01, 5.12088655e-04, 3.20318076e+00, 6.80530866e+01
5.26553963e-04, 2.28619296e-04, 9.99473723e-01, 5.26323579e-04, 9.40762044e-01, 5.26462127e-04, 3.20316638e+00, 6.80537346e+01
5.41336030e-04, 2.35035640e-04, 9.99458957e-01, 5.41092532e-04, 9.40747275e-01, 5.41238967e-04, 3.20315161e+00, 6.80544009e+01
5.56533078e-04, 2.41632013e-04, 9.99443776e-01, 5.56275720e-04, 9.40732092e-01, 5.56430489e-04, 3.20313642e+00, 6.80550858e+01
5.72156756e-04, 2.48413463e-04, 9.99428170e-01, 5.71884749e-04, 9.40716483e-01, 5.72048327e-04, 3.20312080e+00, 6.80557899e+01
5.88219040e-04, 2.55385179e-04, 9.99412127e-01, 5.87931551e-04, 9.40700436e-01, 5.88104439e-04, 3.20310474e+00, 6.80565138e+01
6.04732245e-04, 2.62552498e-04, 9.99395633e-01, 6.04428392e-04, 9.40683940e-01, 6.04611120e-04, 3.20308824e+00, 6.80572581e+01
6.21709029e-04, 2.69920903e-04, 9.99378677e-01, 6.21387881e-04, 9.40666980e-01, 6.21581009e-04, 3.20307127e+00, 6.80580232e+01
6.39162405e-04, 2.77496033e-04, 9.99361246e-01, 6.38822979e-04, 9.40649545e-01, 6.39027099e-04, 3.20305382e+00, 6.80588098e+01
