 --- Cosmological Parameters --- 
	 H0: 2.1561e-18 (1/s) = 66.5300 (km/s/Mpc) 
	 OmegaM: 3.1500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.8500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -6.5000e-01 
		 wa: -1.2700e+00 
	 rho_crit: 8.3160e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99908404e-05, 9.40702837e-01, 9.99958398e-05, 3.23319938e+00, 6.65355358e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02797641e-04, 9.40700030e-01, 1.02802925e-04, 3.23319657e+00, 6.65356912e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683223e-04, 9.40697144e-01, 1.05688808e-04, 3.23319369e+00, 6.65358509e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08649797e-04, 9.40694178e-01, 1.08655699e-04, 3.23319072e+00, 6.65360152e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11699635e-04, 9.40691128e-01, 1.11705873e-04, 3.23318767e+00, 6.65361840e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835074e-04, 9.40687993e-01, 1.14841668e-04, 3.23318453e+00, 6.65363576e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18058516e-04, 9.40684769e-01, 1.18065485e-04, 3.23318131e+00, 6.65365361e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21372430e-04, 9.40681455e-01, 1.21379796e-04, 3.23317799e+00, 6.65367196e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779356e-04, 9.40678048e-01, 1.24787142e-04, 3.23317459e+00, 6.65369082e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28281903e-04, 9.40674546e-01, 1.28290132e-04, 3.23317108e+00, 6.65371021e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31882755e-04, 9.40670945e-01, 1.31891452e-04, 3.23316748e+00, 6.65373015e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35584669e-04, 9.40667243e-01, 1.35593862e-04, 3.23316378e+00, 6.65375064e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39390482e-04, 9.40663437e-01, 1.39400198e-04, 3.23315997e+00, 6.65377172e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43303109e-04, 9.40659525e-01, 1.43313377e-04, 3.23315606e+00, 6.65379338e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47325546e-04, 9.40655502e-01, 1.47336399e-04, 3.23315204e+00, 6.65381565e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51460875e-04, 9.40651367e-01, 1.51472346e-04, 3.23314790e+00, 6.65383854e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55712264e-04, 9.40647115e-01, 1.55724388e-04, 3.23314365e+00, 6.65386208e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60082968e-04, 9.40642745e-01, 1.60095782e-04, 3.23313928e+00, 6.65388628e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64576335e-04, 9.40638251e-01, 1.64589879e-04, 3.23313478e+00, 6.65391116e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69195808e-04, 9.40633632e-01, 1.69210123e-04, 3.23313016e+00, 6.65393674e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73944923e-04, 9.40628883e-01, 1.73960053e-04, 3.23312541e+00, 6.65396303e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78827317e-04, 9.40624000e-01, 1.78843309e-04, 3.23312053e+00, 6.65399006e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83846731e-04, 9.40618981e-01, 1.83863633e-04, 3.23311551e+00, 6.65401785e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89007008e-04, 9.40613821e-01, 1.89024872e-04, 3.23311035e+00, 6.65404643e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94312100e-04, 9.40608516e-01, 1.94330981e-04, 3.23310504e+00, 6.65407580e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99766069e-04, 9.40603062e-01, 1.99786024e-04, 3.23309959e+00, 6.65410600e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05373091e-04, 9.40597455e-01, 2.05394183e-04, 3.23309398e+00, 6.65413704e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11137461e-04, 9.40591690e-01, 2.11159753e-04, 3.23308821e+00, 6.65416896e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17063592e-04, 9.40585764e-01, 2.17087153e-04, 3.23308229e+00, 6.65420177e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23156021e-04, 9.40579672e-01, 2.23180924e-04, 3.23307619e+00, 6.65423550e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29419413e-04, 9.40573408e-01, 2.29445734e-04, 3.23306993e+00, 6.65427018e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35858564e-04, 9.40566969e-01, 2.35886383e-04, 3.23306349e+00, 6.65430583e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42478404e-04, 9.40560349e-01, 2.42507806e-04, 3.23305687e+00, 6.65434249e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49284000e-04, 9.40553544e-01, 2.49315076e-04, 3.23305006e+00, 6.65438017e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56280563e-04, 9.40546547e-01, 2.56313408e-04, 3.23304306e+00, 6.65441891e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63473448e-04, 9.40539354e-01, 2.63508163e-04, 3.23303587e+00, 6.65445874e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70868162e-04, 9.40531960e-01, 2.70904853e-04, 3.23302847e+00, 6.65449968e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78470365e-04, 9.40524357e-01, 2.78509145e-04, 3.23302087e+00, 6.65454177e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86285876e-04, 9.40516542e-01, 2.86326863e-04, 3.23301305e+00, 6.65458505e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94320677e-04, 9.40508507e-01, 2.94363997e-04, 3.23300501e+00, 6.65462954e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02580917e-04, 9.40500247e-01, 3.02626703e-04, 3.23299675e+00, 6.65467528e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11072919e-04, 9.40491755e-01, 3.11121311e-04, 3.23298825e+00, 6.65472230e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19803180e-04, 9.40483025e-01, 3.19854327e-04, 3.23297952e+00, 6.65477064e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28778383e-04, 9.40474049e-01, 3.28832441e-04, 3.23297054e+00, 6.65482034e+01
