 --- Cosmological Parameters --- 
	 H0: 2.1561e-18 (1/s) = 66.5300 (km/s/Mpc) 
	 OmegaM: 3.2500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.7500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -6.5000e-01 
		 wa: -1.2700e+00 
	 rho_crit: 8.3160e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99907916e-05, 9.32522985e-01, 9.99957910e-05, 3.19210588e+00, 6.65356007e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02797590e-04, 9.32520178e-01, 1.02802874e-04, 3.19210307e+00, 6.65357579e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683169e-04, 9.32517293e-01, 1.05688753e-04, 3.19210019e+00, 6.65359195e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08649739e-04, 9.32514326e-01, 1.08655642e-04, 3.19209722e+00, 6.65360857e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11699574e-04, 9.32511276e-01, 1.11705813e-04, 3.19209417e+00, 6.65362565e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835009e-04, 9.32508141e-01, 1.14841603e-04, 3.19209103e+00, 6.65364321e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18058448e-04, 9.32504917e-01, 1.18065417e-04, 3.19208781e+00, 6.65366127e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21372358e-04, 9.32501604e-01, 1.21379725e-04, 3.19208450e+00, 6.65367983e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779280e-04, 9.32498197e-01, 1.24787066e-04, 3.19208109e+00, 6.65369892e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28281823e-04, 9.32494694e-01, 1.28290052e-04, 3.19207759e+00, 6.65371854e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31882670e-04, 9.32491093e-01, 1.31891367e-04, 3.19207398e+00, 6.65373871e+01
