 --- Cosmological Parameters --- 
	 H0: 2.2047e-18 (1/s) = 68.0300 (km/s/Mpc) 
	 OmegaM: 3.0500e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9500e-01 
	 OmegaK: 0.0000e+00 
		 w0: -8.2700e-01 
		 wa: -7.5000e-01 
	 rho_crit: 8.6952e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99918115e-05, 9.58365150e-01, 9.99968109e-05, 3.28828865e+00, 6.80343392e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798668e-04, 9.58362343e-01, 1.02803952e-04, 3.28828584e+00, 6.80344610e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05684308e-04, 9.58359457e-01, 1.05689893e-04, 3.28828296e+00, 6.80345862e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650943e-04, 9.58356491e-01, 1.08656846e-04, 3.28827999e+00, 6.80347150e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700846e-04, 9.58353441e-01, 1.11707085e-04, 3.28827694e+00, 6.80348473e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14836354e-04, 9.58350305e-01, 1.14842948e-04, 3.28827380e+00, 6.80349834e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059869e-04, 9.58347082e-01, 1.18066839e-04, 3.28827058e+00, 6.80351233e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373861e-04, 9.58343768e-01, 1.21381227e-04, 3.28826727e+00, 6.80352671e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24780868e-04, 9.58340361e-01, 1.24788654e-04, 3.28826386e+00, 6.80354150e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28283502e-04, 9.58336858e-01, 1.28291731e-04, 3.28826036e+00, 6.80355670e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31884444e-04, 9.58333257e-01, 1.31893142e-04, 3.28825675e+00, 6.80357233e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35586455e-04, 9.58329555e-01, 1.35595647e-04, 3.28825305e+00, 6.80358839e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39392369e-04, 9.58325749e-01, 1.39402085e-04, 3.28824924e+00, 6.80360491e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43305103e-04, 9.58321836e-01, 1.43315372e-04, 3.28824533e+00, 6.80362189e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47327654e-04, 9.58317814e-01, 1.47338507e-04, 3.28824131e+00, 6.80363935e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51463103e-04, 9.58313678e-01, 1.51474575e-04, 3.28823717e+00, 6.80365730e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55714618e-04, 9.58309427e-01, 1.55726743e-04, 3.28823292e+00, 6.80367575e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60085457e-04, 9.58305056e-01, 1.60098272e-04, 3.28822855e+00, 6.80369472e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64578966e-04, 9.58300563e-01, 1.64592510e-04, 3.28822405e+00, 6.80371422e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69198588e-04, 9.58295943e-01, 1.69212903e-04, 3.28821943e+00, 6.80373427e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73947861e-04, 9.58291194e-01, 1.73962991e-04, 3.28821468e+00, 6.80375488e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78830423e-04, 9.58286311e-01, 1.78846415e-04, 3.28820980e+00, 6.80377608e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83850014e-04, 9.58281292e-01, 1.83866916e-04, 3.28820478e+00, 6.80379786e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89010478e-04, 9.58276131e-01, 1.89028342e-04, 3.28819962e+00, 6.80382026e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94315767e-04, 9.58270826e-01, 1.94334648e-04, 3.28819431e+00, 6.80384328e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99769944e-04, 9.58265372e-01, 1.99789901e-04, 3.28818886e+00, 6.80386696e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05377188e-04, 9.58259764e-01, 2.05398280e-04, 3.28818325e+00, 6.80389129e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11141790e-04, 9.58254000e-01, 2.11164083e-04, 3.28817748e+00, 6.80391631e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17068167e-04, 9.58248073e-01, 2.17091730e-04, 3.28817156e+00, 6.80394204e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23160857e-04, 9.58241981e-01, 2.23185761e-04, 3.28816546e+00, 6.80396848e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29424525e-04, 9.58235717e-01, 2.29450846e-04, 3.28815920e+00, 6.80399567e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35863967e-04, 9.58229278e-01, 2.35891786e-04, 3.28815275e+00, 6.80402362e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42484114e-04, 9.58222657e-01, 2.42513517e-04, 3.28814613e+00, 6.80405235e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49290035e-04, 9.58215852e-01, 2.49321112e-04, 3.28813933e+00, 6.80408189e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56286941e-04, 9.58208855e-01, 2.56319787e-04, 3.28813233e+00, 6.80411226e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63480190e-04, 9.58201661e-01, 2.63514906e-04, 3.28812513e+00, 6.80414348e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70875287e-04, 9.58194266e-01, 2.70911979e-04, 3.28811773e+00, 6.80417558e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78477896e-04, 9.58186664e-01, 2.78516677e-04, 3.28811013e+00, 6.80420858e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86293835e-04, 9.58178848e-01, 2.86334824e-04, 3.28810231e+00, 6.80424251e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94329089e-04, 9.58170812e-01, 2.94372411e-04, 3.28809427e+00, 6.80427739e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02589808e-04, 9.58162552e-01, 3.02635596e-04, 3.28808601e+00, 6.80431324e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11082315e-04, 9.58154059e-01, 3.11130710e-04, 3.28807752e+00, 6.80435011e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19813112e-04, 9.58145328e-01, 3.19864261e-04, 3.28806878e+00, 6.80438801e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28788880e-04, 9.58136353e-01, 3.28842940e-04, 3.28805980e+00, 6.80442697e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38016489e-04, 9.58127125e-01, 3.38073627e-04, 3.28805057e+00, 6.80446702e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47503001e-04, 9.58117639e-01, 3.47563391e-04, 3.28804108e+00, 6.80450820e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57255676e-04, 9.58107886e-01, 3.57319505e-04, 3.28803133e+00, 6.80455054e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67281979e-04, 9.58097860e-01, 3.67349440e-04, 3.28802130e+00, 6.80459406e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77589580e-04, 9.58087552e-01, 3.77660881e-04, 3.28801099e+00, 6.80463881e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88186367e-04, 9.58076955e-01, 3.88261727e-04, 3.28800039e+00, 6.80468481e+01
