 --- Cosmological Parameters --- 
	 H0: 2.2047e-18 (1/s) = 68.0300 (km/s/Mpc) 
	 OmegaM: 3.0000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 7.0000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -8.2700e-01 
		 wa: -7.5000e-01 
	 rho_crit: 8.6952e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99918425e-05, 9.62863977e-01, 9.99968419e-05, 3.31066709e+00, 6.80342970e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02798700e-04, 9.62861170e-01, 1.02803985e-04, 3.31066428e+00, 6.80344176e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05684343e-04, 9.62858284e-01, 1.05689927e-04, 3.31066139e+00, 6.80345416e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08650980e-04, 9.62855317e-01, 1.08656883e-04, 3.31065843e+00, 6.80346691e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11700885e-04, 9.62852267e-01, 1.11707124e-04, 3.31065538e+00, 6.80348002e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14836395e-04, 9.62849132e-01, 1.14842989e-04, 3.31065224e+00, 6.80349349e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18059913e-04, 9.62845908e-01, 1.18066882e-04, 3.31064902e+00, 6.80350735e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21373907e-04, 9.62842594e-01, 1.21381273e-04, 3.31064570e+00, 6.80352159e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24780917e-04, 9.62839187e-01, 1.24788702e-04, 3.31064229e+00, 6.80353623e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28283553e-04, 9.62835685e-01, 1.28291782e-04, 3.31063879e+00, 6.80355129e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31884498e-04, 9.62832084e-01, 1.31893196e-04, 3.31063519e+00, 6.80356676e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35586512e-04, 9.62828382e-01, 1.35595704e-04, 3.31063149e+00, 6.80358267e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39392429e-04, 9.62824576e-01, 1.39402145e-04, 3.31062768e+00, 6.80359903e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43305167e-04, 9.62820663e-01, 1.43315436e-04, 3.31062377e+00, 6.80361584e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47327721e-04, 9.62816641e-01, 1.47338575e-04, 3.31061974e+00, 6.80363313e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51463174e-04, 9.62812505e-01, 1.51474646e-04, 3.31061561e+00, 6.80365091e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55714694e-04, 9.62808254e-01, 1.55726818e-04, 3.31061136e+00, 6.80366918e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60085536e-04, 9.62803883e-01, 1.60098351e-04, 3.31060699e+00, 6.80368796e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64579050e-04, 9.62799389e-01, 1.64592594e-04, 3.31060249e+00, 6.80370728e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69198677e-04, 9.62794770e-01, 1.69212992e-04, 3.31059787e+00, 6.80372713e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73947955e-04, 9.62790020e-01, 1.73963085e-04, 3.31059312e+00, 6.80374754e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78830522e-04, 9.62785138e-01, 1.78846514e-04, 3.31058824e+00, 6.80376853e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83850119e-04, 9.62780118e-01, 1.83867021e-04, 3.31058322e+00, 6.80379010e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89010588e-04, 9.62774958e-01, 1.89028453e-04, 3.31057806e+00, 6.80381228e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94315884e-04, 9.62769652e-01, 1.94334765e-04, 3.31057275e+00, 6.80383508e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99770068e-04, 9.62764198e-01, 1.99790024e-04, 3.31056729e+00, 6.80385852e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05377318e-04, 9.62758591e-01, 2.05398411e-04, 3.31056169e+00, 6.80388262e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11141929e-04, 9.62752826e-01, 2.11164222e-04, 3.31055592e+00, 6.80390740e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17068314e-04, 9.62746900e-01, 2.17091876e-04, 3.31054999e+00, 6.80393287e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23161012e-04, 9.62740807e-01, 2.23185915e-04, 3.31054390e+00, 6.80395906e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29424688e-04, 9.62734544e-01, 2.29451009e-04, 3.31053763e+00, 6.80398598e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35864139e-04, 9.62728104e-01, 2.35891959e-04, 3.31053119e+00, 6.80401366e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42484296e-04, 9.62721484e-01, 2.42513700e-04, 3.31052457e+00, 6.80404211e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49290228e-04, 9.62714678e-01, 2.49321305e-04, 3.31051776e+00, 6.80407137e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56287145e-04, 9.62707681e-01, 2.56319991e-04, 3.31051076e+00, 6.80410144e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63480405e-04, 9.62700488e-01, 2.63515121e-04, 3.31050357e+00, 6.80413236e+01
2.70935387e-04, 1.17649806e-04, 9.99729138e-01, 2.70875515e-04, 9.62693093e-01, 2.70912207e-04, 3.31049617e+00, 6.80416415e+01
2.78541416e-04, 1.20952156e-04, 9.99721536e-01, 2.78478136e-04, 9.62685490e-01, 2.78516917e-04, 3.31048857e+00, 6.80419683e+01
2.86360972e-04, 1.24347187e-04, 9.99713721e-01, 2.86294089e-04, 9.62677674e-01, 2.86335078e-04, 3.31048075e+00, 6.80423042e+01
2.94400048e-04, 1.27837499e-04, 9.99705687e-01, 2.94329358e-04, 9.62669639e-01, 2.94372680e-04, 3.31047271e+00, 6.80426496e+01
3.02664806e-04, 1.31425767e-04, 9.99697427e-01, 3.02590092e-04, 9.62661378e-01, 3.02635880e-04, 3.31046445e+00, 6.80430047e+01
3.11161583e-04, 1.35114738e-04, 9.99688935e-01, 3.11082616e-04, 9.62652886e-01, 3.11131010e-04, 3.31045595e+00, 6.80433697e+01
3.19896892e-04, 1.38907238e-04, 9.99680205e-01, 3.19813429e-04, 9.62644155e-01, 3.19864578e-04, 3.31044722e+00, 6.80437450e+01
3.28877429e-04, 1.42806171e-04, 9.99671231e-01, 3.28789215e-04, 9.62635179e-01, 3.28843276e-04, 3.31043824e+00, 6.80441309e+01
3.38110078e-04, 1.46814523e-04, 9.99662004e-01, 3.38016843e-04, 9.62625952e-01, 3.38073981e-04, 3.31042901e+00, 6.80445275e+01
3.47601918e-04, 1.50935364e-04, 9.99652519e-01, 3.47503375e-04, 9.62616465e-01, 3.47563766e-04, 3.31041952e+00, 6.80449353e+01
3.57360225e-04, 1.55171849e-04, 9.99642767e-01, 3.57256072e-04, 9.62606712e-01, 3.57319901e-04, 3.31040976e+00, 6.80453546e+01
3.67392478e-04, 1.59527223e-04, 9.99632742e-01, 3.67282397e-04, 9.62596686e-01, 3.67349859e-04, 3.31039973e+00, 6.80457856e+01
3.77706369e-04, 1.64004821e-04, 9.99622436e-01, 3.77590022e-04, 9.62586378e-01, 3.77661324e-04, 3.31038942e+00, 6.80462287e+01
3.88309805e-04, 1.68608072e-04, 9.99611841e-01, 3.88186834e-04, 9.62575782e-01, 3.88262195e-04, 3.31037882e+00, 6.80466842e+01
3.99210913e-04, 1.73340499e-04, 9.99600948e-01, 3.99080942e-04, 9.62564887e-01, 3.99160593e-04, 3.31036792e+00, 6.80471525e+01
4.10418050e-04, 1.78205728e-04, 9.99589750e-01, 4.10280681e-04, 9.62553688e-01, 4.10364865e-04, 3.31035672e+00, 6.80476340e+01
4.21939808e-04, 1.83207482e-04, 9.99578238e-01, 4.21794620e-04, 9.62542174e-01, 4.21883595e-04, 3.31034520e+00, 6.80481290e+01
4.33785019e-04, 1.88349591e-04, 9.99566403e-01, 4.33631566e-04, 9.62530337e-01, 4.33725606e-04, 3.31033336e+00, 6.80486379e+01
