 --- Cosmological Parameters --- 
	 H0: 2.1561e-18 (1/s) = 66.5300 (km/s/Mpc) 
	 OmegaM: 3.0000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 7.0000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -6.5000e-01 
		 wa: -1.2700e+00 
	 rho_crit: 8.3160e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99909135e-05, 9.53559142e-01, 9.99959129e-05, 3.29834711e+00, 6.65354385e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02797719e-04, 9.53556335e-01, 1.02803003e-04, 3.29834431e+00, 6.65355911e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05683305e-04, 9.53553450e-01, 1.05688890e-04, 3.29834142e+00, 6.65357481e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08649883e-04, 9.53550483e-01, 1.08655786e-04, 3.29833845e+00, 6.65359094e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11699726e-04, 9.53547433e-01, 1.11705965e-04, 3.29833540e+00, 6.65360753e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14835170e-04, 9.53544298e-01, 1.14841764e-04, 3.29833227e+00, 6.65362459e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18058618e-04, 9.53541074e-01, 1.18065587e-04, 3.29832904e+00, 6.65364212e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21372538e-04, 9.53537760e-01, 1.21379904e-04, 3.29832573e+00, 6.65366014e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24779470e-04, 9.53534353e-01, 1.24787256e-04, 3.29832232e+00, 6.65367867e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28282024e-04, 9.53530851e-01, 1.28290253e-04, 3.29831882e+00, 6.65369773e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31882882e-04, 9.53527250e-01, 1.31891579e-04, 3.29831522e+00, 6.65371731e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35584804e-04, 9.53523548e-01, 1.35593996e-04, 3.29831151e+00, 6.65373745e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39390624e-04, 9.53519742e-01, 1.39400340e-04, 3.29830771e+00, 6.65375815e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43303259e-04, 9.53515830e-01, 1.43313528e-04, 3.29830380e+00, 6.65377943e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47325705e-04, 9.53511807e-01, 1.47336558e-04, 3.29829977e+00, 6.65380131e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51461043e-04, 9.53507672e-01, 1.51472514e-04, 3.29829564e+00, 6.65382380e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55712441e-04, 9.53503420e-01, 1.55724565e-04, 3.29829138e+00, 6.65384693e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60083155e-04, 9.53499050e-01, 1.60095970e-04, 3.29828701e+00, 6.65387070e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64576533e-04, 9.53494556e-01, 1.64590078e-04, 3.29828252e+00, 6.65389514e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69196017e-04, 9.53489937e-01, 1.69210332e-04, 3.29827790e+00, 6.65392027e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73945144e-04, 9.53485188e-01, 1.73960274e-04, 3.29827315e+00, 6.65394610e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78827551e-04, 9.53480305e-01, 1.78843543e-04, 3.29826827e+00, 6.65397266e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83846979e-04, 9.53475286e-01, 1.83863880e-04, 3.29826324e+00, 6.65399996e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89007269e-04, 9.53470126e-01, 1.89025133e-04, 3.29825808e+00, 6.65402803e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94312376e-04, 9.53464820e-01, 1.94331257e-04, 3.29825278e+00, 6.65405688e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99766361e-04, 9.53459367e-01, 1.99786316e-04, 3.29824732e+00, 6.65408655e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05373400e-04, 9.53453759e-01, 2.05394492e-04, 3.29824171e+00, 6.65411705e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11137787e-04, 9.53447995e-01, 2.11160080e-04, 3.29823595e+00, 6.65414840e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17063936e-04, 9.53442069e-01, 2.17087498e-04, 3.29823002e+00, 6.65418064e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23156385e-04, 9.53435976e-01, 2.23181288e-04, 3.29822393e+00, 6.65421378e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29419798e-04, 9.53429713e-01, 2.29446119e-04, 3.29821766e+00, 6.65424785e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35858971e-04, 9.53423274e-01, 2.35886790e-04, 3.29821122e+00, 6.65428287e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42478834e-04, 9.53416654e-01, 2.42508236e-04, 3.29820460e+00, 6.65431888e+01
2.49340937e-04, 1.08273895e-04, 9.99750721e-01, 2.49284455e-04, 9.53409848e-01, 2.49315531e-04, 3.29819779e+00, 6.65435590e+01
2.56340741e-04, 1.11313103e-04, 9.99743725e-01, 2.56281043e-04, 9.53402852e-01, 2.56313889e-04, 3.29819079e+00, 6.65439396e+01
2.63537052e-04, 1.14437609e-04, 9.99736532e-01, 2.63473956e-04, 9.53395659e-01, 2.63508671e-04, 3.29818360e+00, 6.65443308e+01
