 --- Cosmological Parameters --- 
	 H0: 2.2027e-18 (1/s) = 67.9700 (km/s/Mpc) 
	 OmegaM: 3.1000e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9000e-01 
	 OmegaK: 0.0000e+00 
		 w0: -1.0000e+00 
		 wa: 0.0000e+00 
	 rho_crit: 8.6799e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, H(z) 
1.00000000e-04, 4.34272769e-05, 9.99900010e-01, 9.99926754e-05, 9.55177283e-01, 9.99976750e-05, 3.26123428e+00, 6.79731608e+01
1.02807322e-04, 4.46463579e-05, 9.99897203e-01, 1.02799581e-04, 9.55174476e-01, 1.02804865e-04, 3.26123148e+00, 6.79732496e+01
1.05693455e-04, 4.58996588e-05, 9.99894318e-01, 1.05685273e-04, 9.55171590e-01, 1.05690858e-04, 3.26122859e+00, 6.79733408e+01
1.08660611e-04, 4.71881402e-05, 9.99891351e-01, 1.08651963e-04, 9.55168624e-01, 1.08657866e-04, 3.26122562e+00, 6.79734346e+01
1.11711065e-04, 4.85127895e-05, 9.99888301e-01, 1.11701925e-04, 9.55165574e-01, 1.11708164e-04, 3.26122257e+00, 6.79735310e+01
1.14847155e-04, 4.98746217e-05, 9.99885166e-01, 1.14837494e-04, 9.55162438e-01, 1.14844088e-04, 3.26121944e+00, 6.79736302e+01
1.18071285e-04, 5.12746804e-05, 9.99881943e-01, 1.18061074e-04, 9.55159214e-01, 1.18068043e-04, 3.26121621e+00, 6.79737321e+01
1.21385926e-04, 5.27140387e-05, 9.99878629e-01, 1.21375134e-04, 9.55155900e-01, 1.21382500e-04, 3.26121290e+00, 6.79738369e+01
1.24793621e-04, 5.41937993e-05, 9.99875222e-01, 1.24782214e-04, 9.55152493e-01, 1.24790000e-04, 3.26120949e+00, 6.79739446e+01
1.28296980e-04, 5.57150964e-05, 9.99871719e-01, 1.28284924e-04, 9.55148991e-01, 1.28293153e-04, 3.26120599e+00, 6.79740554e+01
1.31898690e-04, 5.72790956e-05, 9.99868119e-01, 1.31885947e-04, 9.55145390e-01, 1.31894645e-04, 3.26120239e+00, 6.79741692e+01
1.35601511e-04, 5.88869955e-05, 9.99864417e-01, 1.35588043e-04, 9.55141687e-01, 1.35597236e-04, 3.26119869e+00, 6.79742863e+01
1.39408283e-04, 6.05400281e-05, 9.99860611e-01, 1.39394048e-04, 9.55137881e-01, 1.39403764e-04, 3.26119488e+00, 6.79744066e+01
1.43321923e-04, 6.22394601e-05, 9.99856699e-01, 1.43306877e-04, 9.55133969e-01, 1.43317147e-04, 3.26119097e+00, 6.79745303e+01
1.47345431e-04, 6.39865937e-05, 9.99852676e-01, 1.47329529e-04, 9.55129946e-01, 1.47340383e-04, 3.26118694e+00, 6.79746575e+01
1.51481892e-04, 6.57827676e-05, 9.99848541e-01, 1.51465085e-04, 9.55125810e-01, 1.51476557e-04, 3.26118281e+00, 6.79747883e+01
1.55734477e-04, 6.76293582e-05, 9.99844290e-01, 1.55716713e-04, 9.55121559e-01, 1.55728838e-04, 3.26117855e+00, 6.79749227e+01
1.60106446e-04, 6.95277803e-05, 9.99839919e-01, 1.60087671e-04, 9.55117188e-01, 1.60100486e-04, 3.26117418e+00, 6.79750610e+01
1.64601150e-04, 7.14794886e-05, 9.99835426e-01, 1.64581306e-04, 9.55112694e-01, 1.64594851e-04, 3.26116969e+00, 6.79752030e+01
1.69222035e-04, 7.34859785e-05, 9.99830807e-01, 1.69201061e-04, 9.55108074e-01, 1.69215377e-04, 3.26116507e+00, 6.79753491e+01
1.73972643e-04, 7.55487874e-05, 9.99826058e-01, 1.73950475e-04, 9.55103325e-01, 1.73965606e-04, 3.26116032e+00, 6.79754993e+01
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78833186e-04, 9.55098442e-01, 1.78849178e-04, 3.26115543e+00, 6.79756537e+01
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83852934e-04, 9.55093423e-01, 1.83869837e-04, 3.26115041e+00, 6.79758125e+01
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89013564e-04, 9.55088262e-01, 1.89031429e-04, 3.26114525e+00, 6.79759757e+01
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94319029e-04, 9.55082956e-01, 1.94337911e-04, 3.26113994e+00, 6.79761434e+01
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99773392e-04, 9.55077502e-01, 1.99793349e-04, 3.26113449e+00, 6.79763159e+01
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05380832e-04, 9.55071895e-01, 2.05401924e-04, 3.26112888e+00, 6.79764933e+01
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11145642e-04, 9.55066130e-01, 2.11167935e-04, 3.26112311e+00, 6.79766756e+01
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17072238e-04, 9.55060203e-01, 2.17095801e-04, 3.26111719e+00, 6.79768630e+01
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23165159e-04, 9.55054110e-01, 2.23190063e-04, 3.26111109e+00, 6.79770557e+01
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29429072e-04, 9.55047846e-01, 2.29455394e-04, 3.26110483e+00, 6.79772538e+01
2.35909533e-04, 1.02442125e-04, 9.99764146e-01, 2.35868773e-04, 9.55041407e-01, 2.35896593e-04, 3.26109839e+00, 6.79774575e+01
2.42532274e-04, 1.05317657e-04, 9.99757527e-01, 2.42489193e-04, 9.55034786e-01, 2.42518597e-04, 3.26109176e+00, 6.79776669e+01
