 --- Cosmological Parameters --- 
	 H0: 2.2027e-18 (1/s) = 67.9700 (km/s/Mpc) 
	 OmegaM: 3.0690e-01 
	 OmegaR: 0.0000e+00 
	 OmegaL: 6.9310e-01 
	 OmegaK: 0.0000e+00 
		 w0: -1.0000e+00 
		 wa: 0.0000e+00 
	 rho_crit: 8.6799e-30 (g/cm^3) 
z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H0*t_conf_age, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
1.78856616e-04, 7.76694958e-05, 9.99821175e-01, 1.78833261e-04, 9.57798660e-01, 1.78849253e-04, 3.27450639e+00, 7.88984066e-01, 7.88842976e-01, 7.88842976e-01, 7.88701911e-01, 2.44853412e+01, 6.79755972e+01, 8.68131705e-30
1.83877698e-04, 7.98497285e-05, 9.99816156e-01, 1.83853013e-04, 9.57793640e-01, 1.83869915e-04, 3.27450137e+00, 8.11136526e-01, 8.10987404e-01, 8.10987404e-01, 8.10838309e-01, 2.45454698e+01, 6.79757543e+01, 8.68135719e-30
1.89039738e-04, 8.20911560e-05, 9.99810996e-01, 1.89013647e-04, 9.57788480e-01, 1.89031512e-04, 3.27449620e+00, 8.33911057e-01, 8.33753444e-01, 8.33753444e-01, 8.33595861e-01, 2.46055987e+01, 6.79759159e+01, 8.68139846e-30
1.94346693e-04, 8.43954955e-05, 9.99805691e-01, 1.94319117e-04, 9.57783174e-01, 1.94337998e-04, 3.27449090e+00, 8.57325130e-01, 8.57158544e-01, 8.57158544e-01, 8.56991990e-01, 2.46657278e+01, 6.79760820e+01, 8.68144088e-30
1.99802631e-04, 8.67645125e-05, 9.99800237e-01, 1.99773485e-04, 9.57777720e-01, 1.99793442e-04, 3.27448544e+00, 8.81396711e-01, 8.81220641e-01, 8.81220641e-01, 8.81044606e-01, 2.47258571e+01, 6.79762528e+01, 8.68148450e-30
2.05411735e-04, 8.92000219e-05, 9.99794630e-01, 2.05380930e-04, 9.57772112e-01, 2.05402022e-04, 3.27447983e+00, 9.06144270e-01, 9.05958175e-01, 9.05958175e-01, 9.05772119e-01, 2.47859867e+01, 6.79764283e+01, 8.68152935e-30
2.11178304e-04, 9.17038897e-05, 9.99788866e-01, 2.11145745e-04, 9.57766347e-01, 2.11168039e-04, 3.27447407e+00, 9.31586795e-01, 9.31390106e-01, 9.31390106e-01, 9.31193458e-01, 2.48461166e+01, 6.79766088e+01, 8.68157545e-30
2.17106760e-04, 9.42780341e-05, 9.99782940e-01, 2.17072348e-04, 9.57760421e-01, 2.17095910e-04, 3.27446814e+00, 9.57743809e-01, 9.57535922e-01, 9.57535922e-01, 9.57328079e-01, 2.49062468e+01, 6.79767944e+01, 8.68162285e-30
2.23201647e-04, 9.69244272e-05, 9.99776848e-01, 2.23165275e-04, 9.57754328e-01, 2.23190179e-04, 3.27446205e+00, 9.84635384e-01, 9.84415661e-01, 9.84415661e-01, 9.84195987e-01, 2.49663772e+01, 6.79769852e+01, 8.68167158e-30
2.29467637e-04, 9.96450962e-05, 9.99770585e-01, 2.29429194e-04, 9.57748064e-01, 2.29455516e-04, 3.27445578e+00, 1.01228215e+00, 1.01204992e+00, 1.01204992e+00, 1.01181774e+00, 2.50265079e+01, 6.79771813e+01, 8.68172168e-30
