z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
6.53310080e+01, 1.82171660e+00, 1.50759054e-02, 9.31733664e-01, 2.11809996e-03, 3.66342010e-01, 8.26355600e+05, 1.24580588e+04, 1.24580588e+04, 1.87816516e+02, 5.45858349e+01, 2.06254749e+04, 7.99258874e-25
6.55314068e+01, 1.82302671e+00, 1.50304953e-02, 9.31743373e-01, 2.10839152e-03, 3.65697069e-01, 8.29045532e+05, 1.24609650e+04, 1.24609650e+04, 1.87294476e+02, 5.45928919e+01, 2.07196167e+04, 8.06571718e-25
6.57318056e+01, 1.82433288e+00, 1.49853580e-02, 9.31753008e-01, 2.09875620e-03, 3.65055054e-01, 8.31735749e+05, 1.24638580e+04, 1.24638580e+04, 1.86775375e+02, 5.45999268e+01, 2.08139050e+04, 8.13929315e-25
6.59322044e+01, 1.82563513e+00, 1.49404910e-02, 9.31762571e-01, 2.08919322e-03, 3.64415943e-01, 8.34426250e+05, 1.24667379e+04, 1.24667379e+04, 1.86259186e+02, 5.46069398e+01, 2.09083395e+04, 8.21331804e-25
6.61326032e+01, 1.82693349e+00, 1.48958919e-02, 9.31772063e-01, 2.07970183e-03, 3.63779715e-01, 8.37117034e+05, 1.24696048e+04, 1.24696048e+04, 1.85745886e+02, 5.46139309e+01, 2.10029200e+04, 8.28779325e-25
6.63330020e+01, 1.82822798e+00, 1.48515582e-02, 9.31781484e-01, 2.07028128e-03, 3.63146347e-01, 8.39808098e+05, 1.24724589e+04, 1.24724589e+04, 1.85235449e+02, 5.46209003e+01, 2.10976462e+04, 8.36272018e-25
6.65334008e+01, 1.82951862e+00, 1.48074877e-02, 9.31790834e-01, 2.06093084e-03, 3.62515819e-01, 8.42499442e+05, 1.24753001e+04, 1.24753001e+04, 1.84727853e+02, 5.46278481e+01, 2.11925181e+04, 8.43810023e-25
6.67337996e+01, 1.83080544e+00, 1.47636779e-02, 9.31800115e-01, 2.05164978e-03, 3.61888109e-01, 8.45191065e+05, 1.24781286e+04, 1.24781286e+04, 1.84223072e+02, 5.46347745e+01, 2.12875354e+04, 8.51393481e-25
6.69341984e+01, 1.83208846e+00, 1.47201266e-02, 9.31809328e-01, 2.04243738e-03, 3.61263197e-01, 8.47882965e+05, 1.24809446e+04, 1.24809446e+04, 1.83721084e+02, 5.46416795e+01, 2.13826979e+04, 8.59022530e-25
6.71345972e+01, 1.83336769e+00, 1.46768315e-02, 9.31818473e-01, 2.03329293e-03, 3.60641062e-01, 8.50575141e+05, 1.24837480e+04, 1.24837480e+04, 1.83221865e+02, 5.46485634e+01, 2.14780054e+04, 8.66697312e-25
6.73349960e+01, 1.83464317e+00, 1.46337903e-02, 9.31827550e-01, 2.02421574e-03, 3.60021684e-01, 8.53267591e+05, 1.24865390e+04, 1.24865390e+04, 1.82725393e+02, 5.46554263e+01, 2.15734578e+04, 8.74417967e-25
6.75353948e+01, 1.83591492e+00, 1.45910008e-02, 9.31836561e-01, 2.01520512e-03, 3.59405042e-01, 8.55960315e+05, 1.24893176e+04, 1.24893176e+04, 1.82231644e+02, 5.46622682e+01, 2.16690548e+04, 8.82184634e-25
6.77357936e+01, 1.83718295e+00, 1.45484608e-02, 9.31845505e-01, 2.00626039e-03, 3.58791117e-01, 8.58653312e+05, 1.24920841e+04, 1.24920841e+04, 1.81740596e+02, 5.46690892e+01, 2.17647962e+04, 8.89997454e-25
6.79361924e+01, 1.83844729e+00, 1.45061682e-02, 9.31854385e-01, 1.99738087e-03, 3.58179889e-01, 8.61346579e+05, 1.24948383e+04, 1.24948383e+04, 1.81252226e+02, 5.46758897e+01, 2.18606819e+04, 8.97856567e-25
6.81365912e+01, 1.83970796e+00, 1.44641207e-02, 9.31863200e-01, 1.98856591e-03, 3.57571337e-01, 8.64040117e+05, 1.24975805e+04, 1.24975805e+04, 1.80766514e+02, 5.46826695e+01, 2.19567116e+04, 9.05762113e-25
6.83369900e+01, 1.84096498e+00, 1.44223163e-02, 9.31871951e-01, 1.97981484e-03, 3.56965444e-01, 8.66733923e+05, 1.25003108e+04, 1.25003108e+04, 1.80283436e+02, 5.46894290e+01, 2.20528853e+04, 9.13714233e-25
6.85373888e+01, 1.84221838e+00, 1.43807528e-02, 9.31880639e-01, 1.97112704e-03, 3.56362189e-01, 8.69427997e+05, 1.25030291e+04, 1.25030291e+04, 1.79802971e+02, 5.46961681e+01, 2.21492026e+04, 9.21713066e-25
6.87377876e+01, 1.84346817e+00, 1.43394282e-02, 9.31889265e-01, 1.96250185e-03, 3.55761553e-01, 8.72122336e+05, 1.25057357e+04, 1.25057357e+04, 1.79325099e+02, 5.47028870e+01, 2.22456634e+04, 9.29758754e-25
6.89381864e+01, 1.84471437e+00, 1.42983405e-02, 9.31897828e-01, 1.95393865e-03, 3.55163518e-01, 8.74816941e+05, 1.25084305e+04, 1.25084305e+04, 1.78849798e+02, 5.47095859e+01, 2.23422675e+04, 9.37851436e-25
6.91385852e+01, 1.84595700e+00, 1.42574875e-02, 9.31906330e-01, 1.94543682e-03, 3.54568066e-01, 8.77511811e+05, 1.25111137e+04, 1.25111137e+04, 1.78377046e+02, 5.47162649e+01, 2.24390147e+04, 9.45991253e-25
6.93389840e+01, 1.84719609e+00, 1.42168673e-02, 9.31914771e-01, 1.93699575e-03, 3.53975177e-01, 8.80206942e+05, 1.25137853e+04, 1.25137853e+04, 1.77906825e+02, 5.47229239e+01, 2.25359049e+04, 9.54178346e-25
6.95393828e+01, 1.84843166e+00, 1.41764779e-02, 9.31923152e-01, 1.92861483e-03, 3.53384833e-01, 8.82902336e+05, 1.25164454e+04, 1.25164454e+04, 1.77439112e+02, 5.47295633e+01, 2.26329378e+04, 9.62412854e-25
6.97397816e+01, 1.84966371e+00, 1.41363173e-02, 9.31931474e-01, 1.92029346e-03, 3.52797017e-01, 8.85597990e+05, 1.25190942e+04, 1.25190942e+04, 1.76973888e+02, 5.47361831e+01, 2.27301133e+04, 9.70694919e-25
6.99401804e+01, 1.85089229e+00, 1.40963837e-02, 9.31939736e-01, 1.91203106e-03, 3.52211711e-01, 8.88293904e+05, 1.25217317e+04, 1.25217317e+04, 1.76511134e+02, 5.47427834e+01, 2.28274312e+04, 9.79024680e-25
7.01405792e+01, 1.85211740e+00, 1.40566750e-02, 9.31947941e-01, 1.90382704e-03, 3.51628896e-01, 8.90990075e+05, 1.25243579e+04, 1.25243579e+04, 1.76050829e+02, 5.47493643e+01, 2.29248913e+04, 9.87402279e-25
7.03409780e+01, 1.85333906e+00, 1.40171894e-02, 9.31956087e-01, 1.89568084e-03, 3.51048555e-01, 8.93686504e+05, 1.25269730e+04, 1.25269730e+04, 1.75592953e+02, 5.47559260e+01, 2.30224935e+04, 9.95827856e-25
7.05413768e+01, 1.85455729e+00, 1.39779250e-02, 9.31964176e-01, 1.88759187e-03, 3.50470672e-01, 8.96383190e+05, 1.25295770e+04, 1.25295770e+04, 1.75137488e+02, 5.47624685e+01, 2.31202374e+04, 1.00430155e-24
7.07417756e+01, 1.85577212e+00, 1.39388800e-02, 9.31972209e-01, 1.87955959e-03, 3.49895228e-01, 8.99080130e+05, 1.25321700e+04, 1.25321700e+04, 1.74684414e+02, 5.47689920e+01, 2.32181231e+04, 1.01282351e-24
7.09421743e+01, 1.85698356e+00, 1.39000525e-02, 9.31980185e-01, 1.87158343e-03, 3.49322207e-01, 9.01777324e+05, 1.25347521e+04, 1.25347521e+04, 1.74233713e+02, 5.47754966e+01, 2.33161502e+04, 1.02139386e-24
7.11425731e+01, 1.85819163e+00, 1.38614407e-02, 9.31988106e-01, 1.86366285e-03, 3.48751591e-01, 9.04474770e+05, 1.25373234e+04, 1.25373234e+04, 1.73785365e+02, 5.47819823e+01, 2.34143187e+04, 1.03001276e-24
7.13429719e+01, 1.85939635e+00, 1.38230428e-02, 9.31995971e-01, 1.85579654e-03, 3.48183365e-01, 9.07172469e+05, 1.25398839e+04, 1.25398839e+04, 1.73339352e+02, 5.47884493e+01, 2.35126282e+04, 1.03868033e-24
7.15433707e+01, 1.86059773e+00, 1.37848571e-02, 9.32003782e-01, 1.84798553e-03, 3.47617511e-01, 9.09870418e+05, 1.25424337e+04, 1.25424337e+04, 1.72895656e+02, 5.47948977e+01, 2.36110788e+04, 1.04739673e-24
7.17437695e+01, 1.86179580e+00, 1.37468818e-02, 9.32011540e-01, 1.84022850e-03, 3.47054013e-01, 9.12568617e+05, 1.25449729e+04, 1.25449729e+04, 1.72454259e+02, 5.48013276e+01, 2.37096701e+04, 1.05616209e-24
7.19441683e+01, 1.86299058e+00, 1.37091151e-02, 9.32019243e-01, 1.83252493e-03, 3.46492856e-01, 9.15267064e+05, 1.25475015e+04, 1.25475015e+04, 1.72015143e+02, 5.48077392e+01, 2.38084020e+04, 1.06497656e-24
7.21445671e+01, 1.86418207e+00, 1.36715554e-02, 9.32026894e-01, 1.82487432e-03, 3.45934022e-01, 9.17965759e+05, 1.25500197e+04, 1.25500197e+04, 1.71578289e+02, 5.48141324e+01, 2.39072744e+04, 1.07384027e-24
7.23449659e+01, 1.86537031e+00, 1.36342009e-02, 9.32034493e-01, 1.81727615e-03, 3.45377497e-01, 9.20664701e+05, 1.25525275e+04, 1.25525275e+04, 1.71143681e+02, 5.48205075e+01, 2.40062870e+04, 1.08275336e-24
7.25453647e+01, 1.86655531e+00, 1.35970500e-02, 9.32042039e-01, 1.80972992e-03, 3.44823263e-01, 9.23363887e+05, 1.25550249e+04, 1.25550249e+04, 1.70711301e+02, 5.48268644e+01, 2.41054397e+04, 1.09171599e-24
7.27457635e+01, 1.86773708e+00, 1.35601010e-02, 9.32049534e-01, 1.80223514e-03, 3.44271306e-01, 9.26063319e+05, 1.25575121e+04, 1.25575121e+04, 1.70281132e+02, 5.48332034e+01, 2.42047323e+04, 1.10072828e-24
7.29461623e+01, 1.86891564e+00, 1.35233522e-02, 9.32056978e-01, 1.79479132e-03, 3.43721611e-01, 9.28762993e+05, 1.25599891e+04, 1.25599891e+04, 1.69853157e+02, 5.48395245e+01, 2.43041647e+04, 1.10979037e-24
7.31465611e+01, 1.87009101e+00, 1.34868022e-02, 9.32064372e-01, 1.78739797e-03, 3.43174161e-01, 9.31462910e+05, 1.25624560e+04, 1.25624560e+04, 1.69427358e+02, 5.48458278e+01, 2.44037366e+04, 1.11890242e-24
7.33469599e+01, 1.87126321e+00, 1.34504491e-02, 9.32071715e-01, 1.78005463e-03, 3.42628942e-01, 9.34163069e+05, 1.25649128e+04, 1.25649128e+04, 1.69003720e+02, 5.48521135e+01, 2.45034480e+04, 1.12806456e-24
7.35473587e+01, 1.87243226e+00, 1.34142915e-02, 9.32079009e-01, 1.77276081e-03, 3.42085939e-01, 9.36863468e+05, 1.25673596e+04, 1.25673596e+04, 1.68582226e+02, 5.48583815e+01, 2.46032986e+04, 1.13727693e-24
7.37477575e+01, 1.87359817e+00, 1.33783278e-02, 9.32086254e-01, 1.76551606e-03, 3.41545137e-01, 9.39564108e+05, 1.25697966e+04, 1.25697966e+04, 1.68162859e+02, 5.48646321e+01, 2.47032882e+04, 1.14653967e-24
7.39481563e+01, 1.87476095e+00, 1.33425564e-02, 9.32093450e-01, 1.75831991e-03, 3.41006520e-01, 9.42264985e+05, 1.25722237e+04, 1.25722237e+04, 1.67745603e+02, 5.48708653e+01, 2.48034168e+04, 1.15585292e-24
7.41485551e+01, 1.87592063e+00, 1.33069757e-02, 9.32100599e-01, 1.75117191e-03, 3.40470075e-01, 9.44966099e+05, 1.25746410e+04, 1.25746410e+04, 1.67330442e+02, 5.48770811e+01, 2.49036840e+04, 1.16521683e-24
7.43489539e+01, 1.87707723e+00, 1.32715844e-02, 9.32107699e-01, 1.74407161e-03, 3.39935787e-01, 9.47667450e+05, 1.25770485e+04, 1.25770485e+04, 1.66917361e+02, 5.48832798e+01, 2.50040899e+04, 1.17463154e-24
7.45493527e+01, 1.87823075e+00, 1.32363808e-02, 9.32114752e-01, 1.73701857e-03, 3.39403642e-01, 9.50369036e+05, 1.25794464e+04, 1.25794464e+04, 1.66506343e+02, 5.48894614e+01, 2.51046341e+04, 1.18409718e-24
7.47497515e+01, 1.87938121e+00, 1.32013634e-02, 9.32121759e-01, 1.73001235e-03, 3.38873625e-01, 9.53070857e+05, 1.25818348e+04, 1.25818348e+04, 1.66097373e+02, 5.48956259e+01, 2.52053166e+04, 1.19361390e-24
7.49501503e+01, 1.88052864e+00, 1.31665309e-02, 9.32128719e-01, 1.72305252e-03, 3.38345723e-01, 9.55772911e+05, 1.25842136e+04, 1.25842136e+04, 1.65690437e+02, 5.49017736e+01, 2.53061372e+04, 1.20318185e-24
7.51505491e+01, 1.88167304e+00, 1.31318817e-02, 9.32135633e-01, 1.71613865e-03, 3.37819921e-01, 9.58475198e+05, 1.25865829e+04, 1.25865829e+04, 1.65285517e+02, 5.49079044e+01, 2.54070957e+04, 1.21280115e-24
7.53509479e+01, 1.88281443e+00, 1.30974143e-02, 9.32142501e-01, 1.70927031e-03, 3.37296205e-01, 9.61177717e+05, 1.25889428e+04, 1.25889428e+04, 1.64882600e+02, 5.49140185e+01, 2.55081919e+04, 1.22247195e-24
7.55513467e+01, 1.88395284e+00, 1.30631275e-02, 9.32149325e-01, 1.70244709e-03, 3.36774563e-01, 9.63880466e+05, 1.25912934e+04, 1.25912934e+04, 1.64481671e+02, 5.49201159e+01, 2.56094257e+04, 1.23219440e-24
7.57517455e+01, 1.88508826e+00, 1.30290196e-02, 9.32156104e-01, 1.69566857e-03, 3.36254980e-01, 9.66583446e+05, 1.25936347e+04, 1.25936347e+04, 1.64082714e+02, 5.49261968e+01, 2.57107969e+04, 1.24196864e-24
7.59521443e+01, 1.88622073e+00, 1.29950895e-02, 9.32162838e-01, 1.68893435e-03, 3.35737443e-01, 9.69286654e+05, 1.25959668e+04, 1.25959668e+04, 1.63685715e+02, 5.49322612e+01, 2.58123054e+04, 1.25179480e-24
7.61525431e+01, 1.88735025e+00, 1.29613356e-02, 9.32169529e-01, 1.68224403e-03, 3.35221938e-01, 9.71990090e+05, 1.25982897e+04, 1.25982897e+04, 1.63290660e+02, 5.49383092e+01, 2.59139510e+04, 1.26167303e-24
7.63529419e+01, 1.88847684e+00, 1.29277565e-02, 9.32176176e-01, 1.67559720e-03, 3.34708453e-01, 9.74693754e+05, 1.26006035e+04, 1.26006035e+04, 1.62897535e+02, 5.49443409e+01, 2.60157335e+04, 1.27160347e-24
7.65533407e+01, 1.88960051e+00, 1.28943511e-02, 9.32182780e-01, 1.66899348e-03, 3.34196974e-01, 9.77397643e+05, 1.26029083e+04, 1.26029083e+04, 1.62506324e+02, 5.49503564e+01, 2.61176528e+04, 1.28158626e-24
7.67537395e+01, 1.89072129e+00, 1.28611178e-02, 9.32189341e-01, 1.66243246e-03, 3.33687489e-01, 9.80101758e+05, 1.26052041e+04, 1.26052041e+04, 1.62117015e+02, 5.49563558e+01, 2.62197087e+04, 1.29162154e-24
7.69541383e+01, 1.89183918e+00, 1.28280553e-02, 9.32195860e-01, 1.65591378e-03, 3.33179984e-01, 9.82806098e+05, 1.26074910e+04, 1.26074910e+04, 1.61729592e+02, 5.49623392e+01, 2.63219011e+04, 1.30170946e-24
7.71545371e+01, 1.89295420e+00, 1.27951625e-02, 9.32202337e-01, 1.64943704e-03, 3.32674447e-01, 9.85510661e+05, 1.26097690e+04, 1.26097690e+04, 1.61344043e+02, 5.49683066e+01, 2.64242298e+04, 1.31185015e-24
7.73549359e+01, 1.89406636e+00, 1.27624379e-02, 9.32208772e-01, 1.64300188e-03, 3.32170866e-01, 9.88215447e+05, 1.26120382e+04, 1.26120382e+04, 1.60960354e+02, 5.49742582e+01, 2.65266947e+04, 1.32204377e-24
7.75553347e+01, 1.89517568e+00, 1.27298802e-02, 9.32215166e-01, 1.63660791e-03, 3.31669227e-01, 9.90920454e+05, 1.26142987e+04, 1.26142987e+04, 1.60578511e+02, 5.49801940e+01, 2.66292956e+04, 1.33229044e-24
7.77557335e+01, 1.89628218e+00, 1.26974882e-02, 9.32221520e-01, 1.63025477e-03, 3.31169518e-01, 9.93625682e+05, 1.26165504e+04, 1.26165504e+04, 1.60198501e+02, 5.49861140e+01, 2.67320323e+04, 1.34259031e-24
7.79561323e+01, 1.89738587e+00, 1.26652607e-02, 9.32227833e-01, 1.62394211e-03, 3.30671727e-01, 9.96331131e+05, 1.26187935e+04, 1.26187935e+04, 1.59820310e+02, 5.49920185e+01, 2.68349047e+04, 1.35294352e-24
7.81565311e+01, 1.89848675e+00, 1.26331964e-02, 9.32234105e-01, 1.61766955e-03, 3.30175843e-01, 9.99036799e+05, 1.26210280e+04, 1.26210280e+04, 1.59443926e+02, 5.49979074e+01, 2.69379126e+04, 1.36335022e-24
7.83569299e+01, 1.89958486e+00, 1.26012939e-02, 9.32240338e-01, 1.61143675e-03, 3.29681852e-01, 1.00174268e+06, 1.26232540e+04, 1.26232540e+04, 1.59069335e+02, 5.50037809e+01, 2.70410559e+04, 1.37381055e-24
7.85573287e+01, 1.90068019e+00, 1.25695523e-02, 9.32246532e-01, 1.60524336e-03, 3.29189743e-01, 1.00444879e+06, 1.26254715e+04, 1.26254715e+04, 1.58696524e+02, 5.50096390e+01, 2.71443345e+04, 1.38432464e-24
7.87577275e+01, 1.90177277e+00, 1.25379701e-02, 9.32252687e-01, 1.59908902e-03, 3.28699504e-01, 1.00715511e+06, 1.26276806e+04, 1.26276806e+04, 1.58325482e+02, 5.50154818e+01, 2.72477481e+04, 1.39489265e-24
7.89581263e+01, 1.90286261e+00, 1.25065462e-02, 9.32258802e-01, 1.59297340e-03, 3.28211123e-01, 1.00986164e+06, 1.26298813e+04, 1.26298813e+04, 1.57956194e+02, 5.50213094e+01, 2.73512966e+04, 1.40551470e-24
7.91585251e+01, 1.90394972e+00, 1.24752794e-02, 9.32264880e-01, 1.58689615e-03, 3.27724590e-01, 1.01256840e+06, 1.26320737e+04, 1.26320737e+04, 1.57588649e+02, 5.50271218e+01, 2.74549800e+04, 1.41619095e-24
7.93589238e+01, 1.90503411e+00, 1.24441686e-02, 9.32270919e-01, 1.58085694e-03, 3.27239891e-01, 1.01527536e+06, 1.26342578e+04, 1.26342578e+04, 1.57222835e+02, 5.50329192e+01, 2.75587979e+04, 1.42692154e-24
7.95593226e+01, 1.90611581e+00, 1.24132126e-02, 9.32276921e-01, 1.57485543e-03, 3.26757016e-01, 1.01798254e+06, 1.26364337e+04, 1.26364337e+04, 1.56858738e+02, 5.50387016e+01, 2.76627503e+04, 1.43770661e-24
7.97597214e+01, 1.90719481e+00, 1.23824102e-02, 9.32282886e-01, 1.56889131e-03, 3.26275953e-01, 1.02068993e+06, 1.26386014e+04, 1.26386014e+04, 1.56496348e+02, 5.50444692e+01, 2.77668371e+04, 1.44854629e-24
7.99601202e+01, 1.90827114e+00, 1.23517603e-02, 9.32288813e-01, 1.56296424e-03, 3.25796691e-01, 1.02339753e+06, 1.26407610e+04, 1.26407610e+04, 1.56135651e+02, 5.50502218e+01, 2.78710580e+04, 1.45944074e-24
8.01605190e+01, 1.90934482e+00, 1.23212618e-02, 9.32294703e-01, 1.55707391e-03, 3.25319219e-01, 1.02610535e+06, 1.26429126e+04, 1.26429126e+04, 1.55776636e+02, 5.50559598e+01, 2.79754130e+04, 1.47039009e-24
8.03609178e+01, 1.91041584e+00, 1.22909135e-02, 9.32300558e-01, 1.55121999e-03, 3.24843526e-01, 1.02881337e+06, 1.26450561e+04, 1.26450561e+04, 1.55419291e+02, 5.50616830e+01, 2.80799018e+04, 1.48139448e-24
8.05613166e+01, 1.91148423e+00, 1.22607143e-02, 9.32306376e-01, 1.54540218e-03, 3.24369601e-01, 1.03152161e+06, 1.26471917e+04, 1.26471917e+04, 1.55063604e+02, 5.50673916e+01, 2.81845244e+04, 1.49245407e-24
8.07617154e+01, 1.91254999e+00, 1.22306631e-02, 9.32312158e-01, 1.53962017e-03, 3.23897434e-01, 1.03423005e+06, 1.26493193e+04, 1.26493193e+04, 1.54709564e+02, 5.50730858e+01, 2.82892805e+04, 1.50356899e-24
8.09621142e+01, 1.91361315e+00, 1.22007590e-02, 9.32317905e-01, 1.53387364e-03, 3.23427012e-01, 1.03693870e+06, 1.26514391e+04, 1.26514391e+04, 1.54357159e+02, 5.50787654e+01, 2.83941701e+04, 1.51473937e-24
8.11625130e+01, 1.91467371e+00, 1.21710007e-02, 9.32323616e-01, 1.52816229e-03, 3.22958326e-01, 1.03964755e+06, 1.26535511e+04, 1.26535511e+04, 1.54006378e+02, 5.50844307e+01, 2.84991930e+04, 1.52596538e-24
8.13629118e+01, 1.91573169e+00, 1.21413872e-02, 9.32329293e-01, 1.52248583e-03, 3.22491366e-01, 1.04235662e+06, 1.26556553e+04, 1.26556553e+04, 1.53657210e+02, 5.50900816e+01, 2.86043491e+04, 1.53724714e-24
8.15633106e+01, 1.91678710e+00, 1.21119174e-02, 9.32334935e-01, 1.51684395e-03, 3.22026120e-01, 1.04506589e+06, 1.26577517e+04, 1.26577517e+04, 1.53309643e+02, 5.50957184e+01, 2.87096382e+04, 1.54858480e-24
8.17637094e+01, 1.91783995e+00, 1.20825904e-02, 9.32340543e-01, 1.51123637e-03, 3.21562578e-01, 1.04777536e+06, 1.26598405e+04, 1.26598405e+04, 1.52963667e+02, 5.51013409e+01, 2.88150601e+04, 1.55997850e-24
8.19641082e+01, 1.91889025e+00, 1.20534050e-02, 9.32346117e-01, 1.50566279e-03, 3.21100730e-01, 1.05048504e+06, 1.26619216e+04, 1.26619216e+04, 1.52619270e+02, 5.51069494e+01, 2.89206148e+04, 1.57142839e-24
8.21645070e+01, 1.91993802e+00, 1.20243603e-02, 9.32351657e-01, 1.50012293e-03, 3.20640565e-01, 1.05319492e+06, 1.26639952e+04, 1.26639952e+04, 1.52276442e+02, 5.51125438e+01, 2.90263020e+04, 1.58293460e-24
8.23649058e+01, 1.92098326e+00, 1.19954553e-02, 9.32357164e-01, 1.49461650e-03, 3.20182074e-01, 1.05590500e+06, 1.26660612e+04, 1.26660612e+04, 1.51935171e+02, 5.51181242e+01, 2.91321217e+04, 1.59449728e-24
8.25653046e+01, 1.92202600e+00, 1.19666889e-02, 9.32362637e-01, 1.48914322e-03, 3.19725247e-01, 1.05861528e+06, 1.26681197e+04, 1.26681197e+04, 1.51595447e+02, 5.51236908e+01, 2.92380736e+04, 1.60611658e-24
8.27657034e+01, 1.92306624e+00, 1.19380601e-02, 9.32368078e-01, 1.48370281e-03, 3.19270073e-01, 1.06132577e+06, 1.26701708e+04, 1.26701708e+04, 1.51257260e+02, 5.51292435e+01, 2.93441578e+04, 1.61779263e-24
8.29661022e+01, 1.92410399e+00, 1.19095680e-02, 9.32373486e-01, 1.47829500e-03, 3.18816542e-01, 1.06403646e+06, 1.26722145e+04, 1.26722145e+04, 1.50920599e+02, 5.51347825e+01, 2.94503739e+04, 1.62952557e-24
8.31665010e+01, 1.92513927e+00, 1.18812115e-02, 9.32378862e-01, 1.47291952e-03, 3.18364646e-01, 1.06674734e+06, 1.26742508e+04, 1.26742508e+04, 1.50585454e+02, 5.51403078e+01, 2.95567219e+04, 1.64131555e-24
8.33668998e+01, 1.92617209e+00, 1.18529898e-02, 9.32384206e-01, 1.46757609e-03, 3.17914373e-01, 1.06945842e+06, 1.26762798e+04, 1.26762798e+04, 1.50251814e+02, 5.51458195e+01, 2.96632017e+04, 1.65316272e-24
8.35672986e+01, 1.92720246e+00, 1.18249018e-02, 9.32389518e-01, 1.46226445e-03, 3.17465715e-01, 1.07216971e+06, 1.26783015e+04, 1.26783015e+04, 1.49919670e+02, 5.51513177e+01, 2.97698130e+04, 1.66506721e-24
8.37676974e+01, 1.92823039e+00, 1.17969466e-02, 9.32394798e-01, 1.45698434e-03, 3.17018661e-01, 1.07488118e+06, 1.26803159e+04, 1.26803159e+04, 1.49589010e+02, 5.51568023e+01, 2.98765559e+04, 1.67702917e-24
8.39680962e+01, 1.92925589e+00, 1.17691233e-02, 9.32400047e-01, 1.45173550e-03, 3.16573204e-01, 1.07759286e+06, 1.26823232e+04, 1.26823232e+04, 1.49259826e+02, 5.51622735e+01, 2.99834300e+04, 1.68904873e-24
8.41684950e+01, 1.93027897e+00, 1.17414309e-02, 9.32405265e-01, 1.44651766e-03, 3.16129331e-01, 1.08030473e+06, 1.26843234e+04, 1.26843234e+04, 1.48932107e+02, 5.51677314e+01, 3.00904353e+04, 1.70112605e-24
8.43688938e+01, 1.93129965e+00, 1.17138685e-02, 9.32410453e-01, 1.44133058e-03, 3.15687036e-01, 1.08301680e+06, 1.26863164e+04, 1.26863164e+04, 1.48605843e+02, 5.51731760e+01, 3.01975717e+04, 1.71326126e-24
8.45692926e+01, 1.93231794e+00, 1.16864353e-02, 9.32415610e-01, 1.43617399e-03, 3.15246308e-01, 1.08572906e+06, 1.26883024e+04, 1.26883024e+04, 1.48281025e+02, 5.51786073e+01, 3.03048390e+04, 1.72545452e-24
8.47696914e+01, 1.93333385e+00, 1.16591302e-02, 9.32420736e-01, 1.43104766e-03, 3.14807138e-01, 1.08844151e+06, 1.26902813e+04, 1.26902813e+04, 1.47957643e+02, 5.51840255e+01, 3.04122370e+04, 1.73770595e-24
8.49700902e+01, 1.93434738e+00, 1.16319524e-02, 9.32425833e-01, 1.42595133e-03, 3.14369518e-01, 1.09115416e+06, 1.26922533e+04, 1.26922533e+04, 1.47635687e+02, 5.51894306e+01, 3.05197657e+04, 1.75001570e-24
8.51704890e+01, 1.93535856e+00, 1.16049011e-02, 9.32430900e-01, 1.42088477e-03, 3.13933437e-01, 1.09386700e+06, 1.26942183e+04, 1.26942183e+04, 1.47315148e+02, 5.51948226e+01, 3.06274250e+04, 1.76238392e-24
8.53708878e+01, 1.93636738e+00, 1.15779752e-02, 9.32435937e-01, 1.41584771e-03, 3.13498887e-01, 1.09658003e+06, 1.26961765e+04, 1.26961765e+04, 1.46996017e+02, 5.52002017e+01, 3.07352145e+04, 1.77481076e-24
8.55712866e+01, 1.93737387e+00, 1.15511741e-02, 9.32440945e-01, 1.41083994e-03, 3.13065860e-01, 1.09929326e+06, 1.26981278e+04, 1.26981278e+04, 1.46678284e+02, 5.52055678e+01, 3.08431344e+04, 1.78729634e-24
8.57716854e+01, 1.93837803e+00, 1.15244967e-02, 9.32445924e-01, 1.40586120e-03, 3.12634346e-01, 1.10200667e+06, 1.27000722e+04, 1.27000722e+04, 1.46361940e+02, 5.52109211e+01, 3.09511843e+04, 1.79984082e-24
8.59720842e+01, 1.93937988e+00, 1.14979422e-02, 9.32450874e-01, 1.40091128e-03, 3.12204337e-01, 1.10472027e+06, 1.27020099e+04, 1.27020099e+04, 1.46046976e+02, 5.52162616e+01, 3.10593642e+04, 1.81244433e-24
8.61724830e+01, 1.94037942e+00, 1.14715099e-02, 9.32455796e-01, 1.39598992e-03, 3.11775824e-01, 1.10743406e+06, 1.27039408e+04, 1.27039408e+04, 1.45733383e+02, 5.52215894e+01, 3.11676739e+04, 1.82510703e-24
8.63728818e+01, 1.94137666e+00, 1.14451988e-02, 9.32460689e-01, 1.39109691e-03, 3.11348798e-01, 1.11014805e+06, 1.27058651e+04, 1.27058651e+04, 1.45421151e+02, 5.52269045e+01, 3.12761134e+04, 1.83782905e-24
8.65732806e+01, 1.94237162e+00, 1.14190081e-02, 9.32465555e-01, 1.38623202e-03, 3.10923251e-01, 1.11286221e+06, 1.27077826e+04, 1.27077826e+04, 1.45110273e+02, 5.52322070e+01, 3.13846824e+04, 1.85061054e-24
