z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
1.00000000e-03, 4.34077479e-04, 9.99000999e-01, 9.99179566e-04, 1.17650698e+00, 3.23358858e+00, 4.40975932e+00, 4.40535397e+00, 4.40535397e+00, 4.40095301e+00, 2.82220744e+01, 6.80736874e+01, 8.70638976e-30
2.01398798e-01, 7.96871930e-02, 8.32363077e-01, 1.73062731e-01, 9.25896379e-01, 3.04216914e+00, 1.00386442e+03, 8.35579675e+02, 8.35579675e+02, 6.95505670e+02, 4.00083753e+01, 7.66354304e+01, 1.10341468e-29
4.01797595e-01, 1.46685311e-01, 7.13369750e-01, 3.02850986e-01, 7.52548824e-01, 2.87576048e+00, 2.21132706e+03, 1.57749383e+03, 1.57749383e+03, 1.12533638e+03, 4.17232649e+01, 8.56339989e+01, 1.37775503e-29
6.02196393e-01, 2.04715750e-01, 6.24143210e-01, 4.03423505e-01, 6.23934712e-01, 2.72550225e+00, 3.59110426e+03, 2.24136334e+03, 2.24136334e+03, 1.39893171e+03, 4.27761401e+01, 9.57677325e+01, 1.72312968e-29
8.02595190e-01, 2.55898208e-01, 5.54755724e-01, 4.82658962e-01, 5.25222692e-01, 2.58907321e+00, 5.10935566e+03, 2.83444430e+03, 2.83444430e+03, 1.57242420e+03, 4.35418307e+01, 1.07282634e+02, 2.16241182e-29
1.00299399e+00, 3.01679646e-01, 4.99252622e-01, 5.45905036e-01, 4.48041780e-01, 2.46573640e+00, 6.73758012e+03, 3.36375454e+03, 3.36375454e+03, 1.67936327e+03, 4.41425197e+01, 1.20194554e+02, 2.71424556e-29
1.20339279e+00, 3.43091923e-01, 4.53845545e-01, 5.97001214e-01, 3.86877791e-01, 2.35474218e+00, 8.45342577e+03, 3.83654963e+03, 3.83654963e+03, 1.74120096e+03, 4.46351637e+01, 1.34420389e+02, 3.39476607e-29
1.40379158e+00, 3.80896810e-01, 4.16009444e-01, 6.38767700e-01, 3.37806763e-01, 2.25505084e+00, 1.02399995e+04, 4.25993650e+03, 4.25993650e+03, 1.77217382e+03, 4.50514997e+01, 1.49846779e+02, 4.21865858e-29
1.60419038e+00, 4.15672730e-01, 3.83996503e-01, 6.73296968e-01, 2.97955539e-01, 2.16545076e+00, 1.20846959e+04, 4.64048099e+03, 4.64048099e+03, 1.78192847e+03, 4.54111786e+01, 1.66361436e+02, 5.19977887e-29
1.80458918e+00, 4.47869254e-01, 3.56558461e-01, 7.02152699e-01, 2.65200348e-01, 2.08471341e+00, 1.39780804e+04, 4.98400283e+03, 4.98400283e+03, 1.77708838e+03, 4.57272377e+01, 1.83864879e+02, 6.35151186e-29
2.00498798e+00, 4.77842739e-01, 3.32780034e-01, 7.26512366e-01, 2.37963166e-01, 2.01169268e+00, 1.59130029e+04, 5.29552965e+03, 5.29552965e+03, 1.76224654e+03, 4.60087607e+01, 2.02273067e+02, 7.68697860e-29
2.20538677e+00, 5.05880441e-01, 3.11974832e-01, 7.47270440e-01, 2.15064418e-01, 1.94536951e+00, 1.78839505e+04, 5.57934244e+03, 5.57934244e+03, 1.74061442e+03, 4.62623173e+01, 2.21516361e+02, 9.21915611e-29
2.40578557e+00, 5.32217301e-01, 2.93618015e-01, 7.65113004e-01, 1.95615458e-01, 1.88486183e+00, 1.98865898e+04, 5.83906101e+03, 5.83906101e+03, 1.71445351e+03, 4.64928016e+01, 2.41537329e+02, 1.09609469e-28
2.60618437e+00, 5.57047927e-01, 2.77301407e-01, 7.80571657e-01, 1.78940555e-01, 1.82941695e+00, 2.19174489e+04, 6.07773942e+03, 6.07773942e+03, 1.68536569e+03, 4.67039500e+01, 2.62288457e+02, 1.29252190e-28
2.80658317e+00, 5.80535323e-01, 2.62702785e-01, 7.94062530e-01, 1.64520604e-01, 1.77839666e+00, 2.39736952e+04, 6.29795651e+03, 6.29795651e+03, 1.65449072e+03, 4.68986749e+01, 2.83730136e+02, 1.51248295e-28
3.00698196e+00, 6.02817388e-01, 2.49564388e-01, 8.05914646e-01, 1.51952564e-01, 1.73126073e+00, 2.60529791e+04, 6.50189577e+03, 6.50189577e+03, 1.62264164e+03, 4.70792870e+01, 3.05829021e+02, 1.75726372e-28
3.20738076e+00, 6.24011817e-01, 2.37677562e-01, 8.16390689e-01, 1.40920174e-01, 1.68755131e+00, 2.81533222e+04, 6.69141296e+03, 6.69141296e+03, 1.59039872e+03, 4.72476483e+01, 3.28556729e+02, 2.02815100e-28
3.40777956e+00, 6.44219867e-01, 2.26871600e-01, 8.25702328e-01, 1.31172679e-01, 1.64687918e+00, 3.02730370e+04, 6.86809234e+03, 6.86809234e+03, 1.55817510e+03, 4.74052800e+01, 3.51888829e+02, 2.32643281e-28
3.60817836e+00, 6.63529280e-01, 2.17005489e-01, 8.34021621e-01, 1.22509271e-01, 1.60891214e+00, 3.24106675e+04, 7.03329277e+03, 7.03329277e+03, 1.52626314e+03, 4.75534399e+01, 3.75804062e+02, 2.65339859e-28
3.80857715e+00, 6.82016589e-01, 2.07961725e-01, 8.41489584e-01, 1.14767611e-01, 1.57336538e+00, 3.45649444e+04, 7.18818545e+03, 7.18818545e+03, 1.49486745e+03, 4.76931793e+01, 4.00283732e+02, 3.01033921e-28
4.00897595e+00, 6.99748947e-01, 1.99641605e-01, 8.48222693e-01, 1.07815282e-01, 1.53999349e+00, 3.67347514e+04, 7.33378473e+03, 7.33378473e+03, 1.46412856e+03, 4.78253855e+01, 4.25311240e+02, 3.39854695e-28
4.20937475e+00, 7.16785601e-01, 1.91961617e-01, 8.54317855e-01, 1.01543362e-01, 1.50858403e+00, 3.89190994e+04, 7.47097324e+03, 7.47097324e+03, 1.43414010e+03, 4.79508139e+01, 4.50871710e+02, 3.81931542e-28
4.40977355e+00, 7.33179086e-01, 1.84850621e-01, 8.59856244e-01, 9.58615494e-02, 1.47895218e+00, 4.11171056e+04, 7.60052250e+03, 7.60052250e+03, 1.40496131e+03, 4.80701127e+01, 4.76951707e+02, 4.27393949e-28
4.61017234e+00, 7.48976203e-01, 1.78247643e-01, 8.64906291e-01, 9.06944266e-02, 1.45093640e+00, 4.33279776e+04, 7.72310991e+03, 7.72310991e+03, 1.37662614e+03, 4.81838421e+01, 5.03539004e+02, 4.76371518e-28
4.81057114e+00, 7.64218823e-01, 1.72100122e-01, 8.69526032e-01, 8.59785726e-02, 1.42439485e+00, 4.55510001e+04, 7.83933266e+03, 7.83933266e+03, 1.34915010e+03, 4.82924896e+01, 5.30622400e+02, 5.28993960e-28
5.01096994e+00, 7.78944556e-01, 1.66362502e-01, 8.73764963e-01, 8.16603111e-02, 1.39920246e+00, 4.77855244e+04, 7.94971941e+03, 7.94971941e+03, 1.32253521e+03, 4.83964818e+01, 5.58191573e+02, 5.85391087e-28
5.21136874e+00, 7.93187312e-01, 1.60995111e-01, 8.77665519e-01, 7.76939403e-02, 1.37524849e+00, 5.00309594e+04, 8.05473987e+03, 8.05473987e+03, 1.29677374e+03, 4.84961942e+01, 5.86236960e+02, 6.45692801e-28
5.41176754e+00, 8.06977768e-01, 1.55963234e-01, 8.81264261e-01, 7.40403288e-02, 1.35243451e+00, 5.22867648e+04, 8.15481293e+03, 8.15481293e+03, 1.27185100e+03, 4.85919589e+01, 6.14749656e+02, 7.10029090e-28
5.61216633e+00, 8.20343770e-01, 1.51236365e-01, 8.84592839e-01, 7.06657946e-02, 1.33067268e+00, 5.45524445e+04, 8.25031340e+03, 8.25031340e+03, 1.24774741e+03, 4.86840711e+01, 6.43721338e+02, 7.78530022e-28
5.81256513e+00, 8.33310667e-01, 1.46787587e-01, 8.87678768e-01, 6.75412029e-02, 1.30988437e+00, 5.68275418e+04, 8.34157777e+03, 8.34157777e+03, 1.22444008e+03, 4.87727944e+01, 6.73144195e+02, 8.51325738e-28
6.01296393e+00, 8.45901605e-01, 1.42593062e-01, 8.90546072e-01, 6.46412355e-02, 1.28999894e+00, 5.91116351e+04, 8.42890904e+03, 8.42890904e+03, 1.20190395e+03, 4.88583649e+01, 7.03010869e+02, 9.28546449e-28
6.21336273e+00, 8.58137771e-01, 1.38631598e-01, 8.93215806e-01, 6.19437952e-02, 1.27095271e+00, 6.14043336e+04, 8.51258088e+03, 8.51258088e+03, 1.18011269e+03, 4.89409951e+01, 7.33314412e+02, 1.01032243e-27
6.41376152e+00, 8.70038612e-01, 1.34884295e-01, 8.95706494e-01, 5.94295167e-02, 1.25268816e+00, 6.37052749e+04, 8.59284112e+03, 8.59284112e+03, 1.15903932e+03, 4.90208770e+01, 7.64048239e+02, 1.09678401e-27
6.61416032e+00, 8.81622017e-01, 1.31334245e-01, 8.98034485e-01, 5.70813634e-02, 1.23515312e+00, 6.60141214e+04, 8.66991482e+03, 8.66991482e+03, 1.13865672e+03, 4.90981842e+01, 7.95206099e+02, 1.18806160e-27
6.81455912e+00, 8.92904481e-01, 1.27966272e-01, 9.00214264e-01, 5.48842930e-02, 1.21830019e+00, 6.83305586e+04, 8.74400686e+03, 8.74400686e+03, 1.11893796e+03, 4.91730749e+01, 8.26782041e+02, 1.28428563e-27
7.01495792e+00, 9.03901246e-01, 1.24766719e-01, 9.02258699e-01, 5.28249781e-02, 1.20208619e+00, 7.06542921e+04, 8.81530420e+03, 8.81530420e+03, 1.09985658e+03, 4.92456927e+01, 8.58770389e+02, 1.38558661e-27
7.21535671e+00, 9.14626425e-01, 1.21723260e-01, 9.04179260e-01, 5.08915723e-02, 1.18647165e+00, 7.29850468e+04, 8.88397782e+03, 8.88397782e+03, 1.08138674e+03, 4.93161695e+01, 8.91165720e+02, 1.49209508e-27
7.41575551e+00, 9.25093110e-01, 1.18824745e-01, 9.05986195e-01, 4.90735132e-02, 1.17142047e+00, 7.53225643e+04, 8.95018447e+03, 8.95018447e+03, 1.06350338e+03, 4.93846255e+01, 9.23962841e+02, 1.60394165e-27
7.61615431e+00, 9.35313468e-01, 1.16061060e-01, 9.07688691e-01, 4.73613556e-02, 1.15689952e+00, 7.76666018e+04, 9.01406811e+03, 9.01406811e+03, 1.04618230e+03, 4.94511715e+01, 9.57156774e+02, 1.72125696e-27
7.81655311e+00, 9.45298828e-01, 1.13423011e-01, 9.09295002e-01, 4.57466298e-02, 1.14287832e+00, 8.00169309e+04, 9.07576124e+03, 9.07576124e+03, 1.02940017e+03, 4.95159094e+01, 9.90742740e+02, 1.84417169e-27
8.01695190e+00, 9.55059753e-01, 1.10902222e-01, 9.10812561e-01, 4.42217210e-02, 1.12932881e+00, 8.23733364e+04, 9.13538602e+03, 9.13538602e+03, 1.01313461e+03, 4.95789333e+01, 1.02471614e+03, 1.97281658e-27
8.21735070e+00, 9.64606112e-01, 1.08491044e-01, 9.12248080e-01, 4.27797655e-02, 1.11622510e+00, 8.47356150e+04, 9.19305533e+03, 9.19305533e+03, 9.97364170e+02, 4.96403299e+01, 1.05907256e+03, 2.10732241e-27
8.41774950e+00, 9.73947135e-01, 1.06182480e-01, 9.13607633e-01, 4.14145619e-02, 1.10354323e+00, 8.71035746e+04, 9.24887359e+03, 9.24887359e+03, 9.82068337e+02, 4.97001799e+01, 1.09380772e+03, 2.24781997e-27
8.61814830e+00, 9.83091469e-01, 1.03970117e-01, 9.14896728e-01, 4.01204944e-02, 1.09126102e+00, 8.94770334e+04, 9.30293760e+03, 9.30293760e+03, 9.67227507e+02, 4.97585579e+01, 1.12891753e+03, 2.39444014e-27
8.81854709e+00, 9.92047228e-01, 1.01848063e-01, 9.16120369e-01, 3.88924663e-02, 1.07935789e+00, 9.18558193e+04, 9.35533724e+03, 9.35533724e+03, 9.52822974e+02, 4.98155334e+01, 1.16439799e+03, 2.54731380e-27
9.01894589e+00, 1.00082203e+00, 9.98108994e-02, 9.17283115e-01, 3.77258426e-02, 1.06781471e+00, 9.42397687e+04, 9.40615607e+03, 9.40615607e+03, 9.38836896e+02, 4.98711711e+01, 1.20024528e+03, 2.70657187e-27
9.21934469e+00, 1.00942305e+00, 9.78536325e-02, 9.18389121e-01, 3.66163992e-02, 1.05661369e+00, 9.66287264e+04, 9.45547189e+03, 9.45547189e+03, 9.25252272e+02, 4.99255313e+01, 1.23645567e+03, 2.87234534e-27
9.41974349e+00, 1.01785703e+00, 9.59716524e-02, 9.19442189e-01, 3.55602798e-02, 1.04573825e+00, 9.90225450e+04, 9.50335727e+03, 9.50335727e+03, 9.12052900e+02, 4.99786704e+01, 1.27302557e+03, 3.04476519e-27
9.62014228e+00, 1.02613034e+00, 9.41606970e-02, 9.20445797e-01, 3.45539566e-02, 1.03517289e+00, 1.01421084e+05, 9.54987995e+03, 9.54987995e+03, 8.99223353e+02, 5.00306412e+01, 1.30995149e+03, 3.22396248e-27
9.82054108e+00, 1.03424898e+00, 9.24168202e-02, 9.21403135e-01, 3.35941975e-02, 1.02490315e+00, 1.03824209e+05, 9.59510329e+03, 9.59510329e+03, 8.86748936e+02, 5.00814932e+01, 1.34723005e+03, 3.41006828e-27
1.00209399e+01, 1.04221863e+00, 9.07363629e-02, 9.22317134e-01, 3.26780355e-02, 1.01491549e+00, 1.06231794e+05, 9.63908659e+03, 9.63908659e+03, 8.74615659e+02, 5.01312726e+01, 1.38485797e+03, 3.60321371e-27
1.02213387e+01, 1.05004467e+00, 8.91159271e-02, 9.23190492e-01, 3.18027431e-02, 1.00519722e+00, 1.08643715e+05, 9.68188543e+03, 9.68188543e+03, 8.62810197e+02, 5.01800230e+01, 1.42283205e+03, 3.80352990e-27
1.04217375e+01, 1.05773217e+00, 8.75523538e-02, 9.24025691e-01, 3.09658087e-02, 9.95736452e-01, 1.11059858e+05, 9.72355198e+03, 9.72355198e+03, 8.51319863e+02, 5.02277856e+01, 1.46114921e+03, 4.01114804e-27
1.06221363e+01, 1.06528596e+00, 8.60427013e-02, 9.24825025e-01, 3.01649162e-02, 9.86521998e-01, 1.13480110e+05, 9.76413523e+03, 9.76413523e+03, 8.40132572e+02, 5.02745987e+01, 1.49980643e+03, 4.22619934e-27
1.08225351e+01, 1.07271061e+00, 8.45842278e-02, 9.25590614e-01, 2.93979265e-02, 9.77543353e-01, 1.15904366e+05, 9.80368128e+03, 9.80368128e+03, 8.29236811e+02, 5.03204990e+01, 1.53880079e+03, 4.44881506e-27
1.10229339e+01, 1.08001046e+00, 8.31743742e-02, 9.26324416e-01, 2.86628614e-02, 9.68790628e-01, 1.18332523e+05, 9.84223351e+03, 9.84223351e+03, 8.18621613e+02, 5.03655206e+01, 1.57812942e+03, 4.67912648e-27
1.12233327e+01, 1.08718963e+00, 8.18107489e-02, 9.27028248e-01, 2.79578888e-02, 9.60254503e-01, 1.20764483e+05, 9.87983282e+03, 9.87983282e+03, 8.08276522e+02, 5.04096961e+01, 1.61778955e+03, 4.91726490e-27
1.14237315e+01, 1.09425206e+00, 8.04911152e-02, 9.27703797e-01, 2.72813102e-02, 9.51926192e-01, 1.23200154e+05, 9.91651777e+03, 9.91651777e+03, 7.98191574e+02, 5.04530563e+01, 1.65777848e+03, 5.16336169e-27
1.16241303e+01, 1.10120147e+00, 7.92133778e-02, 9.28352626e-01, 2.66315481e-02, 9.43797396e-01, 1.25639445e+05, 9.95232481e+03, 9.95232481e+03, 7.88357265e+02, 5.04956300e+01, 1.69809356e+03, 5.41754823e-27
1.18245291e+01, 1.10804143e+00, 7.79755729e-02, 9.28976193e-01, 2.60071363e-02, 9.35860277e-01, 1.28082270e+05, 9.98728834e+03, 9.98728834e+03, 7.78764530e+02, 5.05374451e+01, 1.73873224e+03, 5.67995592e-27
1.20249279e+01, 1.11477533e+00, 7.67758571e-02, 9.29575851e-01, 2.54067105e-02, 9.28107419e-01, 1.30528545e+05, 1.00214409e+04, 1.00214409e+04, 7.69404718e+02, 5.05785275e+01, 1.77969198e+03, 5.95071622e-27
1.22253267e+01, 1.12140641e+00, 7.56124991e-02, 9.30152865e-01, 2.48289990e-02, 9.20531803e-01, 1.32978192e+05, 1.00548134e+04, 1.00548134e+04, 7.60269573e+02, 5.06189021e+01, 1.82097035e+03, 6.22996061e-27
1.24257255e+01, 1.12793776e+00, 7.44838708e-02, 9.30708413e-01, 2.42728160e-02, 9.13126779e-01, 1.35431134e+05, 1.00874351e+04, 1.00874351e+04, 7.51351211e+02, 5.06585926e+01, 1.86256494e+03, 6.51782060e-27
1.26261242e+01, 1.13437234e+00, 7.33884399e-02, 9.31243596e-01, 2.37370541e-02, 9.05886041e-01, 1.37887296e+05, 1.01193335e+04, 1.01193335e+04, 7.42642101e+02, 5.06976213e+01, 1.90447343e+03, 6.81442773e-27
1.28265230e+01, 1.14071298e+00, 7.23247628e-02, 9.31759444e-01, 2.32206781e-02, 8.98803606e-01, 1.40346608e+05, 1.01505351e+04, 1.01505351e+04, 7.34135045e+02, 5.07360096e+01, 1.94669353e+03, 7.11991359e-27
1.30269218e+01, 1.14696238e+00, 7.12914787e-02, 9.32256920e-01, 2.27227195e-02, 8.91873790e-01, 1.42809001e+05, 1.01810648e+04, 1.01810648e+04, 7.25823166e+02, 5.07737779e+01, 1.98922299e+03, 7.43440977e-27
1.32273206e+01, 1.15312312e+00, 7.02873032e-02, 9.32736926e-01, 2.22422711e-02, 8.85091193e-01, 1.45274408e+05, 1.02109464e+04, 1.02109464e+04, 7.17699884e+02, 5.08109456e+01, 2.03205965e+03, 7.75804793e-27
1.34277194e+01, 1.15919769e+00, 6.93110234e-02, 9.33200311e-01, 2.17784824e-02, 8.78450676e-01, 1.47742767e+05, 1.02402024e+04, 1.02402024e+04, 7.09758906e+02, 5.08475311e+01, 2.07520136e+03, 8.09095973e-27
1.36281182e+01, 1.16518846e+00, 6.83614928e-02, 9.33647867e-01, 2.13305554e-02, 8.71947352e-01, 1.50214015e+05, 1.02688543e+04, 1.02688543e+04, 7.01994210e+02, 5.08835523e+01, 2.11864603e+03, 8.43327688e-27
1.38285170e+01, 1.17109772e+00, 6.74376270e-02, 9.34080341e-01, 2.08977407e-02, 8.65576562e-01, 1.52688093e+05, 1.02969227e+04, 1.02969227e+04, 6.94400029e+02, 5.09190259e+01, 2.16239161e+03, 8.78513111e-27
1.40289158e+01, 1.17692765e+00, 6.65383991e-02, 9.34498435e-01, 2.04793337e-02, 8.59333869e-01, 1.55164944e+05, 1.03244269e+04, 1.03244269e+04, 6.86970841e+02, 5.09539680e+01, 2.20643609e+03, 9.14665419e-27
1.42293146e+01, 1.18268036e+00, 6.56628367e-02, 9.34902810e-01, 2.00746716e-02, 8.53215038e-01, 1.57644511e+05, 1.03513858e+04, 1.03513858e+04, 6.79701356e+02, 5.09883943e+01, 2.25077752e+03, 9.51797792e-27
1.44297134e+01, 1.18835786e+00, 6.48100177e-02, 9.35294086e-01, 1.96831303e-02, 8.47216031e-01, 1.60126742e+05, 1.03778170e+04, 1.03778170e+04, 6.72586503e+02, 5.10223193e+01, 2.29541397e+03, 9.89923413e-27
1.46301122e+01, 1.19396210e+00, 6.39790672e-02, 9.35672850e-01, 1.93041217e-02, 8.41332989e-01, 1.62611585e+05, 1.04037375e+04, 1.04037375e+04, 6.65621420e+02, 5.10557574e+01, 2.34034356e+03, 1.02905547e-26
1.48305110e+01, 1.19949493e+00, 6.31691547e-02, 9.36039656e-01, 1.89370912e-02, 8.35562228e-01, 1.65098988e+05, 1.04291635e+04, 1.04291635e+04, 6.58801443e+02, 5.10887221e+01, 2.38556443e+03, 1.06920715e-26
1.50309098e+01, 1.20495817e+00, 6.23794913e-02, 9.36395023e-01, 1.85815154e-02, 8.29900223e-01, 1.67588903e+05, 1.04541105e+04, 1.04541105e+04, 6.52122098e+02, 5.11212263e+01, 2.43107476e+03, 1.11039164e-26
1.52313086e+01, 1.21035354e+00, 6.16093270e-02, 9.36739446e-01, 1.82368999e-02, 8.24343603e-01, 1.70081284e+05, 1.04785934e+04, 1.04785934e+04, 6.45579089e+02, 5.11532826e+01, 2.47687280e+03, 1.15262215e-26
1.54317074e+01, 1.21568269e+00, 6.08579483e-02, 9.37073391e-01, 1.79027775e-02, 8.18889142e-01, 1.72576084e+05, 1.05026264e+04, 1.05026264e+04, 6.39168293e+02, 5.11849030e+01, 2.52295678e+03, 1.19591187e-26
1.56321062e+01, 1.22094725e+00, 6.01246762e-02, 9.37397297e-01, 1.75787063e-02, 8.13533750e-01, 1.75073259e+05, 1.05262230e+04, 1.05262230e+04, 6.32885748e+02, 5.12160991e+01, 2.56932500e+03, 1.24027399e-26
1.58325050e+01, 1.22614875e+00, 5.94088639e-02, 9.37711583e-01, 1.72642679e-02, 8.08274467e-01, 1.77572765e+05, 1.05493963e+04, 1.05493963e+04, 6.26727647e+02, 5.12468818e+01, 2.61597577e+03, 1.28572174e-26
1.60329038e+01, 1.23128869e+00, 5.87098953e-02, 9.38016643e-01, 1.69590662e-02, 8.03108455e-01, 1.80074562e+05, 1.05721587e+04, 1.05721587e+04, 6.20690331e+02, 5.12772618e+01, 2.66290745e+03, 1.33226831e-26
1.62333026e+01, 1.23636851e+00, 5.80271828e-02, 9.38312851e-01, 1.66627258e-02, 7.98032992e-01, 1.82578609e+05, 1.05945223e+04, 1.05945223e+04, 6.14770283e+02, 5.13072495e+01, 2.71011841e+03, 1.37992692e-26
1.64337014e+01, 1.24138960e+00, 5.73601656e-02, 9.38600564e-01, 1.63748906e-02, 7.93045466e-01, 1.85084866e+05, 1.06164986e+04, 1.06164986e+04, 6.08964116e+02, 5.13368545e+01, 2.75760707e+03, 1.42871078e-26
1.66341002e+01, 1.24635330e+00, 5.67083088e-02, 9.38880118e-01, 1.60952229e-02, 7.88143369e-01, 1.87593295e+05, 1.06380985e+04, 1.06380985e+04, 6.03268576e+02, 5.13660866e+01, 2.80537185e+03, 1.47863310e-26
1.68344990e+01, 1.25126091e+00, 5.60711013e-02, 9.39151834e-01, 1.58234018e-02, 7.83324292e-01, 1.90103859e+05, 1.06593328e+04, 1.06593328e+04, 5.97680527e+02, 5.13949547e+01, 2.85341123e+03, 1.52970711e-26
1.70348978e+01, 1.25611369e+00, 5.54480547e-02, 9.39416014e-01, 1.55591226e-02, 7.78585922e-01, 1.92616522e+05, 1.06802115e+04, 1.06802115e+04, 5.92196951e+02, 5.14234677e+01, 2.90172369e+03, 1.58194604e-26
1.72352966e+01, 1.26091283e+00, 5.48387022e-02, 9.39672949e-01, 1.53020956e-02, 7.73926031e-01, 1.95131249e+05, 1.07007445e+04, 1.07007445e+04, 5.86814940e+02, 5.14516341e+01, 2.95030775e+03, 1.63536310e-26
1.74356954e+01, 1.26565952e+00, 5.42425972e-02, 9.39922914e-01, 1.50520452e-02, 7.69342481e-01, 1.97648006e+05, 1.07209412e+04, 1.07209412e+04, 5.81531695e+02, 5.14794622e+01, 2.99916195e+03, 1.68997154e-26
1.76360942e+01, 1.27035490e+00, 5.36593124e-02, 9.40166170e-01, 1.48087094e-02, 7.64833212e-01, 2.00166759e+05, 1.07408107e+04, 1.07408107e+04, 5.76344515e+02, 5.15069598e+01, 3.04828485e+03, 1.74578457e-26
1.78364930e+01, 1.27500005e+00, 5.30884385e-02, 9.40402966e-01, 1.45718382e-02, 7.60396240e-01, 2.02687477e+05, 1.07603617e+04, 1.07603617e+04, 5.71250798e+02, 5.15341346e+01, 3.09767505e+03, 1.80281544e-26
1.80368918e+01, 1.27959604e+00, 5.25295837e-02, 9.40633540e-01, 1.43411940e-02, 7.56029658e-01, 2.05210127e+05, 1.07796025e+04, 1.07796025e+04, 5.66248034e+02, 5.15609939e+01, 3.14733114e+03, 1.86107739e-26
1.82372906e+01, 1.28414391e+00, 5.19823722e-02, 9.40858119e-01, 1.41165500e-02, 7.51731625e-01, 2.07734680e+05, 1.07985414e+04, 1.07985414e+04, 5.61333801e+02, 5.15875450e+01, 3.19725177e+03, 1.92058365e-26
1.84376894e+01, 1.28864464e+00, 5.14464441e-02, 9.41076918e-01, 1.38976900e-02, 7.47500369e-01, 2.10261104e+05, 1.08171862e+04, 1.08171862e+04, 5.56505763e+02, 5.16137947e+01, 3.24743559e+03, 1.98134748e-26
1.86380882e+01, 1.29309921e+00, 5.09214538e-02, 9.41290143e-01, 1.36844076e-02, 7.43334180e-01, 2.12789373e+05, 1.08355442e+04, 1.08355442e+04, 5.51761664e+02, 5.16397497e+01, 3.29788128e+03, 2.04338212e-26
1.88384870e+01, 1.29750855e+00, 5.04070699e-02, 9.41497991e-01, 1.34765059e-02, 7.39231410e-01, 2.15319456e+05, 1.08536229e+04, 1.08536229e+04, 5.47099326e+02, 5.16654164e+01, 3.34858753e+03, 2.10670082e-26
1.90388858e+01, 1.30187357e+00, 4.99029742e-02, 9.41700650e-01, 1.32737969e-02, 7.35190469e-01, 2.17851326e+05, 1.08714291e+04, 1.08714291e+04, 5.42516647e+02, 5.16908010e+01, 3.39955306e+03, 2.17131684e-26
1.92392846e+01, 1.30619516e+00, 4.94088611e-02, 9.41898298e-01, 1.30761009e-02, 7.31209820e-01, 2.20384957e+05, 1.08889697e+04, 1.08889697e+04, 5.38011594e+02, 5.17159097e+01, 3.45077660e+03, 2.23724344e-26
1.94396834e+01, 1.31047416e+00, 4.89244369e-02, 9.42091109e-01, 1.28832460e-02, 7.27287982e-01, 2.22920323e+05, 1.09062513e+04, 1.09062513e+04, 5.33582203e+02, 5.17407483e+01, 3.50225692e+03, 2.30449387e-26
1.96400822e+01, 1.31471142e+00, 4.84494195e-02, 9.42279245e-01, 1.26950680e-02, 7.23423522e-01, 2.25457397e+05, 1.09232800e+04, 1.09232800e+04, 5.29226576e+02, 5.17653224e+01, 3.55399278e+03, 2.37308140e-26
1.98404810e+01, 1.31890774e+00, 4.79835375e-02, 9.42462864e-01, 1.25114096e-02, 7.19615056e-01, 2.27996155e+05, 1.09400620e+04, 1.09400620e+04, 5.24942877e+02, 5.17896376e+01, 3.60598298e+03, 2.44301930e-26
2.00408798e+01, 1.32306389e+00, 4.75265299e-02, 9.42642117e-01, 1.23321204e-02, 7.15861248e-01, 2.30536572e+05, 1.09566033e+04, 1.09566033e+04, 5.20729331e+02, 5.18136992e+01, 3.65822632e+03, 2.51432084e-26
2.02412786e+01, 1.32718065e+00, 4.70781454e-02, 9.42817146e-01, 1.21570564e-02, 7.12160804e-01, 2.33078624e+05, 1.09729094e+04, 1.09729094e+04, 5.16584222e+02, 5.18375122e+01, 3.71072164e+03, 2.58699928e-26
2.04416774e+01, 1.33125876e+00, 4.66381423e-02, 9.42988090e-01, 1.19860794e-02, 7.08512473e-01, 2.35622289e+05, 1.09889858e+04, 1.09889858e+04, 5.12505886e+02, 5.18610819e+01, 3.76346778e+03, 2.66106791e-26
2.06420762e+01, 1.33529892e+00, 4.62062878e-02, 9.43155082e-01, 1.18190572e-02, 7.04915046e-01, 2.38167543e+05, 1.10048381e+04, 1.10048381e+04, 5.08492715e+02, 5.18844129e+01, 3.81646359e+03, 2.73654000e-26
2.08424749e+01, 1.33930185e+00, 4.57823576e-02, 9.43318247e-01, 1.16558630e-02, 7.01367352e-01, 2.40714365e+05, 1.10204712e+04, 1.10204712e+04, 5.04543152e+02, 5.19075100e+01, 3.86970796e+03, 2.81342884e-26
2.10428737e+01, 1.34326821e+00, 4.53661356e-02, 9.43477707e-01, 1.14963751e-02, 6.97868256e-01, 2.43262733e+05, 1.10358901e+04, 1.10358901e+04, 5.00655688e+02, 5.19303779e+01, 3.92319977e+03, 2.89174771e-26
2.12432725e+01, 1.34719868e+00, 4.49574134e-02, 9.43633580e-01, 1.13404769e-02, 6.94416660e-01, 2.45812625e+05, 1.10510998e+04, 1.10510998e+04, 4.96828863e+02, 5.19530209e+01, 3.97693794e+03, 2.97150990e-26
