z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
7.73549359e+01, 1.89406636e+00, 1.27624379e-02, 9.53292386e-01, 1.68117040e-03, 3.39887514e-01, 9.88322985e+05, 1.26134107e+04, 1.26134107e+04, 1.60977870e+02, 5.49744945e+01, 2.65089432e+04, 1.32027495e-24
7.75553347e+01, 1.89517568e+00, 1.27298802e-02, 9.53298929e-01, 1.67462789e-03, 3.39374222e-01, 9.91028386e+05, 1.26156726e+04, 1.26156726e+04, 1.60596001e+02, 5.49804305e+01, 2.66114754e+04, 1.33050791e-24
7.77557335e+01, 1.89628218e+00, 1.26974882e-02, 9.53305430e-01, 1.66812717e-03, 3.38862904e-01, 9.93734009e+05, 1.26179259e+04, 1.26179259e+04, 1.60215966e+02, 5.49863508e+01, 2.67141434e+04, 1.34079400e-24
7.79561323e+01, 1.89738587e+00, 1.26652607e-02, 9.53311889e-01, 1.66166785e-03, 3.38353550e-01, 9.96439851e+05, 1.26201705e+04, 1.26201705e+04, 1.59837750e+02, 5.49922554e+01, 2.68169469e+04, 1.35113337e-24
7.81565311e+01, 1.89848675e+00, 1.26331964e-02, 9.53318308e-01, 1.65524958e-03, 3.37846145e-01, 9.99145913e+05, 1.26224065e+04, 1.26224065e+04, 1.59461340e+02, 5.49981446e+01, 2.69198859e+04, 1.36152614e-24
7.83569299e+01, 1.89958486e+00, 1.26012939e-02, 9.53324685e-01, 1.64887199e-03, 3.37340678e-01, 1.00185219e+06, 1.26246340e+04, 1.26246340e+04, 1.59086724e+02, 5.50040183e+01, 2.70229602e+04, 1.37197247e-24
7.85573287e+01, 1.90068019e+00, 1.25695523e-02, 9.53331023e-01, 1.64253471e-03, 3.36837137e-01, 1.00455869e+06, 1.26268530e+04, 1.26268530e+04, 1.58713888e+02, 5.50098766e+01, 2.71261697e+04, 1.38247250e-24
7.87577275e+01, 1.90177277e+00, 1.25379701e-02, 9.53337320e-01, 1.63623740e-03, 3.36335510e-01, 1.00726541e+06, 1.26290635e+04, 1.26290635e+04, 1.58342821e+02, 5.50157196e+01, 2.72295141e+04, 1.39302636e-24
7.89581263e+01, 1.90286261e+00, 1.25065462e-02, 9.53343578e-01, 1.62997971e-03, 3.35835783e-01, 1.00997234e+06, 1.26312657e+04, 1.26312657e+04, 1.57973508e+02, 5.50215474e+01, 2.73329933e+04, 1.40363421e-24
7.91585251e+01, 1.90394972e+00, 1.24752794e-02, 9.53349797e-01, 1.62376128e-03, 3.35337947e-01, 1.01267948e+06, 1.26334596e+04, 1.26334596e+04, 1.57605938e+02, 5.50273601e+01, 2.74366073e+04, 1.41429617e-24
7.93589238e+01, 1.90503411e+00, 1.24441686e-02, 9.53355976e-01, 1.61758177e-03, 3.34841988e-01, 1.01538685e+06, 1.26356451e+04, 1.26356451e+04, 1.57240099e+02, 5.50331577e+01, 2.75403557e+04, 1.42501240e-24
7.95593226e+01, 1.90611581e+00, 1.24132126e-02, 9.53362118e-01, 1.61144084e-03, 3.34347895e-01, 1.01809442e+06, 1.26378225e+04, 1.26378225e+04, 1.56875978e+02, 5.50389403e+01, 2.76442386e+04, 1.43578304e-24
7.97597214e+01, 1.90719481e+00, 1.23824102e-02, 9.53368220e-01, 1.60533817e-03, 3.33855657e-01, 1.02080221e+06, 1.26399917e+04, 1.26399917e+04, 1.56513562e+02, 5.50447080e+01, 2.77482557e+04, 1.44660822e-24
7.99601202e+01, 1.90827114e+00, 1.23517603e-02, 9.53374285e-01, 1.59927341e-03, 3.33365261e-01, 1.02351020e+06, 1.26421527e+04, 1.26421527e+04, 1.56152840e+02, 5.50504609e+01, 2.78524068e+04, 1.45748809e-24
8.01605190e+01, 1.90934482e+00, 1.23212618e-02, 9.53380313e-01, 1.59324624e-03, 3.32876697e-01, 1.02621841e+06, 1.26443057e+04, 1.26443057e+04, 1.55793801e+02, 5.50561990e+01, 2.79566920e+04, 1.46842279e-24
8.03609178e+01, 1.91041584e+00, 1.22909135e-02, 9.53386303e-01, 1.58725633e-03, 3.32389954e-01, 1.02892683e+06, 1.26464507e+04, 1.26464507e+04, 1.55436431e+02, 5.50619225e+01, 2.80611109e+04, 1.47941246e-24
8.05613166e+01, 1.91148423e+00, 1.22607143e-02, 9.53392256e-01, 1.58130337e-03, 3.31905019e-01, 1.03163546e+06, 1.26485877e+04, 1.26485877e+04, 1.55080720e+02, 5.50676313e+01, 2.81656634e+04, 1.49045725e-24
8.07617154e+01, 1.91254999e+00, 1.22306631e-02, 9.53398172e-01, 1.57538703e-03, 3.31421882e-01, 1.03434430e+06, 1.26507167e+04, 1.26507167e+04, 1.54726655e+02, 5.50733256e+01, 2.82703495e+04, 1.50155730e-24
8.09621142e+01, 1.91361315e+00, 1.22007590e-02, 9.53404053e-01, 1.56950700e-03, 3.30940533e-01, 1.03705335e+06, 1.26528379e+04, 1.26528379e+04, 1.54374226e+02, 5.50790055e+01, 2.83751689e+04, 1.51271274e-24
8.11625130e+01, 1.91467371e+00, 1.21710007e-02, 9.53409897e-01, 1.56366298e-03, 3.30460959e-01, 1.03976260e+06, 1.26549513e+04, 1.26549513e+04, 1.54023421e+02, 5.50846710e+01, 2.84801215e+04, 1.52392372e-24
8.13629118e+01, 1.91573169e+00, 1.21413872e-02, 9.53415705e-01, 1.55785464e-03, 3.29983150e-01, 1.04247206e+06, 1.26570569e+04, 1.26570569e+04, 1.53674228e+02, 5.50903221e+01, 2.85852072e+04, 1.53519039e-24
8.15633106e+01, 1.91678710e+00, 1.21119174e-02, 9.53421478e-01, 1.55208170e-03, 3.29507096e-01, 1.04518173e+06, 1.26591548e+04, 1.26591548e+04, 1.53326637e+02, 5.50959590e+01, 2.86904258e+04, 1.54651288e-24
8.17637094e+01, 1.91783995e+00, 1.20825904e-02, 9.53427216e-01, 1.54634385e-03, 3.29032785e-01, 1.04789160e+06, 1.26612449e+04, 1.26612449e+04, 1.52980636e+02, 5.51015818e+01, 2.87957772e+04, 1.55789134e-24
8.19641082e+01, 1.91889025e+00, 1.20534050e-02, 9.53432920e-01, 1.54064079e-03, 3.28560208e-01, 1.05060167e+06, 1.26633275e+04, 1.26633275e+04, 1.52636216e+02, 5.51071904e+01, 2.89012612e+04, 1.56932591e-24
8.21645070e+01, 1.91993802e+00, 1.20243603e-02, 9.53438588e-01, 1.53497223e-03, 3.28089354e-01, 1.05331195e+06, 1.26654024e+04, 1.26654024e+04, 1.52293363e+02, 5.51127851e+01, 2.90068777e+04, 1.58081672e-24
8.23649058e+01, 1.92098326e+00, 1.19954553e-02, 9.53444223e-01, 1.52933788e-03, 3.27620212e-01, 1.05602243e+06, 1.26674698e+04, 1.26674698e+04, 1.51952068e+02, 5.51183657e+01, 2.91126266e+04, 1.59236394e-24
8.25653046e+01, 1.92202600e+00, 1.19666889e-02, 9.53449823e-01, 1.52373745e-03, 3.27152772e-01, 1.05873311e+06, 1.26695297e+04, 1.26695297e+04, 1.51612321e+02, 5.51239325e+01, 2.92185076e+04, 1.60396768e-24
8.27657034e+01, 1.92306624e+00, 1.19380601e-02, 9.53455390e-01, 1.51817066e-03, 3.26687023e-01, 1.06144400e+06, 1.26715822e+04, 1.26715822e+04, 1.51274110e+02, 5.51294854e+01, 2.93245208e+04, 1.61562811e-24
8.29661022e+01, 1.92410399e+00, 1.19095680e-02, 9.53460924e-01, 1.51263722e-03, 3.26222957e-01, 1.06415508e+06, 1.26736272e+04, 1.26736272e+04, 1.50937425e+02, 5.51350246e+01, 2.94306658e+04, 1.62734536e-24
8.31665010e+01, 1.92513927e+00, 1.18812115e-02, 9.53466425e-01, 1.50713686e-03, 3.25760562e-01, 1.06686636e+06, 1.26756649e+04, 1.26756649e+04, 1.50602256e+02, 5.51405501e+01, 2.95369427e+04, 1.63911957e-24
8.33668998e+01, 1.92617209e+00, 1.18529898e-02, 9.53471892e-01, 1.50166930e-03, 3.25299830e-01, 1.06957784e+06, 1.26776952e+04, 1.26776952e+04, 1.50268592e+02, 5.51460620e+01, 2.96433512e+04, 1.65095088e-24
8.35672986e+01, 1.92720246e+00, 1.18249018e-02, 9.53477328e-01, 1.49623427e-03, 3.24840749e-01, 1.07228952e+06, 1.26797183e+04, 1.26797183e+04, 1.49936424e+02, 5.51515603e+01, 2.97498912e+04, 1.66283944e-24
8.37676974e+01, 1.92823039e+00, 1.17969466e-02, 9.53482731e-01, 1.49083149e-03, 3.24383310e-01, 1.07500140e+06, 1.26817341e+04, 1.26817341e+04, 1.49605740e+02, 5.51570452e+01, 2.98565626e+04, 1.67478539e-24
8.39680962e+01, 1.92925589e+00, 1.17691233e-02, 9.53488101e-01, 1.48546071e-03, 3.23927503e-01, 1.07771347e+06, 1.26837428e+04, 1.26837428e+04, 1.49276532e+02, 5.51625166e+01, 2.99633652e+04, 1.68678888e-24
8.41684950e+01, 1.93027897e+00, 1.17414309e-02, 9.53493441e-01, 1.48012166e-03, 3.23473320e-01, 1.08042574e+06, 1.26857442e+04, 1.26857442e+04, 1.48948790e+02, 5.51679746e+01, 3.00702989e+04, 1.69885004e-24
8.43688938e+01, 1.93129965e+00, 1.17138685e-02, 9.53498749e-01, 1.47481408e-03, 3.23020749e-01, 1.08313821e+06, 1.26877386e+04, 1.26877386e+04, 1.48622502e+02, 5.51734194e+01, 3.01773636e+04, 1.71096901e-24
8.45692926e+01, 1.93231794e+00, 1.16864353e-02, 9.53504025e-01, 1.46953770e-03, 3.22569783e-01, 1.08585087e+06, 1.26897259e+04, 1.26897259e+04, 1.48297661e+02, 5.51788509e+01, 3.02845591e+04, 1.72314595e-24
8.47696914e+01, 1.93333385e+00, 1.16591302e-02, 9.53509271e-01, 1.46429228e-03, 3.22120411e-01, 1.08856372e+06, 1.26917062e+04, 1.26917062e+04, 1.47974255e+02, 5.51842693e+01, 3.03918853e+04, 1.73538099e-24
8.49700902e+01, 1.93434738e+00, 1.16319524e-02, 9.53514486e-01, 1.45907756e-03, 3.21672624e-01, 1.09127677e+06, 1.26936795e+04, 1.26936795e+04, 1.47652276e+02, 5.51896746e+01, 3.04993420e+04, 1.74767428e-24
8.51704890e+01, 1.93535856e+00, 1.16049011e-02, 9.53519670e-01, 1.45389329e-03, 3.21226412e-01, 1.09399001e+06, 1.26956458e+04, 1.26956458e+04, 1.47331714e+02, 5.51950668e+01, 3.06069292e+04, 1.76002595e-24
8.53708878e+01, 1.93636738e+00, 1.15779752e-02, 9.53524824e-01, 1.44873922e-03, 3.20781768e-01, 1.09670344e+06, 1.26976053e+04, 1.26976053e+04, 1.47012560e+02, 5.52004460e+01, 3.07146466e+04, 1.77243615e-24
8.55712866e+01, 1.93737387e+00, 1.15511741e-02, 9.53529949e-01, 1.44361511e-03, 3.20338681e-01, 1.09941706e+06, 1.26995579e+04, 1.26995579e+04, 1.46694803e+02, 5.52058124e+01, 3.08224942e+04, 1.78490503e-24
8.57716854e+01, 1.93837803e+00, 1.15244967e-02, 9.53535043e-01, 1.43852072e-03, 3.19897143e-01, 1.10213088e+06, 1.27015036e+04, 1.27015036e+04, 1.46378436e+02, 5.52111658e+01, 3.09304718e+04, 1.79743272e-24
8.59720842e+01, 1.93937988e+00, 1.14979422e-02, 9.53540108e-01, 1.43345580e-03, 3.19457144e-01, 1.10484488e+06, 1.27034426e+04, 1.27034426e+04, 1.46063449e+02, 5.52165065e+01, 3.10385794e+04, 1.81001938e-24
8.61724830e+01, 1.94037942e+00, 1.14715099e-02, 9.53545144e-01, 1.42842012e-03, 3.19018676e-01, 1.10755907e+06, 1.27053748e+04, 1.27053748e+04, 1.45749833e+02, 5.52218345e+01, 3.11468166e+04, 1.82266513e-24
8.63728818e+01, 1.94137666e+00, 1.14451988e-02, 9.53550151e-01, 1.42341344e-03, 3.18581730e-01, 1.11027345e+06, 1.27073003e+04, 1.27073003e+04, 1.45437578e+02, 5.52271498e+01, 3.12551835e+04, 1.83537013e-24
8.65732806e+01, 1.94237162e+00, 1.14190081e-02, 9.53555129e-01, 1.41843553e-03, 3.18146297e-01, 1.11298802e+06, 1.27092192e+04, 1.27092192e+04, 1.45126677e+02, 5.52324524e+01, 3.13636799e+04, 1.84813452e-24
8.67736794e+01, 1.94336430e+00, 1.13929370e-02, 9.53560079e-01, 1.41348616e-03, 3.17712369e-01, 1.11570277e+06, 1.27111314e+04, 1.27111314e+04, 1.44817120e+02, 5.52377426e+01, 3.14723056e+04, 1.86095844e-24
8.69740782e+01, 1.94435472e+00, 1.13669847e-02, 9.53565000e-01, 1.40856510e-03, 3.17279937e-01, 1.11841771e+06, 1.27130370e+04, 1.27130370e+04, 1.44508897e+02, 5.52430202e+01, 3.15810606e+04, 1.87384203e-24
8.71744770e+01, 1.94534289e+00, 1.13411503e-02, 9.53569893e-01, 1.40367212e-03, 3.16848992e-01, 1.12113284e+06, 1.27149361e+04, 1.27149361e+04, 1.44202002e+02, 5.52482854e+01, 3.16899446e+04, 1.88678543e-24
8.73748758e+01, 1.94632882e+00, 1.13154332e-02, 9.53574759e-01, 1.39880701e-03, 3.16419527e-01, 1.12384815e+06, 1.27168287e+04, 1.27168287e+04, 1.43896425e+02, 5.52535382e+01, 3.17989577e+04, 1.89978880e-24
8.75752745e+01, 1.94731251e+00, 1.12898323e-02, 9.53579596e-01, 1.39396955e-03, 3.15991532e-01, 1.12656365e+06, 1.27187147e+04, 1.27187147e+04, 1.43592157e+02, 5.52587787e+01, 3.19080995e+04, 1.91285227e-24
8.77756733e+01, 1.94829398e+00, 1.12643471e-02, 9.53584406e-01, 1.38915950e-03, 3.15564999e-01, 1.12927933e+06, 1.27205944e+04, 1.27205944e+04, 1.43289191e+02, 5.52640069e+01, 3.20173701e+04, 1.92597598e-24
8.79760721e+01, 1.94927323e+00, 1.12389767e-02, 9.53589190e-01, 1.38437666e-03, 3.15139920e-01, 1.13199519e+06, 1.27224676e+04, 1.27224676e+04, 1.42987517e+02, 5.52692229e+01, 3.21267693e+04, 1.93916008e-24
8.81764709e+01, 1.95025028e+00, 1.12137203e-02, 9.53593946e-01, 1.37962082e-03, 3.14716288e-01, 1.13471124e+06, 1.27243345e+04, 1.27243345e+04, 1.42687127e+02, 5.52744268e+01, 3.22362969e+04, 1.95240472e-24
8.83768697e+01, 1.95122514e+00, 1.11885771e-02, 9.53598675e-01, 1.37489175e-03, 3.14294093e-01, 1.13742747e+06, 1.27261950e+04, 1.27261950e+04, 1.42388014e+02, 5.52796186e+01, 3.23459529e+04, 1.96571003e-24
8.85772685e+01, 1.95219782e+00, 1.11635465e-02, 9.53603378e-01, 1.37018925e-03, 3.13873328e-01, 1.14014388e+06, 1.27280492e+04, 1.27280492e+04, 1.42090169e+02, 5.52847983e+01, 3.24557370e+04, 1.97907615e-24
8.87776673e+01, 1.95316832e+00, 1.11386276e-02, 9.53608054e-01, 1.36551312e-03, 3.13453984e-01, 1.14286047e+06, 1.27298971e+04, 1.27298971e+04, 1.41793583e+02, 5.52899661e+01, 3.25656493e+04, 1.99250324e-24
8.89780661e+01, 1.95413665e+00, 1.11138197e-02, 9.53612704e-01, 1.36086314e-03, 3.13036054e-01, 1.14557724e+06, 1.27317389e+04, 1.27317389e+04, 1.41498249e+02, 5.52951219e+01, 3.26756895e+04, 2.00599143e-24
8.91784649e+01, 1.95510284e+00, 1.10891220e-02, 9.53617328e-01, 1.35623911e-03, 3.12619530e-01, 1.14829419e+06, 1.27335744e+04, 1.27335744e+04, 1.41204160e+02, 5.53002658e+01, 3.27858575e+04, 2.01954087e-24
8.93788637e+01, 1.95606688e+00, 1.10645339e-02, 9.53621927e-01, 1.35164084e-03, 3.12204404e-01, 1.15101132e+06, 1.27354037e+04, 1.27354037e+04, 1.40911306e+02, 5.53053980e+01, 3.28961532e+04, 2.03315171e-24
8.95792625e+01, 1.95702878e+00, 1.10400546e-02, 9.53626500e-01, 1.34706811e-03, 3.11790669e-01, 1.15372863e+06, 1.27372270e+04, 1.27372270e+04, 1.40619681e+02, 5.53105183e+01, 3.30065765e+04, 2.04682407e-24
8.97796613e+01, 1.95798856e+00, 1.10156833e-02, 9.53631047e-01, 1.34252074e-03, 3.11378316e-01, 1.15644611e+06, 1.27390441e+04, 1.27390441e+04, 1.40329276e+02, 5.53156270e+01, 3.31171273e+04, 2.06055812e-24
8.99800601e+01, 1.95894622e+00, 1.09914194e-02, 9.53635570e-01, 1.33799853e-03, 3.10967338e-01, 1.15916377e+06, 1.27408552e+04, 1.27408552e+04, 1.40040083e+02, 5.53207240e+01, 3.32278053e+04, 2.07435398e-24
9.01804589e+01, 1.95990177e+00, 1.09672622e-02, 9.53640067e-01, 1.33350127e-03, 3.10557728e-01, 1.16188161e+06, 1.27426603e+04, 1.27426603e+04, 1.39752096e+02, 5.53258094e+01, 3.33386106e+04, 2.08821181e-24
9.03808577e+01, 1.96085523e+00, 1.09432109e-02, 9.53644540e-01, 1.32902880e-03, 3.10149477e-01, 1.16459962e+06, 1.27444593e+04, 1.27444593e+04, 1.39465306e+02, 5.53308832e+01, 3.34495430e+04, 2.10213175e-24
9.05812565e+01, 1.96180660e+00, 1.09192649e-02, 9.53648988e-01, 1.32458090e-03, 3.09742579e-01, 1.16731781e+06, 1.27462524e+04, 1.27462524e+04, 1.39179707e+02, 5.53359456e+01, 3.35606023e+04, 2.11611393e-24
9.07816553e+01, 1.96275589e+00, 1.08954235e-02, 9.53653412e-01, 1.32015739e-03, 3.09337026e-01, 1.17003618e+06, 1.27480396e+04, 1.27480396e+04, 1.38895290e+02, 5.53409965e+01, 3.36717885e+04, 2.13015852e-24
9.09820541e+01, 1.96370310e+00, 1.08716859e-02, 9.53657811e-01, 1.31575809e-03, 3.08932811e-01, 1.17275472e+06, 1.27498209e+04, 1.27498209e+04, 1.38612048e+02, 5.53460359e+01, 3.37831014e+04, 2.14426564e-24
9.11824529e+01, 1.96464826e+00, 1.08480515e-02, 9.53662187e-01, 1.31138282e-03, 3.08529926e-01, 1.17547343e+06, 1.27515963e+04, 1.27515963e+04, 1.38329974e+02, 5.53510641e+01, 3.38945409e+04, 2.15843544e-24
9.13828517e+01, 1.96559136e+00, 1.08245197e-02, 9.53666539e-01, 1.30703138e-03, 3.08128364e-01, 1.17819231e+06, 1.27533659e+04, 1.27533659e+04, 1.38049061e+02, 5.53560809e+01, 3.40061068e+04, 2.17266808e-24
9.15832505e+01, 1.96653242e+00, 1.08010898e-02, 9.53670867e-01, 1.30270361e-03, 3.07728119e-01, 1.18091137e+06, 1.27551297e+04, 1.27551297e+04, 1.37769301e+02, 5.53610865e+01, 3.41177991e+04, 2.18696367e-24
9.17836493e+01, 1.96747145e+00, 1.07777610e-02, 9.53675171e-01, 1.29839931e-03, 3.07329182e-01, 1.18363060e+06, 1.27568877e+04, 1.27568877e+04, 1.37490687e+02, 5.53660809e+01, 3.42296177e+04, 2.20132239e-24
9.19840481e+01, 1.96840845e+00, 1.07545329e-02, 9.53679452e-01, 1.29411832e-03, 3.06931547e-01, 1.18635000e+06, 1.27586400e+04, 1.27586400e+04, 1.37213213e+02, 5.53710642e+01, 3.43415623e+04, 2.21574436e-24
9.21844469e+01, 1.96934343e+00, 1.07314046e-02, 9.53683711e-01, 1.28986045e-03, 3.06535207e-01, 1.18906957e+06, 1.27603866e+04, 1.27603866e+04, 1.36936871e+02, 5.53760363e+01, 3.44536330e+04, 2.23022973e-24
9.23848457e+01, 1.97027641e+00, 1.07083756e-02, 9.53687946e-01, 1.28562553e-03, 3.06140154e-01, 1.19178931e+06, 1.27621275e+04, 1.27621275e+04, 1.36661654e+02, 5.53809974e+01, 3.45658295e+04, 2.24477864e-24
9.25852445e+01, 1.97120738e+00, 1.06854452e-02, 9.53692158e-01, 1.28141340e-03, 3.05746383e-01, 1.19450922e+06, 1.27638627e+04, 1.27638627e+04, 1.36387556e+02, 5.53859475e+01, 3.46781518e+04, 2.25939124e-24
9.27856433e+01, 1.97213636e+00, 1.06626128e-02, 9.53696348e-01, 1.27722387e-03, 3.05353886e-01, 1.19722929e+06, 1.27655924e+04, 1.27655924e+04, 1.36114569e+02, 5.53908867e+01, 3.47905998e+04, 2.27406768e-24
9.29860421e+01, 1.97306336e+00, 1.06398778e-02, 9.53700515e-01, 1.27305678e-03, 3.04962656e-01, 1.19994954e+06, 1.27673164e+04, 1.27673164e+04, 1.35842686e+02, 5.53958149e+01, 3.49031732e+04, 2.28880809e-24
9.31864409e+01, 1.97398839e+00, 1.06172395e-02, 9.53704660e-01, 1.26891197e-03, 3.04572686e-01, 1.20266996e+06, 1.27690350e+04, 1.27690350e+04, 1.35571902e+02, 5.54007323e+01, 3.50158721e+04, 2.30361262e-24
9.33868397e+01, 1.97491145e+00, 1.05946973e-02, 9.53708783e-01, 1.26478927e-03, 3.04183971e-01, 1.20539054e+06, 1.27707479e+04, 1.27707479e+04, 1.35302209e+02, 5.54056389e+01, 3.51286963e+04, 2.31848141e-24
9.35872385e+01, 1.97583255e+00, 1.05722507e-02, 9.53712884e-01, 1.26068850e-03, 3.03796502e-01, 1.20811129e+06, 1.27724554e+04, 1.27724554e+04, 1.35033601e+02, 5.54105347e+01, 3.52416456e+04, 2.33341461e-24
9.37876373e+01, 1.97675170e+00, 1.05498990e-02, 9.53716964e-01, 1.25660952e-03, 3.03410274e-01, 1.21083220e+06, 1.27741574e+04, 1.27741574e+04, 1.34766071e+02, 5.54154198e+01, 3.53547200e+04, 2.34841236e-24
9.39880361e+01, 1.97766891e+00, 1.05276416e-02, 9.53721021e-01, 1.25255216e-03, 3.03025280e-01, 1.21355328e+06, 1.27758540e+04, 1.27758540e+04, 1.34499612e+02, 5.54202942e+01, 3.54679193e+04, 2.36347481e-24
9.41884349e+01, 1.97858419e+00, 1.05054779e-02, 9.53725057e-01, 1.24851626e-03, 3.02641513e-01, 1.21627453e+06, 1.27775452e+04, 1.27775452e+04, 1.34234219e+02, 5.54251581e+01, 3.55812435e+04, 2.37860210e-24
9.43888337e+01, 1.97949754e+00, 1.04834074e-02, 9.53729072e-01, 1.24450166e-03, 3.02258968e-01, 1.21899594e+06, 1.27792310e+04, 1.27792310e+04, 1.33969884e+02, 5.54300113e+01, 3.56946924e+04, 2.39379437e-24
9.45892325e+01, 1.98040897e+00, 1.04614293e-02, 9.53733066e-01, 1.24050820e-03, 3.01877637e-01, 1.22171751e+06, 1.27809114e+04, 1.27809114e+04, 1.33706602e+02, 5.54348540e+01, 3.58082659e+04, 2.40905177e-24
9.47896313e+01, 1.98131850e+00, 1.04395433e-02, 9.53737039e-01, 1.23653573e-03, 3.01497514e-01, 1.22443925e+06, 1.27825865e+04, 1.27825865e+04, 1.33444365e+02, 5.54396862e+01, 3.59219638e+04, 2.42437444e-24
9.49900301e+01, 1.98222613e+00, 1.04177486e-02, 9.53740991e-01, 1.23258410e-03, 3.01118593e-01, 1.22716115e+06, 1.27842563e+04, 1.27842563e+04, 1.33183168e+02, 5.54445080e+01, 3.60357862e+04, 2.43976253e-24
9.51904289e+01, 1.98313186e+00, 1.03960447e-02, 9.53744922e-01, 1.22865316e-03, 3.00740868e-01, 1.22988321e+06, 1.27859209e+04, 1.27859209e+04, 1.32923005e+02, 5.54493194e+01, 3.61497328e+04, 2.45521617e-24
9.53908277e+01, 1.98403571e+00, 1.03744311e-02, 9.53748832e-01, 1.22474274e-03, 3.00364327e-01, 1.23260544e+06, 1.27875802e+04, 1.27875802e+04, 1.32663870e+02, 5.54541204e+01, 3.62638035e+04, 2.47073553e-24
9.55912265e+01, 1.98493768e+00, 1.03529072e-02, 9.53752723e-01, 1.22085271e-03, 2.99988974e-01, 1.23532783e+06, 1.27892343e+04, 1.27892343e+04, 1.32405755e+02, 5.54589111e+01, 3.63779983e+04, 2.48632073e-24
9.57916253e+01, 1.98583778e+00, 1.03314724e-02, 9.53756593e-01, 1.21698292e-03, 2.99614798e-01, 1.23805037e+06, 1.27908832e+04, 1.27908832e+04, 1.32148656e+02, 5.54636916e+01, 3.64923170e+04, 2.50197192e-24
9.59920240e+01, 1.98673602e+00, 1.03101261e-02, 9.53760443e-01, 1.21313321e-03, 2.99241794e-01, 1.24077308e+06, 1.27925269e+04, 1.27925269e+04, 1.31892566e+02, 5.54684618e+01, 3.66067595e+04, 2.51768925e-24
9.61924228e+01, 1.98763241e+00, 1.02888679e-02, 9.53764273e-01, 1.20930345e-03, 2.98869954e-01, 1.24349595e+06, 1.27941656e+04, 1.27941656e+04, 1.31637479e+02, 5.54732219e+01, 3.67213257e+04, 2.53347286e-24
9.63928216e+01, 1.98852695e+00, 1.02676972e-02, 9.53768083e-01, 1.20549349e-03, 2.98499273e-01, 1.24621898e+06, 1.27957991e+04, 1.27957991e+04, 1.31383390e+02, 5.54779718e+01, 3.68360155e+04, 2.54932290e-24
9.65932204e+01, 1.98941965e+00, 1.02466134e-02, 9.53771874e-01, 1.20170319e-03, 2.98129746e-01, 1.24894216e+06, 1.27974275e+04, 1.27974275e+04, 1.31130292e+02, 5.54827116e+01, 3.69508287e+04, 2.56523951e-24
9.67936192e+01, 1.99031052e+00, 1.02256160e-02, 9.53775645e-01, 1.19793240e-03, 2.97761365e-01, 1.25166551e+06, 1.27990509e+04, 1.27990509e+04, 1.30878179e+02, 5.54874414e+01, 3.70657654e+04, 2.58122283e-24
9.69940180e+01, 1.99119957e+00, 1.02047045e-02, 9.53779396e-01, 1.19418099e-03, 2.97394125e-01, 1.25438901e+06, 1.28006692e+04, 1.28006692e+04, 1.30627047e+02, 5.54921612e+01, 3.71808252e+04, 2.59727301e-24
9.71944168e+01, 1.99208680e+00, 1.01838784e-02, 9.53783129e-01, 1.19044882e-03, 2.97028021e-01, 1.25711267e+06, 1.28022825e+04, 1.28022825e+04, 1.30376888e+02, 5.54968710e+01, 3.72960083e+04, 2.61339020e-24
9.73948156e+01, 1.99297222e+00, 1.01631371e-02, 9.53786842e-01, 1.18673574e-03, 2.96663046e-01, 1.25983648e+06, 1.28038909e+04, 1.28038909e+04, 1.30127698e+02, 5.55015709e+01, 3.74113143e+04, 2.62957454e-24
9.75952144e+01, 1.99385584e+00, 1.01424801e-02, 9.53790537e-01, 1.18304163e-03, 2.96299195e-01, 1.26256046e+06, 1.28054943e+04, 1.28054943e+04, 1.29879471e+02, 5.55062609e+01, 3.75267433e+04, 2.64582617e-24
9.77956132e+01, 1.99473766e+00, 1.01219069e-02, 9.53794212e-01, 1.17936635e-03, 2.95936462e-01, 1.26528458e+06, 1.28070928e+04, 1.28070928e+04, 1.29632201e+02, 5.55109411e+01, 3.76422951e+04, 2.66214523e-24
9.79960120e+01, 1.99561770e+00, 1.01014170e-02, 9.53797869e-01, 1.17570977e-03, 2.95574842e-01, 1.26800887e+06, 1.28086864e+04, 1.28086864e+04, 1.29385882e+02, 5.55156115e+01, 3.77579696e+04, 2.67853188e-24
9.81964108e+01, 1.99649596e+00, 1.00810099e-02, 9.53801507e-01, 1.17207175e-03, 2.95214328e-01, 1.27073331e+06, 1.28102751e+04, 1.28102751e+04, 1.29140510e+02, 5.55202721e+01, 3.78737668e+04, 2.69498625e-24
9.83968096e+01, 1.99737244e+00, 1.00606851e-02, 9.53805127e-01, 1.16845216e-03, 2.94854915e-01, 1.27345790e+06, 1.28118589e+04, 1.28118589e+04, 1.28896078e+02, 5.55249230e+01, 3.79896864e+04, 2.71150850e-24
9.85972084e+01, 1.99824717e+00, 1.00404421e-02, 9.53808729e-01, 1.16485087e-03, 2.94496598e-01, 1.27618265e+06, 1.28134379e+04, 1.28134379e+04, 1.28652581e+02, 5.55295642e+01, 3.81057284e+04, 2.72809876e-24
