z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, d_L, d_LOS, d_trans, d_ang, d_mod, H(z), rho_c(z) 
3.68743788e+01, 1.57834552e+00, 2.64030733e-02, 9.38647085e-01, 5.01355393e-03, 5.10612954e-01, 4.48174231e+05, 1.18331771e+04, 1.18331771e+04, 3.12432243e+02, 5.32572344e+01, 8.85938507e+03, 1.47464238e-25
3.70747776e+01, 1.58063737e+00, 2.62641062e-02, 9.38686979e-01, 4.97365954e-03, 5.09098012e-01, 4.50802758e+05, 1.18399315e+04, 1.18399315e+04, 3.10965218e+02, 5.32699328e+01, 8.93005358e+03, 1.49826172e-25
3.72751764e+01, 1.58291720e+00, 2.61265942e-02, 9.38726350e-01, 4.93428782e-03, 5.07595027e-01, 4.53431951e+05, 1.18466326e+04, 1.18466326e+04, 3.09512162e+02, 5.32825606e+01, 9.00091174e+03, 1.52213285e-25
3.74755752e+01, 1.58518512e+00, 2.59905147e-02, 9.38765208e-01, 4.89542926e-03, 5.06103844e-01, 4.56061806e+05, 1.18532810e+04, 1.18532810e+04, 3.08072875e+02, 5.32951185e+01, 9.07195908e+03, 1.54625714e-25
3.76759739e+01, 1.58744126e+00, 2.58558453e-02, 9.38803562e-01, 4.85707453e-03, 5.04624310e-01, 4.58692316e+05, 1.18598776e+04, 1.18598776e+04, 3.06647160e+02, 5.33076073e+01, 9.14319514e+03, 1.57063594e-25
3.78763727e+01, 1.58968574e+00, 2.57225644e-02, 9.38841421e-01, 4.81921457e-03, 5.03156273e-01, 4.61323478e+05, 1.18664229e+04, 1.18664229e+04, 3.05234826e+02, 5.33200278e+01, 9.21461946e+03, 1.59527060e-25
3.80767715e+01, 1.59191868e+00, 2.55906504e-02, 9.38878795e-01, 4.78184048e-03, 5.01699586e-01, 4.63955286e+05, 1.18729175e+04, 1.18729175e+04, 3.03835682e+02, 5.33323806e+01, 9.28623157e+03, 1.62016249e-25
3.82771703e+01, 1.59414019e+00, 2.54600826e-02, 9.38915691e-01, 4.74494360e-03, 5.00254104e-01, 4.66587734e+05, 1.18793622e+04, 1.18793622e+04, 3.02449543e+02, 5.33446666e+01, 9.35803102e+03, 1.64531294e-25
3.84775691e+01, 1.59635040e+00, 2.53308403e-02, 9.38952118e-01, 4.70851545e-03, 4.98819685e-01, 4.69220818e+05, 1.18857576e+04, 1.18857576e+04, 3.01076229e+02, 5.33568864e+01, 9.43001735e+03, 1.67072333e-25
3.86779679e+01, 1.59854942e+00, 2.52029036e-02, 9.38988085e-01, 4.67254775e-03, 4.97396189e-01, 4.71854534e+05, 1.18921043e+04, 1.18921043e+04, 2.99715558e+02, 5.33690407e+01, 9.50219013e+03, 1.69639501e-25
3.88783667e+01, 1.60073736e+00, 2.50762527e-02, 9.39023600e-01, 4.63703239e-03, 4.95983478e-01, 4.74488875e+05, 1.18984029e+04, 1.18984029e+04, 2.98367358e+02, 5.33811302e+01, 9.57454890e+03, 1.72232933e-25
3.90787655e+01, 1.60291434e+00, 2.49508683e-02, 9.39058670e-01, 4.60196147e-03, 4.94581416e-01, 4.77123838e+05, 1.19046540e+04, 1.19046540e+04, 2.97031455e+02, 5.33931556e+01, 9.64709322e+03, 1.74852765e-25
3.92791643e+01, 1.60508045e+00, 2.48267316e-02, 9.39093304e-01, 4.56732724e-03, 4.93189872e-01, 4.79759418e+05, 1.19108583e+04, 1.19108583e+04, 2.95707681e+02, 5.34051175e+01, 9.71982266e+03, 1.77499133e-25
3.94795631e+01, 1.60723582e+00, 2.47038239e-02, 9.39127509e-01, 4.53312214e-03, 4.91808715e-01, 4.82395610e+05, 1.19170162e+04, 1.19170162e+04, 2.94395870e+02, 5.34170167e+01, 9.79273677e+03, 1.80172173e-25
3.96799619e+01, 1.60938054e+00, 2.45821272e-02, 9.39161292e-01, 4.49933878e-03, 4.90437816e-01, 4.85032409e+05, 1.19231284e+04, 1.19231284e+04, 2.93095859e+02, 5.34288538e+01, 9.86583514e+03, 1.82872020e-25
3.98803607e+01, 1.61151472e+00, 2.44616237e-02, 9.39194660e-01, 4.46596991e-03, 4.89077050e-01, 4.87669811e+05, 1.19291954e+04, 1.19291954e+04, 2.91807489e+02, 5.34406294e+01, 9.93911732e+03, 1.85598810e-25
4.00807595e+01, 1.61363846e+00, 2.43422958e-02, 9.39227621e-01, 4.43300847e-03, 4.87726293e-01, 4.90307812e+05, 1.19352178e+04, 1.19352178e+04, 2.90530602e+02, 5.34523441e+01, 1.00125829e+04, 1.88352680e-25
4.02811583e+01, 1.61575187e+00, 2.42241265e-02, 9.39260181e-01, 4.40044753e-03, 4.86385423e-01, 4.92946406e+05, 1.19411961e+04, 1.19411961e+04, 2.89265044e+02, 5.34639985e+01, 1.00862314e+04, 1.91133764e-25
4.04815571e+01, 1.61785505e+00, 2.41070989e-02, 9.39292348e-01, 4.36828032e-03, 4.85054320e-01, 4.95585590e+05, 1.19471308e+04, 1.19471308e+04, 2.88010665e+02, 5.34755934e+01, 1.01600625e+04, 1.93942199e-25
4.06819559e+01, 1.61994809e+00, 2.39911966e-02, 9.39324128e-01, 4.33650022e-03, 4.83732867e-01, 4.98225360e+05, 1.19530226e+04, 1.19530226e+04, 2.86767315e+02, 5.34871291e+01, 1.02340758e+04, 1.96778122e-25
4.08823547e+01, 1.62203109e+00, 2.38764035e-02, 9.39355527e-01, 4.30510074e-03, 4.82420949e-01, 5.00865711e+05, 1.19588718e+04, 1.19588718e+04, 2.85534848e+02, 5.34986065e+01, 1.03082707e+04, 1.99641667e-25
4.10827535e+01, 1.62410415e+00, 2.37627036e-02, 9.39386552e-01, 4.27407554e-03, 4.81118450e-01, 5.03506638e+05, 1.19646790e+04, 1.19646790e+04, 2.84313122e+02, 5.35100260e+01, 1.03826470e+04, 2.02532971e-25
4.12831523e+01, 1.62616736e+00, 2.36500815e-02, 9.39417208e-01, 4.24341841e-03, 4.79825261e-01, 5.06148138e+05, 1.19704447e+04, 1.19704447e+04, 2.83101994e+02, 5.35213882e+01, 1.04572042e+04, 2.05452170e-25
4.14835511e+01, 1.62822081e+00, 2.35385219e-02, 9.39447503e-01, 4.21312328e-03, 4.78541270e-01, 5.08790207e+05, 1.19761695e+04, 1.19761695e+04, 2.81901328e+02, 5.35326937e+01, 1.05319419e+04, 2.08399400e-25
4.16839499e+01, 1.63026460e+00, 2.34280099e-02, 9.39477442e-01, 4.18318420e-03, 4.77266369e-01, 5.11432840e+05, 1.19818536e+04, 1.19818536e+04, 2.80710985e+02, 5.35439431e+01, 1.06068597e+04, 2.11374796e-25
4.18843487e+01, 1.63229882e+00, 2.33185307e-02, 9.39507030e-01, 4.15359534e-03, 4.76000452e-01, 5.14076034e+05, 1.19874978e+04, 1.19874978e+04, 2.79530834e+02, 5.35551368e+01, 1.06819572e+04, 2.14378497e-25
4.20847475e+01, 1.63432355e+00, 2.32100699e-02, 9.39536274e-01, 4.12435101e-03, 4.74743414e-01, 5.16719784e+05, 1.19931023e+04, 1.19931023e+04, 2.78360742e+02, 5.35662755e+01, 1.07572340e+04, 2.17410636e-25
4.22851463e+01, 1.63633889e+00, 2.31026134e-02, 9.39565179e-01, 4.09544562e-03, 4.73495153e-01, 5.19364087e+05, 1.19986677e+04, 1.19986677e+04, 2.77200581e+02, 5.35773596e+01, 1.08326897e+04, 2.20471351e-25
4.24855451e+01, 1.63834492e+00, 2.29961473e-02, 9.39593751e-01, 4.06687371e-03, 4.72255567e-01, 5.22008939e+05, 1.20041944e+04, 1.20041944e+04, 2.76050223e+02, 5.35883897e+01, 1.09083240e+04, 2.23560778e-25
4.26859439e+01, 1.64034172e+00, 2.28906580e-02, 9.39621994e-01, 4.03862991e-03, 4.71024556e-01, 5.24654335e+05, 1.20096829e+04, 1.20096829e+04, 2.74909545e+02, 5.35993663e+01, 1.09841364e+04, 2.26679053e-25
4.28863427e+01, 1.64232939e+00, 2.27861321e-02, 9.39649915e-01, 4.01070900e-03, 4.69802022e-01, 5.27300272e+05, 1.20151336e+04, 1.20151336e+04, 2.73778422e+02, 5.36102900e+01, 1.10601266e+04, 2.29826312e-25
4.30867415e+01, 1.64430800e+00, 2.26825564e-02, 9.39677518e-01, 3.98310582e-03, 4.68587869e-01, 5.29946747e+05, 1.20205470e+04, 1.20205470e+04, 2.72656735e+02, 5.36211612e+01, 1.11362941e+04, 2.33002692e-25
4.32871403e+01, 1.64627764e+00, 2.25799181e-02, 9.39704808e-01, 3.95581536e-03, 4.67382001e-01, 5.32593756e+05, 1.20259234e+04, 1.20259234e+04, 2.71544365e+02, 5.36319804e+01, 1.12126387e+04, 2.36208329e-25
4.34875391e+01, 1.64823838e+00, 2.24782045e-02, 9.39731790e-01, 3.92883267e-03, 4.66184326e-01, 5.35241294e+05, 1.20312632e+04, 1.20312632e+04, 2.70441195e+02, 5.36427481e+01, 1.12891598e+04, 2.39443359e-25
4.36879379e+01, 1.65019031e+00, 2.23774031e-02, 9.39758470e-01, 3.90215293e-03, 4.64994751e-01, 5.37889359e+05, 1.20365670e+04, 1.20365670e+04, 2.69347112e+02, 5.36534648e+01, 1.13658572e+04, 2.42707919e-25
4.38883367e+01, 1.65213351e+00, 2.22775018e-02, 9.39784851e-01, 3.87577140e-03, 4.63813185e-01, 5.40537946e+05, 1.20418351e+04, 1.20418351e+04, 2.68262002e+02, 5.36641309e+01, 1.14427305e+04, 2.46002145e-25
4.40887355e+01, 1.65406806e+00, 2.21784885e-02, 9.39810939e-01, 3.84968345e-03, 4.62639540e-01, 5.43187053e+05, 1.20470678e+04, 1.20470678e+04, 2.67185754e+02, 5.36747470e+01, 1.15197793e+04, 2.49326174e-25
4.42891343e+01, 1.65599402e+00, 2.20803514e-02, 9.39836737e-01, 3.82388453e-03, 4.61473727e-01, 5.45836675e+05, 1.20522656e+04, 1.20522656e+04, 2.66118260e+02, 5.36853136e+01, 1.15970033e+04, 2.52680142e-25
4.44895331e+01, 1.65791148e+00, 2.19830790e-02, 9.39862252e-01, 3.79837017e-03, 4.60315661e-01, 5.48486809e+05, 1.20574289e+04, 1.20574289e+04, 2.65059412e+02, 5.36958309e+01, 1.16744020e+04, 2.56064186e-25
4.46899319e+01, 1.65982051e+00, 2.18866599e-02, 9.39887485e-01, 3.77313602e-03, 4.59165255e-01, 5.51137453e+05, 1.20625580e+04, 1.20625580e+04, 2.64009104e+02, 5.37062996e+01, 1.17519751e+04, 2.59478442e-25
4.48903307e+01, 1.66172119e+00, 2.17910829e-02, 9.39912443e-01, 3.74817779e-03, 4.58022427e-01, 5.53788602e+05, 1.20676533e+04, 1.20676533e+04, 2.62967234e+02, 5.37167201e+01, 1.18297223e+04, 2.62923047e-25
4.50907295e+01, 1.66361358e+00, 2.16963370e-02, 9.39937130e-01, 3.72349128e-03, 4.56887093e-01, 5.56440252e+05, 1.20727153e+04, 1.20727153e+04, 2.61933699e+02, 5.37270927e+01, 1.19076433e+04, 2.66398137e-25
4.52911283e+01, 1.66549777e+00, 2.16024115e-02, 9.39961548e-01, 3.69907237e-03, 4.55759173e-01, 5.59092402e+05, 1.20777441e+04, 1.20777441e+04, 2.60908398e+02, 5.37374180e+01, 1.19857375e+04, 2.69903850e-25
4.54915271e+01, 1.66737381e+00, 2.15092956e-02, 9.39985704e-01, 3.67491702e-03, 4.54638586e-01, 5.61745047e+05, 1.20827403e+04, 1.20827403e+04, 2.59891233e+02, 5.37476963e+01, 1.20640048e+04, 2.73440321e-25
4.56919259e+01, 1.66924179e+00, 2.14169791e-02, 9.40009599e-01, 3.65102128e-03, 4.53525254e-01, 5.64398185e+05, 1.20877041e+04, 1.20877041e+04, 2.58882106e+02, 5.37579280e+01, 1.21424447e+04, 2.77007688e-25
4.58923246e+01, 1.67110176e+00, 2.13254516e-02, 9.40033239e-01, 3.62738127e-03, 4.52419099e-01, 5.67051811e+05, 1.20926360e+04, 1.20926360e+04, 2.57880923e+02, 5.37681137e+01, 1.22210569e+04, 2.80606087e-25
4.60927234e+01, 1.67295381e+00, 2.12347031e-02, 9.40056627e-01, 3.60399316e-03, 4.51320043e-01, 5.69705923e+05, 1.20975361e+04, 1.20975361e+04, 2.56887588e+02, 5.37782537e+01, 1.22998411e+04, 2.84235656e-25
4.62931222e+01, 1.67479799e+00, 2.11447236e-02, 9.40079767e-01, 3.58085323e-03, 4.50228013e-01, 5.72360518e+05, 1.21024050e+04, 1.21024050e+04, 2.55902009e+02, 5.37883483e+01, 1.23787969e+04, 2.87896530e-25
4.64935210e+01, 1.67663437e+00, 2.10555035e-02, 9.40102662e-01, 3.55795781e-03, 4.49142934e-01, 5.75015593e+05, 1.21072428e+04, 1.21072428e+04, 2.54924094e+02, 5.37983981e+01, 1.24579240e+04, 2.91588847e-25
4.66939198e+01, 1.67846302e+00, 2.09670332e-02, 9.40125316e-01, 3.53530331e-03, 4.48064732e-01, 5.77671144e+05, 1.21120500e+04, 1.21120500e+04, 2.53953755e+02, 5.38084034e+01, 1.25372220e+04, 2.95312743e-25
4.68943186e+01, 1.68028400e+00, 2.08793032e-02, 9.40147733e-01, 3.51288619e-03, 4.46993336e-01, 5.80327168e+05, 1.21168269e+04, 1.21168269e+04, 2.52990902e+02, 5.38183645e+01, 1.26166907e+04, 2.99068356e-25
4.70947174e+01, 1.68209738e+00, 2.07923043e-02, 9.40169916e-01, 3.49070299e-03, 4.45928674e-01, 5.82983663e+05, 1.21215737e+04, 1.21215737e+04, 2.52035449e+02, 5.38282819e+01, 1.26963296e+04, 3.02855823e-25
4.72951162e+01, 1.68390322e+00, 2.07060274e-02, 9.40191869e-01, 3.46875032e-03, 4.44870677e-01, 5.85640626e+05, 1.21262908e+04, 1.21262908e+04, 2.51087310e+02, 5.38381560e+01, 1.27761384e+04, 3.06675279e-25
4.74955150e+01, 1.68570158e+00, 2.06204635e-02, 9.40213594e-01, 3.44702484e-03, 4.43819275e-01, 5.88298053e+05, 1.21309786e+04, 1.21309786e+04, 2.50146401e+02, 5.38479871e+01, 1.28561169e+04, 3.10526864e-25
4.76959138e+01, 1.68749252e+00, 2.05356039e-02, 9.40235095e-01, 3.42552328e-03, 4.42774400e-01, 5.90955942e+05, 1.21356372e+04, 1.21356372e+04, 2.49212638e+02, 5.38577755e+01, 1.29362646e+04, 3.14410712e-25
4.78963126e+01, 1.68927611e+00, 2.04514399e-02, 9.40256376e-01, 3.40424242e-03, 4.41735986e-01, 5.93614289e+05, 1.21402670e+04, 1.21402670e+04, 2.48285941e+02, 5.38675217e+01, 1.30165813e+04, 3.18326962e-25
4.80967114e+01, 1.69105240e+00, 2.03679630e-02, 9.40277439e-01, 3.38317911e-03, 4.40703966e-01, 5.96273092e+05, 1.21448683e+04, 1.21448683e+04, 2.47366227e+02, 5.38772261e+01, 1.30970666e+04, 3.22275751e-25
4.82971102e+01, 1.69282146e+00, 2.02851647e-02, 9.40298288e-01, 3.36233025e-03, 4.39678276e-01, 5.98932349e+05, 1.21494413e+04, 1.21494413e+04, 2.46453419e+02, 5.38868889e+01, 1.31777203e+04, 3.26257215e-25
4.84975090e+01, 1.69458334e+00, 2.02030369e-02, 9.40318925e-01, 3.34169281e-03, 4.38658851e-01, 6.01592056e+05, 1.21539865e+04, 1.21539865e+04, 2.45547437e+02, 5.38965105e+01, 1.32585419e+04, 3.30271492e-25
4.86979078e+01, 1.69633811e+00, 2.01215714e-02, 9.40339354e-01, 3.32126380e-03, 4.37645627e-01, 6.04252210e+05, 1.21585040e+04, 1.21585040e+04, 2.44648206e+02, 5.39060912e+01, 1.33395313e+04, 3.34318718e-25
4.88983066e+01, 1.69808581e+00, 2.00407603e-02, 9.40359577e-01, 3.30104030e-03, 4.36638543e-01, 6.06912809e+05, 1.21629941e+04, 1.21629941e+04, 2.43755649e+02, 5.39156315e+01, 1.34206880e+04, 3.38399032e-25
4.90987054e+01, 1.69982650e+00, 1.99605956e-02, 9.40379598e-01, 3.28101941e-03, 4.35637537e-01, 6.09573850e+05, 1.21674571e+04, 1.21674571e+04, 2.42869691e+02, 5.39251316e+01, 1.35020117e+04, 3.42512571e-25
4.92991042e+01, 1.70156025e+00, 1.98810698e-02, 9.40399419e-01, 3.26119832e-03, 4.34642548e-01, 6.12235330e+05, 1.21718933e+04, 1.21718933e+04, 2.41990260e+02, 5.39345919e+01, 1.35835022e+04, 3.46659471e-25
4.94995030e+01, 1.70328710e+00, 1.98021751e-02, 9.40419043e-01, 3.24157425e-03, 4.33653516e-01, 6.14897247e+05, 1.21763029e+04, 1.21763029e+04, 2.41117283e+02, 5.39440127e+01, 1.36651591e+04, 3.50839870e-25
4.96999018e+01, 1.70500712e+00, 1.97239041e-02, 9.40438473e-01, 3.22214447e-03, 4.32670383e-01, 6.17559598e+05, 1.21806863e+04, 1.21806863e+04, 2.40250688e+02, 5.39533944e+01, 1.37469822e+04, 3.55053905e-25
4.99003006e+01, 1.70672035e+00, 1.96462494e-02, 9.40457711e-01, 3.20290631e-03, 4.31693090e-01, 6.20222381e+05, 1.21850436e+04, 1.21850436e+04, 2.39390405e+02, 5.39627372e+01, 1.38289711e+04, 3.59301714e-25
5.01006994e+01, 1.70842684e+00, 1.95692038e-02, 9.40476760e-01, 3.18385714e-03, 4.30721580e-01, 6.22885592e+05, 1.21893751e+04, 1.21893751e+04, 2.38536365e+02, 5.39720414e+01, 1.39111254e+04, 3.63583434e-25
5.03010982e+01, 1.71012666e+00, 1.94927601e-02, 9.40495622e-01, 3.16499436e-03, 4.29755797e-01, 6.25549230e+05, 1.21936811e+04, 1.21936811e+04, 2.37688500e+02, 5.39813075e+01, 1.39934450e+04, 3.67899203e-25
5.05014970e+01, 1.71181985e+00, 1.94169113e-02, 9.40514301e-01, 3.14631544e-03, 4.28795683e-01, 6.28213291e+05, 1.21979618e+04, 1.21979618e+04, 2.36846742e+02, 5.39905356e+01, 1.40759296e+04, 3.72249157e-25
5.07018958e+01, 1.71350647e+00, 1.93416505e-02, 9.40532799e-01, 3.12781790e-03, 4.27841185e-01, 6.30877774e+05, 1.22022174e+04, 1.22022174e+04, 2.36011025e+02, 5.39997261e+01, 1.41585787e+04, 3.76633435e-25
5.09022946e+01, 1.71518656e+00, 1.92669709e-02, 9.40551117e-01, 3.10949926e-03, 4.26892249e-01, 6.33542675e+05, 1.22064483e+04, 1.22064483e+04, 2.35181284e+02, 5.40088794e+01, 1.42413921e+04, 3.81052174e-25
5.11026934e+01, 1.71686017e+00, 1.91928658e-02, 9.40569259e-01, 3.09135713e-03, 4.25948820e-01, 6.36207993e+05, 1.22106546e+04, 1.22106546e+04, 2.34357455e+02, 5.40179956e+01, 1.43243696e+04, 3.85505511e-25
5.13030922e+01, 1.71852737e+00, 1.91193285e-02, 9.40587227e-01, 3.07338914e-03, 4.25010845e-01, 6.38873725e+05, 1.22148366e+04, 1.22148366e+04, 2.33539473e+02, 5.40270751e+01, 1.44075108e+04, 3.89993584e-25
5.15034910e+01, 1.72018818e+00, 1.90463526e-02, 9.40605023e-01, 3.05559295e-03, 4.24078273e-01, 6.41539868e+05, 1.22189945e+04, 1.22189945e+04, 2.32727277e+02, 5.40361183e+01, 1.44908155e+04, 3.94516531e-25
5.17038898e+01, 1.72184267e+00, 1.89739316e-02, 9.40622650e-01, 3.03796629e-03, 4.23151052e-01, 6.44206420e+05, 1.22231286e+04, 1.22231286e+04, 2.31920805e+02, 5.40451252e+01, 1.45742833e+04, 3.99074489e-25
5.19042886e+01, 1.72349088e+00, 1.89020593e-02, 9.40640109e-01, 3.02050690e-03, 4.22229131e-01, 6.46873379e+05, 1.22272390e+04, 1.22272390e+04, 2.31119996e+02, 5.40540964e+01, 1.46579139e+04, 4.03667596e-25
5.21046874e+01, 1.72513286e+00, 1.88307294e-02, 9.40657403e-01, 3.00321258e-03, 4.21312461e-01, 6.49540743e+05, 1.22313260e+04, 1.22313260e+04, 2.30324790e+02, 5.40630320e+01, 1.47417072e+04, 4.08295990e-25
5.23050862e+01, 1.72676865e+00, 1.87599359e-02, 9.40674535e-01, 2.98608114e-03, 4.20400991e-01, 6.52208508e+05, 1.22353898e+04, 1.22353898e+04, 2.29535129e+02, 5.40719323e+01, 1.48256627e+04, 4.12959808e-25
5.25054850e+01, 1.72839830e+00, 1.86896727e-02, 9.40691505e-01, 2.96911046e-03, 4.19494673e-01, 6.54876673e+05, 1.22394307e+04, 1.22394307e+04, 2.28750953e+02, 5.40807976e+01, 1.49097803e+04, 4.17659188e-25
5.27058838e+01, 1.73002187e+00, 1.86199338e-02, 9.40708317e-01, 2.95229844e-03, 4.18593459e-01, 6.57545236e+05, 1.22434488e+04, 1.22434488e+04, 2.27972205e+02, 5.40896282e+01, 1.49940595e+04, 4.22394268e-25
5.29062826e+01, 1.73163938e+00, 1.85507134e-02, 9.40724973e-01, 2.93564300e-03, 4.17697301e-01, 6.60214194e+05, 1.22474443e+04, 1.22474443e+04, 2.27198830e+02, 5.40984243e+01, 1.50785003e+04, 4.27165186e-25
5.31066814e+01, 1.73325090e+00, 1.84820058e-02, 9.40741473e-01, 2.91914213e-03, 4.16806152e-01, 6.62883545e+05, 1.22514175e+04, 1.22514175e+04, 2.26430770e+02, 5.41071862e+01, 1.51631022e+04, 4.31972079e-25
5.33070802e+01, 1.73485645e+00, 1.84138053e-02, 9.40757822e-01, 2.90279381e-03, 4.15919967e-01, 6.65553286e+05, 1.22553686e+04, 1.22553686e+04, 2.25667972e+02, 5.41159142e+01, 1.52478650e+04, 4.36815086e-25
5.35074790e+01, 1.73645610e+00, 1.83461062e-02, 9.40774019e-01, 2.88659609e-03, 4.15038699e-01, 6.68223416e+05, 1.22592978e+04, 1.22592978e+04, 2.24910380e+02, 5.41246085e+01, 1.53327884e+04, 4.41694344e-25
5.37078778e+01, 1.73804987e+00, 1.82789032e-02, 9.40790068e-01, 2.87054704e-03, 4.14162302e-01, 6.70893933e+05, 1.22632052e+04, 1.22632052e+04, 2.24157941e+02, 5.41332693e+01, 1.54178722e+04, 4.46609991e-25
5.39082766e+01, 1.73963781e+00, 1.82121906e-02, 9.40805970e-01, 2.85464475e-03, 4.13290734e-01, 6.73564834e+05, 1.22670912e+04, 1.22670912e+04, 2.23410603e+02, 5.41418970e+01, 1.55031160e+04, 4.51562166e-25
5.41086754e+01, 1.74121997e+00, 1.81459633e-02, 9.40821728e-01, 2.83888736e-03, 4.12423949e-01, 6.76236116e+05, 1.22709557e+04, 1.22709557e+04, 2.22668313e+02, 5.41504918e+01, 1.55885197e+04, 4.56551006e-25
5.43090741e+01, 1.74279639e+00, 1.80802159e-02, 9.40837342e-01, 2.82327303e-03, 4.11561905e-01, 6.78907779e+05, 1.22747992e+04, 1.22747992e+04, 2.21931019e+02, 5.41590539e+01, 1.56740829e+04, 4.61576649e-25
5.45094729e+01, 1.74436710e+00, 1.80149432e-02, 9.40852815e-01, 2.80779995e-03, 4.10704558e-01, 6.81579820e+05, 1.22786217e+04, 1.22786217e+04, 2.21198672e+02, 5.41675836e+01, 1.57598053e+04, 4.66639234e-25
5.47098717e+01, 1.74593216e+00, 1.79501401e-02, 9.40868149e-01, 2.79246634e-03, 4.09851866e-01, 6.84252237e+05, 1.22824235e+04, 1.22824235e+04, 2.20471222e+02, 5.41760811e+01, 1.58456868e+04, 4.71738898e-25
5.49102705e+01, 1.74749159e+00, 1.78858015e-02, 9.40883344e-01, 2.77727045e-03, 4.09003787e-01, 6.86925027e+05, 1.22862047e+04, 1.22862047e+04, 2.19748618e+02, 5.41845467e+01, 1.59317270e+04, 4.76875780e-25
5.51106693e+01, 1.74904545e+00, 1.78219225e-02, 9.40898404e-01, 2.76221056e-03, 4.08160280e-01, 6.89598189e+05, 1.22899655e+04, 1.22899655e+04, 2.19030812e+02, 5.41929806e+01, 1.60179257e+04, 4.82050017e-25
5.53110681e+01, 1.75059377e+00, 1.77584982e-02, 9.40913330e-01, 2.74728497e-03, 4.07321305e-01, 6.92271721e+05, 1.22937061e+04, 1.22937061e+04, 2.18317757e+02, 5.42013830e+01, 1.61042826e+04, 4.87261749e-25
5.55114669e+01, 1.75213658e+00, 1.76955237e-02, 9.40928123e-01, 2.73249201e-03, 4.06486820e-01, 6.94945620e+05, 1.22974267e+04, 1.22974267e+04, 2.17609404e+02, 5.42097541e+01, 1.61907975e+04, 4.92511112e-25
5.57118657e+01, 1.75367394e+00, 1.76329942e-02, 9.40942784e-01, 2.71783005e-03, 4.05656787e-01, 6.97619885e+05, 1.23011274e+04, 1.23011274e+04, 2.16905708e+02, 5.42180943e+01, 1.62774700e+04, 4.97798247e-25
5.59122645e+01, 1.75520587e+00, 1.75709051e-02, 9.40957317e-01, 2.70329747e-03, 4.04831165e-01, 7.00294514e+05, 1.23048085e+04, 1.23048085e+04, 2.16206622e+02, 5.42264036e+01, 1.63643000e+04, 5.03123289e-25
5.61126633e+01, 1.75673241e+00, 1.75092517e-02, 9.40971722e-01, 2.68889268e-03, 4.04009917e-01, 7.02969505e+05, 1.23084700e+04, 1.23084700e+04, 2.15512100e+02, 5.42346824e+01, 1.64512872e+04, 5.08486379e-25
5.63130621e+01, 1.75825361e+00, 1.74480295e-02, 9.40986000e-01, 2.67461411e-03, 4.03193003e-01, 7.05644856e+05, 1.23121123e+04, 1.23121123e+04, 2.14822098e+02, 5.42429309e+01, 1.65384314e+04, 5.13887654e-25
5.65134609e+01, 1.75976950e+00, 1.73872339e-02, 9.41000154e-01, 2.66046022e-03, 4.02380387e-01, 7.08320564e+05, 1.23157354e+04, 1.23157354e+04, 2.14136572e+02, 5.42511493e+01, 1.66257322e+04, 5.19327253e-25
5.67138597e+01, 1.76128012e+00, 1.73268606e-02, 9.41014185e-01, 2.64642951e-03, 4.01572030e-01, 7.10996628e+05, 1.23193394e+04, 1.23193394e+04, 2.13455477e+02, 5.42593377e+01, 1.67131894e+04, 5.24805314e-25
5.69142585e+01, 1.76278550e+00, 1.72669050e-02, 9.41028094e-01, 2.63252046e-03, 4.00767896e-01, 7.13673047e+05, 1.23229247e+04, 1.23229247e+04, 2.12778770e+02, 5.42674965e+01, 1.68008028e+04, 5.30321975e-25
5.71146573e+01, 1.76428568e+00, 1.72073629e-02, 9.41041883e-01, 2.61873163e-03, 3.99967949e-01, 7.16349818e+05, 1.23264913e+04, 1.23264913e+04, 2.12106410e+02, 5.42756258e+01, 1.68885722e+04, 5.35877375e-25
5.73150561e+01, 1.76578070e+00, 1.71482301e-02, 9.41055553e-01, 2.60506155e-03, 3.99172151e-01, 7.19026939e+05, 1.23300394e+04, 1.23300394e+04, 2.11438353e+02, 5.42837258e+01, 1.69764972e+04, 5.41471653e-25
5.75154549e+01, 1.76727059e+00, 1.70895023e-02, 9.41069105e-01, 2.59150881e-03, 3.98380468e-01, 7.21704409e+05, 1.23335691e+04, 1.23335691e+04, 2.10774558e+02, 5.42917968e+01, 1.70645777e+04, 5.47104947e-25
5.77158537e+01, 1.76875538e+00, 1.70311753e-02, 9.41082542e-01, 2.57807200e-03, 3.97592865e-01, 7.24382226e+05, 1.23370807e+04, 1.23370807e+04, 2.10114985e+02, 5.42998389e+01, 1.71528133e+04, 5.52777396e-25
5.79162525e+01, 1.77023511e+00, 1.69732452e-02, 9.41095864e-01, 2.56474974e-03, 3.96809306e-01, 7.27060388e+05, 1.23405742e+04, 1.23405742e+04, 2.09459592e+02, 5.43078524e+01, 1.72412039e+04, 5.58489138e-25
5.81166513e+01, 1.77170983e+00, 1.69157078e-02, 9.41109073e-01, 2.55154067e-03, 3.96029757e-01, 7.29738893e+05, 1.23440499e+04, 1.23440499e+04, 2.08808341e+02, 5.43158375e+01, 1.73297492e+04, 5.64240311e-25
