z, log10(1+z), a, H0*t_look, H0*t_age, H0*t_conf, H(z) 
9.01803616e+01, 1.95990131e+00, 1.09672739e-02, 9.77465796e-01, 1.39792602e-03, 3.70853782e-01, 3.22659599e+04
9.21843696e+01, 1.96934307e+00, 1.07314135e-02, 9.77510649e-01, 1.35307276e-03, 3.66719510e-01, 3.33355198e+04
9.41883777e+01, 1.97858392e+00, 1.05054842e-02, 9.77553154e-01, 1.31056773e-03, 3.62716493e-01, 3.44166433e+04
9.61923857e+01, 1.98763224e+00, 1.02888718e-02, 9.77593480e-01, 1.27024236e-03, 3.58837930e-01, 3.55092081e+04
9.81963937e+01, 1.99649588e+00, 1.00810116e-02, 9.77631779e-01, 1.23194330e-03, 3.55077504e-01, 3.66130955e+04
1.00200402e+02, 2.00518224e+00, 9.88138370e-03, 9.77668191e-01, 1.19553082e-03, 3.51429336e-01, 3.77281906e+04
1.02204410e+02, 2.01369825e+00, 9.68950845e-03, 9.77702845e-01, 1.16087734e-03, 3.47887950e-01, 3.88543819e+04
1.04208418e+02, 2.02205049e+00, 9.50494287e-03, 9.77735856e-01, 1.12786614e-03, 3.44448237e-01, 3.99915610e+04
1.06212426e+02, 2.03024512e+00, 9.32727707e-03, 9.77767332e-01, 1.09639030e-03, 3.41105422e-01, 4.11396228e+04
1.08216434e+02, 2.03828799e+00, 9.15613123e-03, 9.77797370e-01, 1.06635166e-03, 3.37855041e-01, 4.22984652e+04
1.10220442e+02, 2.04618462e+00, 8.99115292e-03, 9.77826062e-01, 1.03766001e-03, 3.34692910e-01, 4.34679887e+04
1.12224450e+02, 2.05394022e+00, 8.83201466e-03, 9.77853490e-01, 1.01023227e-03, 3.31615106e-01, 4.46480967e+04
1.14228458e+02, 2.06155975e+00, 8.67841173e-03, 9.77879730e-01, 9.83991851e-04, 3.28617948e-01, 4.58386951e+04
1.16232466e+02, 2.06904790e+00, 8.53006028e-03, 9.77904854e-01, 9.58868013e-04, 3.25697974e-01, 4.70396922e+04
1.18236474e+02, 2.07640912e+00, 8.38669551e-03, 9.77928927e-01, 9.34795355e-04, 3.22851926e-01, 4.82509988e+04
1.20240482e+02, 2.08364765e+00, 8.24807016e-03, 9.77952009e-01, 9.11713318e-04, 3.20076738e-01, 4.94725279e+04
1.22244490e+02, 2.09076751e+00, 8.11395301e-03, 9.77974156e-01, 8.89565755e-04, 3.17369516e-01, 5.07041946e+04
1.24248498e+02, 2.09777253e+00, 7.98412769e-03, 9.77995422e-01, 8.68300545e-04, 3.14727532e-01, 5.19459162e+04
1.26252506e+02, 2.10466634e+00, 7.85839142e-03, 9.78015853e-01, 8.47869248e-04, 3.12148206e-01, 5.31976119e+04
1.28256514e+02, 2.11145244e+00, 7.73655400e-03, 9.78035495e-01, 8.28226788e-04, 3.09629100e-01, 5.44592028e+04
1.30260522e+02, 2.11813413e+00, 7.61843687e-03, 9.78054391e-01, 8.09331176e-04, 3.07167907e-01, 5.57306119e+04
1.32264530e+02, 2.12471457e+00, 7.50387219e-03, 9.78072579e-01, 7.91143251e-04, 3.04762441e-01, 5.70117640e+04
1.34268538e+02, 2.13119680e+00, 7.39270207e-03, 9.78090096e-01, 7.73626456e-04, 3.02410630e-01, 5.83025856e+04
1.36272546e+02, 2.13758369e+00, 7.28477783e-03, 9.78106976e-01, 7.56746624e-04, 3.00110510e-01, 5.96030047e+04
1.38276554e+02, 2.14387801e+00, 7.17995938e-03, 9.78123250e-01, 7.40471795e-04, 2.97860214e-01, 6.09129511e+04
1.40280562e+02, 2.15008241e+00, 7.07811454e-03, 9.78138950e-01, 7.24772038e-04, 2.95657969e-01, 6.22323559e+04
1.42284570e+02, 2.15619942e+00, 6.97911855e-03, 9.78154103e-01, 7.09619304e-04, 2.93502088e-01, 6.35611518e+04
1.44288578e+02, 2.16223147e+00, 6.88285352e-03, 9.78168735e-01, 6.94987274e-04, 2.91390967e-01, 6.48992729e+04
1.46292586e+02, 2.16818089e+00, 6.78920798e-03, 9.78182871e-01, 6.80851239e-04, 2.89323079e-01, 6.62466546e+04
1.48296594e+02, 2.17404990e+00, 6.69807645e-03, 9.78196534e-01, 6.67187975e-04, 2.87296968e-01, 6.76032339e+04
1.50300602e+02, 2.17984066e+00, 6.60935903e-03, 9.78209747e-01, 6.53975637e-04, 2.85311246e-01, 6.89689486e+04
1.52304610e+02, 2.18555521e+00, 6.52296105e-03, 9.78222529e-01, 6.41193664e-04, 2.83364588e-01, 7.03437381e+04
1.54308618e+02, 2.19119556e+00, 6.43879272e-03, 9.78234900e-01, 6.28822682e-04, 2.81455731e-01, 7.17275430e+04
1.56312626e+02, 2.19676358e+00, 6.35676884e-03, 9.78246878e-01, 6.16844425e-04, 2.79583466e-01, 7.31203047e+04
1.58316634e+02, 2.20226112e+00, 6.27680848e-03, 9.78258481e-01, 6.05241658e-04, 2.77746640e-01, 7.45219662e+04
1.60320642e+02, 2.20768994e+00, 6.19883474e-03, 9.78269724e-01, 5.93998106e-04, 2.75944148e-01, 7.59324712e+04
1.62324650e+02, 2.21305174e+00, 6.12277448e-03, 9.78280624e-01, 5.83098390e-04, 2.74174933e-01, 7.73517647e+04
1.64328658e+02, 2.21834814e+00, 6.04855813e-03, 9.78291195e-01, 5.72527968e-04, 2.72437985e-01, 7.87797925e+04
1.66332666e+02, 2.22358073e+00, 5.97611944e-03, 9.78301450e-01, 5.62273078e-04, 2.70732334e-01, 8.02165015e+04
1.68336674e+02, 2.22875103e+00, 5.90539530e-03, 9.78311402e-01, 5.52320689e-04, 2.69057051e-01, 8.16618397e+04
1.70340682e+02, 2.23386049e+00, 5.83632554e-03, 9.78321064e-01, 5.42658455e-04, 2.67411246e-01, 8.31157558e+04
1.72344690e+02, 2.23891054e+00, 5.76885279e-03, 9.78330448e-01, 5.33274669e-04, 2.65794065e-01, 8.45781995e+04
1.74348698e+02, 2.24390255e+00, 5.70292229e-03, 9.78339565e-01, 5.24158225e-04, 2.64204687e-01, 8.60491213e+04
1.76352706e+02, 2.24883782e+00, 5.63848176e-03, 9.78348424e-01, 5.15298581e-04, 2.62642324e-01, 8.75284727e+04
1.78356714e+02, 2.25371764e+00, 5.57548126e-03, 9.78357037e-01, 5.06685721e-04, 2.61106221e-01, 8.90162059e+04
1.80360722e+02, 2.25854324e+00, 5.51387306e-03, 9.78365413e-01, 4.98310129e-04, 2.59595648e-01, 9.05122740e+04
